36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20141231
Launch Time (UT)                  : 06:56:29
Burst Pressure (hPa)              : 14.14
Integrated O3 to end of data (DU) : 152.52
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123245
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25515
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.000
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0 9000.00 9000.000   18.20   68.0 9000.0000 9000.0000    0.00   60.00    2.00   31.07    0.6000   36.75900   -1.30200 9000.000
     2  823.09    1.800   18.72   55.0    2.1345    0.0259    0.00   44.00    2.30   32.66    0.5900   36.75900   -1.30200 9000.000
     4  822.85    1.803   19.31   49.0    2.1346    0.0259    0.00   42.00    2.70   32.67    0.5900   36.75900   -1.30200 9000.000
     6  822.56    1.806   19.63   48.0    2.1346    0.0260    0.01   43.00    3.00   32.68    0.5900   36.75900   -1.30200 9000.000
     8  822.23    1.809   19.52   49.0    2.1347    0.0260    0.02   42.00    3.30   32.69    0.5900   36.75900   -1.30200 9000.000
    10  821.84    1.813   19.38   49.0    2.1742    0.0265    0.03   42.00    3.60   32.69    0.6000   36.75900   -1.30200 9000.000
    12  821.46    1.817   19.32   49.0    2.1743    0.0265    0.03   42.00    3.90   32.70    0.6000   36.75900   -1.30200 9000.000
    14  821.21    1.820   19.23   49.0    2.2140    0.0270    0.04   42.00    4.10   32.72    0.6100   36.75900   -1.30200 9000.000
    16  820.97    1.822   19.05   50.0    2.2535    0.0274    0.04   42.00    4.30   32.72    0.6200   36.75900   -1.30200 9000.000
    18  820.61    1.826   18.98   50.0    2.2931    0.0279    0.05   43.00    4.40   32.73    0.6300   36.75900   -1.30200 9000.000
    20  820.23    1.830   18.91   51.0    2.2931    0.0280    0.06   43.00    4.50   32.73    0.6300   36.75900   -1.30200 9000.000
    22  819.79    1.835   18.82   51.0    2.3328    0.0285    0.07   43.00    4.60   32.75    0.6400   36.75900   -1.30200 9000.000
    24  819.28    1.840   18.83   51.0    2.3724    0.0290    0.08   44.00    4.60   32.76    0.6500   36.75800   -1.30300 9000.000
    26  818.83    1.845   18.87   51.0    2.3725    0.0290    0.09   45.00    4.60   32.77    0.6500   36.75800   -1.30300 9000.000
    28  818.42    1.849   18.77   51.0    2.4122    0.0295    0.10   46.00    4.70   32.79    0.6600   36.75800   -1.30300 9000.000
    30  818.03    1.853   18.61   51.0    2.4122    0.0295    0.11   47.00    4.70   32.79    0.6600   36.75800   -1.30300 9000.000
    32  817.65    1.857   18.49   51.0    2.4123    0.0295    0.12   48.00    4.80   32.80    0.6600   36.75800   -1.30300 9000.000
    34  817.31    1.861   18.41   51.0    2.4520    0.0300    0.13   49.00    4.80   32.82    0.6700   36.75800   -1.30300 9000.000
    36  817.02    1.864   18.36   51.0    2.4520    0.0300    0.13   50.00    4.90   32.82    0.6700   36.75800   -1.30300 9000.000
    38  816.77    1.866   18.35   52.0    2.4521    0.0300    0.14   51.00    5.10   32.83    0.6700   36.75800   -1.30300 9000.000
