36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20141001
Launch Time (UT)                  : 06:53:26
Burst Pressure (hPa)              : 9.67
Integrated O3 to end of data (DU) : 187.76
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123334
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25479
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.10    1.800   17.90   75.0    1.4355    0.0174    0.00   20.00    2.00   31.28    0.4300   36.75900   -1.30200 9000.000
     2  823.81    1.813   17.46   71.0    1.4355    0.0174    0.02   18.00    2.00   31.29    0.4300   36.75900   -1.30200 9000.000
     4  822.70    1.825   17.21   72.0    1.4733    0.0179    0.03   17.00    2.20   31.30    0.4400   36.75900   -1.30200 9000.000
     6  821.63    1.836   16.89 9000.0    1.4733    0.0179    0.05   17.00    2.40   31.30    0.4400   36.75900   -1.30200 9000.000
     8  820.71    1.846   16.69   74.0    1.4733    0.0180    0.06   16.00    2.50   31.30    0.4400   36.75900   -1.30200 9000.000
    10  819.90    1.854   16.60   74.0    1.4733    0.0180    0.07   16.00    2.60   31.30    0.4400   36.75900   -1.30200 9000.000
    12  819.00    1.863   16.45   74.0    1.5489    0.0189    0.09   15.00    2.70   31.30    0.4600   36.75900   -1.30200 9000.000
    14  817.98    1.874   16.31   75.0    1.5867    0.0194    0.10   14.00    2.80   31.30    0.4700   36.75900   -1.30200 9000.000
    16  816.91    1.885   16.23   76.0    1.6245    0.0199    0.12   14.00    2.80   31.31    0.4800   36.75900   -1.30200 9000.000
    18  815.82    1.897   16.13   77.0    1.7000    0.0208    0.14   14.00    2.70   31.31    0.5000   36.75900   -1.30200 9000.000
    20  814.78    1.908   15.97   77.0    1.7378    0.0213    0.15   13.00    2.70   31.31    0.5100   36.75900   -1.30200 9000.000
    22  813.88    1.917   15.83   78.0    1.7756    0.0218    0.17   12.00    2.60   31.31    0.5200   36.75900   -1.30300 9000.000
    24  812.94    1.927   15.73   78.0    1.7756    0.0218    0.18   12.00    2.60   31.31    0.5200   36.75900   -1.30300 9000.000
    26  811.83    1.938   15.60   79.0    1.8134    0.0223    0.20   12.00    2.50   31.31    0.5300   36.75900   -1.30300 9000.000
    28  810.53    1.952   15.47   79.0    1.8889    0.0233    0.23   12.00    2.40   31.31    0.5500   36.75900   -1.30300 9000.000
    30  809.17    1.966   15.36   80.0    1.9267    0.0238    0.25   12.00    2.40   31.31    0.5600   36.75900   -1.30300 9000.000
    32  807.84    1.980   15.29   81.0    1.9645    0.0243    0.28   13.00    2.30   31.31    0.5700   36.75900   -1.30300 9000.000
    34  806.48    1.995   15.16   81.0    1.9645    0.0244    0.30   14.00    2.30   31.31    0.5700   36.75900   -1.30300 9000.000
    36  805.14    2.009   15.00   82.0    1.9645    0.0244    0.33   15.00    2.30   31.31    0.5700   36.75900   -1.30300 9000.000
    38  803.90    2.022   14.81   83.0    1.9644    0.0244    0.35   17.00    2.20   31.30    0.5700   36.75900   -1.30300 9000.000
    40  802.78    2.034   14.67   83.0    1.9644    0.0245    0.38   19.00    2.20   31.29    0.5700   36.75900   -1.30300 9000.000
    42  801.74    2.045   14.57   84.0    1.9644    0.0245    0.40   22.00    2.10   31.29    0.5700   36.75900   -1.30300 9000.000
    44  800.73    2.055   14.48   84.0    1.9644    0.0245    0.41   25.00    2.10   31.29    0.5700   36.75900   -1.30300 9000.000
    46  799.59    2.067   14.39   85.0    2.0021    0.0250    0.44   29.00    2.00   31.28    0.5800   36.75900   -1.30300 9000.000
    48  798.33    2.081   14.25   85.0    2.0399    0.0256    0.46   32.00    1.90   31.28    0.5900   36.75900   -1.30300 9000.000
    50  797.09    2.094   14.15   86.0    2.0399    0.0256    0.49   37.00    1.90   31.29    0.5900   36.75900   -1.30300 9000.000
    52  795.85    2.107   14.07   86.0    2.0399    0.0256    0.51   42.00    1.80   31.29    0.5900   36.75900   -1.30300 9000.000
    54  794.66    2.120   14.01   87.0    2.0400    0.0257    0.54   48.00    1.70   31.30    0.5900   36.75900   -1.30300 9000.000
    56  793.65    2.131   13.91   87.0    2.0400    0.0257    0.56   53.00    1.70   31.30    0.5900   36.75900   -1.30300 9000.000
    58  792.68    2.141   13.78   87.0    2.0400    0.0257    0.58   58.00    1.70   31.30    0.5900   36.75900   -1.30300 9000.000
    60  791.61    2.152   13.64   88.0    2.0400    0.0258    0.60   63.00    1.70   31.30    0.5900   36.75900   -1.30300 9000.000
    62  790.48    2.164   13.52   88.0    2.0399    0.0258    0.62   67.00    1.80   31.29    0.5900   36.75900   -1.30300 9000.000
    64  789.35    2.176   13.46   89.0    2.0399    0.0258    0.64   69.00    1.90   31.29    0.5900   36.75900   -1.30300 9000.000
    66  788.17    2.189   13.38   90.0    2.0399    0.0259    0.67   70.00    1.90   31.29    0.5900   36.75900   -1.30300 9000.000
    68  786.96    2.202   13.27   90.0    2.0399    0.0259    0.69   70.00    2.00   31.28    0.5900   36.75800   -1.30300 9000.000
    70  785.80    2.214   13.09   90.0    2.0021    0.0255    0.72   70.00    2.20   31.28    0.5800   36.75800   -1.30300 9000.000
    72  784.85    2.225   12.92   91.0    2.0021    0.0255    0.74   68.00    2.30   31.28    0.5800   36.75800   -1.30300 9000.000
    74  784.01    2.234   12.84   91.0    2.0021    0.0255    0.75   66.00    2.40   31.28    0.5800   36.75800   -1.30300 9000.000
    76  783.13    2.243   12.76   92.0    2.0020    0.0256    0.77   64.00    2.50   31.27    0.5800   36.75800   -1.30300 9000.000
    78  782.14    2.254   12.66   92.0    2.0021    0.0256    0.79   62.00    2.70   31.29    0.5800   36.75800   -1.30300 9000.000
    80  781.08    2.265   12.55   93.0    2.0021    0.0256    0.81   59.00    2.80   31.29    0.5800   36.75800   -1.30300 9000.000
    82  780.21    2.274   12.44   93.0    2.0022    0.0257    0.83   57.00    2.90   31.30    0.5800   36.75800   -1.30300 9000.000
    84  779.43    2.283   12.36   93.0    2.0401    0.0262    0.85   55.00    3.00   31.31    0.5900   36.75800   -1.30300 9000.000
    86  778.53    2.293   12.26   93.0    2.0401    0.0262    0.86   53.00    3.10   31.31    0.5900   36.75800   -1.30300 9000.000
    88  777.42    2.305   12.17   94.0    2.0401    0.0262    0.89   51.00    3.20   31.32    0.5900   36.75800   -1.30300 9000.000
    90  776.23    2.318   12.07   95.0    2.0402    0.0263    0.91   50.00    3.20   31.33    0.5900   36.75800   -1.30300 9000.000
    92  775.16    2.329   11.97   95.0    2.0403    0.0263    0.93   49.00    3.20   31.34    0.5900   36.75800   -1.30300 9000.000
    94  774.27    2.339   11.91   95.0    2.0403    0.0264    0.95   48.00    3.30   31.35    0.5900   36.75800   -1.30400 9000.000
    96  773.27    2.350   11.84   95.0    2.0781    0.0269    0.97   48.00    3.30   31.35    0.6000   36.75800   -1.30400 9000.000
    98  772.10    2.362   11.77   95.0    2.0782    0.0269    1.00   47.00    3.20   31.36    0.6000   36.75800   -1.30400 9000.000
   100  770.86    2.376   11.70   96.0    2.0782    0.0270    1.03   47.00    3.20   31.37    0.6000   36.75800   -1.30400 9000.000
   102  769.58    2.390   11.63   97.0    2.1161    0.0275    1.05   47.00    3.20   31.38    0.6100   36.75800   -1.30400 9000.000
   104  768.31    2.404   11.57   97.0    2.1161    0.0275    1.08   47.00    3.10   31.38    0.6100   36.75800   -1.30400 9000.000
   106  767.17    2.416   11.53   97.0    2.1161    0.0276    1.10   47.00    3.10   31.38    0.6100   36.75800   -1.30400 9000.000
   108  766.14    2.427   11.51   96.0    2.1162    0.0276    1.13   46.00    3.00   31.39    0.6100   36.75800   -1.30400 9000.000
   110  765.06    2.439   11.44   96.0    2.1161    0.0277    1.15   46.00    2.90   31.38    0.6100   36.75800   -1.30400 9000.000
   112  763.99    2.451   11.38   96.0    2.1162    0.0277    1.17   46.00    2.80   31.39    0.6100   36.75800   -1.30400 9000.000
   114  762.75    2.464   11.33   96.0    2.1162    0.0277    1.20   45.00    2.70   31.39    0.6100   36.75800   -1.30400 9000.000
   116  761.50    2.478   11.26   97.0    2.1162    0.0278    1.23   43.00    2.70   31.39    0.6100   36.75700   -1.30400 9000.000
   118  760.46    2.490   11.21   97.0    2.1163    0.0278    1.25   41.00    2.60   31.41    0.6100   36.75700   -1.30400 9000.000
   120  759.53    2.500   11.17   97.0    2.1163    0.0279    1.27   39.00    2.50   31.41    0.6100   36.75700   -1.30400 9000.000
   122  758.64    2.510   11.11   97.0    2.1164    0.0279    1.29   37.00    2.50   31.42    0.6100   36.75700   -1.30400 9000.000
   124  757.65    2.521   11.06   97.0    2.1164    0.0279    1.31   35.00    2.40   31.42    0.6100   36.75700   -1.30400 9000.000
   126  756.64    2.532   11.02   97.0    2.1164    0.0280    1.34   32.00    2.40   31.42    0.6100   36.75700   -1.30400 9000.000
   128  755.77    2.542   11.01   97.0    2.1164    0.0280    1.36   30.00    2.40   31.42    0.6100   36.75700   -1.30400 9000.000
   130  754.91    2.551   10.99   96.0    2.1542    0.0285    1.37   29.00    2.30   31.42    0.6200   36.75700   -1.30400 9000.000
   132  753.86    2.563   10.91   96.0    2.1542    0.0286    1.40   27.00    2.30   31.42    0.6200   36.75700   -1.30400 9000.000
   134  752.73    2.575   10.83   96.0    2.1164    0.0281    1.42   27.00    2.30   31.42    0.6100   36.75700   -1.30400 9000.000
   136  751.74    2.586   10.79   96.0    2.1164    0.0282    1.45   26.00    2.20   31.42    0.6100   36.75700   -1.30400 9000.000
   138  750.88    2.596   10.75   96.0    2.1163    0.0282    1.46   27.00    2.20   31.41    0.6100   36.75700   -1.30400 9000.000
   140  750.04    2.605   10.68   96.0    2.1162    0.0282    1.48   27.00    2.20   31.40    0.6100   36.75700   -1.30400 9000.000
   142  749.11    2.616   10.60   96.0    2.1162    0.0283    1.50   27.00    2.10   31.40    0.6100   36.75700   -1.30400 9000.000
   144  748.06    2.627   10.50   96.0    2.1540    0.0288    1.53   28.00    2.10   31.40    0.6200   36.75700   -1.30400 9000.000
   146  746.86    2.641   10.44   96.0    2.1540    0.0288    1.55   29.00    2.10   31.40    0.6200   36.75700   -1.30400 9000.000
   148  745.62    2.655   10.39   95.0    2.1540    0.0289    1.58   29.00    2.00   31.40    0.6200   36.75700   -1.30400 9000.000
   150  744.44    2.668   10.34   95.0    2.1540    0.0289    1.61   28.00    2.10   31.40    0.6200   36.75700   -1.30400 9000.000
   152  743.34    2.680   10.31   95.0    2.1540    0.0290    1.64   27.00    2.10   31.40    0.6200   36.75700   -1.30400 9000.000
