36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20141015
Launch Time (UT)                  : 06:58:14
Burst Pressure (hPa)              : 10.00
Integrated O3 to end of data (DU) : 196.83
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : J3123421
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25484
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.40    1.800   19.20   66.0    2.6776    0.0325    0.00   60.00    2.00   35.61    0.7300   36.75900   -1.30200 9000.000
     2  810.12    1.950   17.45   69.0    2.6777    0.0331    0.37 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
     4  809.22    1.960   17.36   70.0    2.6777    0.0331    0.39 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
     6  808.38    1.969   17.29   70.0    2.6777    0.0331    0.41 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
     8  807.68    1.976   17.21   70.0    2.6777    0.0332    0.43 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
    10  806.98    1.983   17.12   70.0    2.6777    0.0332    0.45 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
    12  806.20    1.992   17.11   71.0    2.6777    0.0332    0.47 9000.00 9000.00   35.62    0.7300 9000.00000 9000.00000 9000.000
    14  805.37    2.000   17.07   71.0    2.7172    0.0337    0.49 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    16  804.47    2.010   16.87   71.0    2.7172    0.0338    0.52 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    18  803.59    2.019   16.73   72.0    2.7172    0.0338    0.54 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    20  802.86    2.027   16.67   72.0    2.7172    0.0338    0.56 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    22  802.12    2.035   16.62   72.0    2.7172    0.0339    0.58 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    24  801.33    2.043   16.51   73.0    2.7172    0.0339    0.60 9000.00 9000.00   35.63    0.7400 9000.00000 9000.00000 9000.000
    26  800.65    2.051   16.46   73.0    2.7173    0.0339    0.62 9000.00 9000.00   35.64    0.7400 9000.00000 9000.00000 9000.000
    28  800.00    2.057   16.34   73.0    2.7173    0.0340    0.64 9000.00 9000.00   35.64    0.7400 9000.00000 9000.00000 9000.000
