36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20030604
Launch Time (UT)                  : 07:44:00
Burst Pressure (hPa)              : 4.34
Integrated O3 to end of data (DU) : 230.24
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 209202509
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2661
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.140
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.99    1.800   16.90   72.0    2.0626    0.0250    0.00 9000.00 9000.00   32.37    0.6200 9000.00000 9000.00000 9000.000
    10  820.56    1.836   16.30   76.0    2.0264    0.0247    0.07 9000.00 9000.00   32.37    0.6100 9000.00000 9000.00000 9000.000
    20  815.84    1.885   15.90   79.0    2.0270    0.0248    0.16 9000.00 9000.00   32.47    0.6100 9000.00000 9000.00000 9000.000
    30  812.07    1.924   15.50   80.0    2.0994    0.0259    0.24 9000.00 9000.00   32.47    0.6300 9000.00000 9000.00000 9000.000
    40  808.67    1.960   15.10   82.0    2.0988    0.0260    0.30 9000.00 9000.00   32.37    0.6300 9000.00000 9000.00000 9000.000
    50  804.46    2.004   14.80   84.0    2.0627    0.0256    0.39 9000.00 9000.00   32.38    0.6200 9000.00000 9000.00000 9000.000
    60  800.49    2.046   14.30   86.0    2.0988    0.0262    0.47 9000.00 9000.00   32.38    0.6300 9000.00000 9000.00000 9000.000
    70  796.78    2.085   14.10   84.0    2.0627    0.0259    0.55 9000.00 9000.00   32.38    0.6200 9000.00000 9000.00000 9000.000
    80  793.59    2.119   14.20   80.0    2.0265    0.0255    0.61 9000.00 9000.00   32.38    0.6100 9000.00000 9000.00000 9000.000
    90  789.96    2.158   13.90   79.0    2.1350    0.0270    0.69 9000.00 9000.00   32.38    0.6400 9000.00000 9000.00000 9000.000
   100  785.83    2.202   13.70   78.0    2.2074    0.0281    0.78 9000.00 9000.00   32.38    0.6600 9000.00000 9000.00000 9000.000
   110  781.90    2.245   13.50   79.0    2.2437    0.0287    0.87 9000.00 9000.00   32.39    0.6700 9000.00000 9000.00000 9000.000
   120  777.94    2.288   13.10   79.0    2.2798    0.0293    0.96 9000.00 9000.00   32.39    0.6800 9000.00000 9000.00000 9000.000
   130  774.48    2.325   13.00   80.0    2.2798    0.0294    1.04 9000.00 9000.00   32.39    0.6800 9000.00000 9000.00000 9000.000
   140  770.42    2.369   12.80   79.0    2.2798    0.0296    1.13 9000.00 9000.00   32.39    0.6800 9000.00000 9000.00000 9000.000
   150  765.85    2.420   12.40   80.0    2.2798    0.0298    1.24 9000.00 9000.00   32.39    0.6800 9000.00000 9000.00000 9000.000
   160  762.37    2.458   12.00   81.0    2.2798    0.0299    1.32 9000.00 9000.00   32.39    0.6800 9000.00000 9000.00000 9000.000
   170  758.53    2.500   11.60   83.0    2.2437    0.0296    1.41 9000.00 9000.00   32.40    0.6700 9000.00000 9000.00000 9000.000
   180  754.42    2.546   11.20   84.0    2.2437    0.0297    1.51 9000.00 9000.00   32.40    0.6700 9000.00000 9000.00000 9000.000
   190  751.05    2.583   10.90   85.0    2.2437    0.0299    1.59 9000.00 9000.00   32.40    0.6700 9000.00000 9000.00000 9000.000
   200  747.29    2.625   10.50   87.0    2.2437    0.0300    1.68 9000.00 9000.00   32.40    0.6700 9000.00000 9000.00000 9000.000
   210  743.36    2.669   10.10   89.0    2.2799    0.0307    1.77 9000.00 9000.00   32.40    0.6800 9000.00000 9000.00000 9000.000
   220  739.24    2.715    9.70   91.0    2.2075    0.0299    1.87 9000.00 9000.00   32.40    0.6600 9000.00000 9000.00000 9000.000
   230  735.33    2.759    9.40   92.0    2.2076    0.0300    1.96 9000.00 9000.00   32.41    0.6600 9000.00000 9000.00000 9000.000
   240  731.56    2.802    9.10   91.0    2.2076    0.0302    2.05 9000.00 9000.00   32.41    0.6600 9000.00000 9000.00000 9000.000
