36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20030730
Launch Time (UT)                  : 07:37:00
Burst Pressure (hPa)              : 28.27
Integrated O3 to end of data (DU) : 78.60
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 209103309
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2696
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.520
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  819.74    1.800   14.30   73.0    1.9310    0.0236    0.00 9000.00 9000.00   30.37    0.5800 9000.00000 9000.00000 9000.000
    10  812.77    1.872   13.30   79.0    1.9674    0.0242    0.13 9000.00 9000.00   30.37    0.5900 9000.00000 9000.00000 9000.000
    20  806.11    1.941   12.60   82.0    1.9681    0.0244    0.26 9000.00 9000.00   30.47    0.5900 9000.00000 9000.00000 9000.000
    30  800.71    1.998   11.90   85.0    1.9682    0.0246    0.36 9000.00 9000.00   30.48    0.5900 9000.00000 9000.00000 9000.000
    40  794.91    2.059   11.40   87.0    1.9682    0.0248    0.48 9000.00 9000.00   30.48    0.5900 9000.00000 9000.00000 9000.000
    50  789.85    2.112   11.10   88.0    1.9682    0.0249    0.58 9000.00 9000.00   30.48    0.5900 9000.00000 9000.00000 9000.000
    60  785.62    2.157   11.00   86.0    2.0404    0.0260    0.66 9000.00 9000.00   30.38    0.6100 9000.00000 9000.00000 9000.000
    70  781.17    2.205   11.20   81.0    2.3327    0.0299    0.76 9000.00 9000.00   30.49    0.6900 9000.00000 9000.00000 9000.000
    80  776.91    2.250   11.40   79.0    2.5150    0.0324    0.86 9000.00 9000.00   30.49    0.7400 9000.00000 9000.00000 9000.000
    90  773.60    2.286   11.50   78.0    2.5879    0.0335    0.95 9000.00 9000.00   30.49    0.7600 9000.00000 9000.00000 9000.000
   100  769.58    2.330   11.50   79.0    2.6607    0.0346    1.06 9000.00 9000.00   30.49    0.7800 9000.00000 9000.00000 9000.000
   110  765.73    2.372   11.60   76.0    2.7337    0.0357    1.16 9000.00 9000.00   30.49    0.8000 9000.00000 9000.00000 9000.000
   120  762.24    2.410   11.50   75.0    2.8075    0.0368    1.26 9000.00 9000.00   30.59    0.8200 9000.00000 9000.00000 9000.000
