36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20031217
Launch Time (UT)                  : 08:20:00
Burst Pressure (hPa)              : 5.63
Integrated O3 to end of data (DU) : 215.88
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 209202713
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2675
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.800
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.29    1.800   23.50   47.0    1.5447    0.0187    0.00 9000.00 9000.00   33.87    0.4800 9000.00000 9000.00000 9000.000
    10  825.09    1.802   24.20   38.0    2.6593    0.0322    0.00 9000.00 9000.00   33.97    0.7900 9000.00000 9000.00000 9000.000
    20  825.16    1.801   24.30   36.0    2.6593    0.0322    0.00 9000.00 9000.00   33.97    0.7900 9000.00000 9000.00000 9000.000
    30  825.16    1.801   23.40   36.0    2.6602    0.0322    0.00 9000.00 9000.00   34.07    0.7900 9000.00000 9000.00000 9000.000
    40  825.11    1.802   22.60   36.0    2.6961    0.0327    0.00 9000.00 9000.00   34.07    0.8000 9000.00000 9000.00000 9000.000
    50  824.60    1.807   21.60   36.0    2.8039    0.0340    0.02 9000.00 9000.00   34.07    0.8300 9000.00000 9000.00000 9000.000
    60  820.00    1.855   19.20   40.0    2.8399    0.0346    0.14 9000.00 9000.00   34.07    0.8400 9000.00000 9000.00000 9000.000
    70  814.84    1.910   18.30   45.0    2.9477    0.0362    0.29 9000.00 9000.00   34.07    0.8700 9000.00000 9000.00000 9000.000
    80  810.36    1.957   17.80   48.0    2.9826    0.0368    0.41 9000.00 9000.00   33.97    0.8800 9000.00000 9000.00000 9000.000
    90  805.04    2.013   17.30   49.0    3.0187    0.0375    0.57 9000.00 9000.00   33.98    0.8900 9000.00000 9000.00000 9000.000
   100  800.19    2.065   16.80   52.0    3.0537    0.0382    0.72 9000.00 9000.00   33.88    0.9000 9000.00000 9000.00000 9000.000
   110  795.33    2.117   16.30   53.0    3.0526    0.0384    0.86 9000.00 9000.00   33.78    0.9000 9000.00000 9000.00000 9000.000
   120  789.67    2.177   15.60   55.0    3.0526    0.0387    1.03 9000.00 9000.00   33.78    0.9000 9000.00000 9000.00000 9000.000
   130  785.47    2.223   15.20   56.0    3.0526    0.0389    1.16 9000.00 9000.00   33.78    0.9000 9000.00000 9000.00000 9000.000
   140  780.74    2.274   14.70   58.0    3.0528    0.0391    1.31 9000.00 9000.00   33.79    0.9000 9000.00000 9000.00000 9000.000
   150  775.33    2.333   14.20   59.0    3.0158    0.0389    1.48 9000.00 9000.00   33.69    0.8900 9000.00000 9000.00000 9000.000
   160  770.40    2.386   13.70   61.0    3.0158    0.0391    1.63 9000.00 9000.00   33.69    0.8900 9000.00000 9000.00000 9000.000
   170  766.34    2.431   13.40   59.0    2.9799    0.0389    1.75 9000.00 9000.00   33.69    0.8800 9000.00000 9000.00000 9000.000
   180  761.84    2.481   12.90   60.0    2.9440    0.0386    1.89 9000.00 9000.00   33.69    0.8700 9000.00000 9000.00000 9000.000
   190  757.98    2.523   12.50   62.0    2.9441    0.0388    2.01 9000.00 9000.00   33.70    0.8700 9000.00000 9000.00000 9000.000
   200  754.24    2.565   12.50   55.0    2.8714    0.0381    2.12 9000.00 9000.00   33.60    0.8500 9000.00000 9000.00000 9000.000
   210  750.40    2.608   12.80   50.0    2.7278    0.0364    2.23 9000.00 9000.00   33.60    0.8100 9000.00000 9000.00000 9000.000
   220  745.77    2.660   12.50   48.0    2.6201    0.0351    2.37 9000.00 9000.00   33.60    0.7800 9000.00000 9000.00000 9000.000
   230  740.78    2.716   12.10   49.0    2.5492    0.0344    2.50 9000.00 9000.00   33.70    0.7600 9000.00000 9000.00000 9000.000
   240  736.38    2.766   11.80   47.0    2.5134    0.0341    2.62 9000.00 9000.00   33.71    0.7500 9000.00000 9000.00000 9000.000
   250  731.59    2.820   11.60   42.0    2.5134    0.0344    2.75 9000.00 9000.00   33.71    0.7500 9000.00000 9000.00000 9000.000
   260  727.18    2.871   11.50   41.0    2.5493    0.0351    2.87 9000.00 9000.00   33.71    0.7600 9000.00000 9000.00000 9000.000
   270  723.30    2.916   11.40   40.0    2.5493    0.0352    2.98 9000.00 9000.00   33.71    0.7600 9000.00000 9000.00000 9000.000
   280  718.58    2.970   11.10   41.0    2.5493    0.0355    3.11 9000.00 9000.00   33.71    0.7600 9000.00000 9000.00000 9000.000
   290  713.96    3.024   10.60   42.0    2.5853    0.0362    3.24 9000.00 9000.00   33.72    0.7700 9000.00000 9000.00000 9000.000
   300  709.44    3.077   10.30   42.0    2.5853    0.0364    3.37 9000.00 9000.00   33.72    0.7700 9000.00000 9000.00000 9000.000
