36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20031008
Launch Time (UT)                  : 07:21:00
Burst Pressure (hPa)              : 4.04
Integrated O3 to end of data (DU) : 253.47
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 210108304
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2701
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.980
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.80    1.800   19.40   54.0    2.6196    0.0318    0.00 9000.00 9000.00   31.57    0.7800 9000.00000 9000.00000 9000.000
    10  824.02    1.798   20.10   52.0    2.5837    0.0314   -0.01 9000.00 9000.00   31.57    0.7700 9000.00000 9000.00000 9000.000
    20  823.87    1.799   20.30   51.0    2.6205    0.0318   -0.00 9000.00 9000.00   31.67    0.7800 9000.00000 9000.00000 9000.000
    30  823.90    1.799   20.10   50.0    2.5846    0.0314   -0.00 9000.00 9000.00   31.67    0.7700 9000.00000 9000.00000 9000.000
    40  823.89    1.799   19.90   51.0    2.6564    0.0322   -0.00 9000.00 9000.00   31.67    0.7900 9000.00000 9000.00000 9000.000
    50  823.98    1.798   20.70   51.0    2.6573    0.0322   -0.00 9000.00 9000.00   31.77    0.7900 9000.00000 9000.00000 9000.000
    60  823.96    1.798   20.10   48.0    2.6573    0.0323   -0.00 9000.00 9000.00   31.77    0.7900 9000.00000 9000.00000 9000.000
    70  823.86    1.799   19.90   49.0    2.6932    0.0327   -0.00 9000.00 9000.00   31.77    0.8000 9000.00000 9000.00000 9000.000
    80  823.95    1.798   20.30   50.0    2.6940    0.0327   -0.00 9000.00 9000.00   31.87    0.8000 9000.00000 9000.00000 9000.000
    90  823.86    1.799   20.10   49.0    2.6581    0.0323   -0.00 9000.00 9000.00   31.87    0.7900 9000.00000 9000.00000 9000.000
   100  823.86    1.799   19.70   50.0    2.6950    0.0327   -0.00 9000.00 9000.00   31.97    0.8000 9000.00000 9000.00000 9000.000
   110  823.95    1.798   19.70   50.0    2.6950    0.0327   -0.00 9000.00 9000.00   31.97    0.8000 9000.00000 9000.00000 9000.000
   120  823.96    1.798   19.20   52.0    2.7309    0.0331   -0.00 9000.00 9000.00   31.97    0.8100 9000.00000 9000.00000 9000.000
