36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:22:55 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20220119
Launch Time (UT)                  : 07:59:34
Burst Pressure (hPa)              : 5.65
Integrated O3 to end of data (DU) : 192.25
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5040246
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37085
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.95    1.790   21.00   56.0    2.3625    0.0286    0.00  360.00    6.00   36.33    0.6234   -1.30173   36.75935    1.779
     1  824.41    1.806   23.34   46.0    2.3963    0.0291    0.04   15.71    2.73   36.33    0.6316   -1.30176   36.75917    1.792
     2  824.00    1.810   23.18   46.0    2.4314    0.0295    0.04   37.91    1.79   36.33    0.6401   -1.30178   36.75910    1.799
     3  823.54    1.815   23.13   47.0    2.4668    0.0300    0.06   51.14    1.68   36.34    0.6487   -1.30181   36.75907    1.804
     4  823.26    1.818   23.04   46.0    2.4924    0.0303    0.06   52.54    1.82   36.34    0.6549   -1.30184   36.75908    1.808
     5  822.77    1.823   22.91   46.0    2.5011    0.0304    0.07   51.27    2.02   36.35    0.6570   -1.30189   36.75910    1.813
     6  821.97    1.832   22.72   45.0    2.5023    0.0304    0.09   50.93    2.20   36.35    0.6573   -1.30194   36.75912    1.821
     7  820.96    1.842   22.49   46.0    2.5028    0.0305    0.12   51.78    2.35   36.35    0.6574   -1.30199   36.75912    1.831
     8  819.95    1.853   22.25   46.0    2.5023    0.0305    0.14   53.21    2.49   36.35    0.6573   -1.30203   36.75911    1.842
     9  819.08    1.862   22.04   47.0    2.5023    0.0306    0.16   54.56    2.62   36.35    0.6573   -1.30205   36.75908    1.851
    10  818.38    1.870   21.87   47.0    2.5015    0.0306    0.18   55.86    2.74   36.35    0.6571   -1.30206   36.75903    1.859
