36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:23:26 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20220330
Launch Time (UT)                  : 08:39:14
Burst Pressure (hPa)              : 6.87
Integrated O3 to end of data (DU) : 202.31
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5040249
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37106
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.300
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.25    1.790   20.70   85.0    2.8183    0.0342    0.00   70.00    8.00   37.21    0.7456   -1.30173   36.75935    1.779
     1  822.49    1.798   23.09   64.0    2.8244    0.0343    0.02   62.98    5.17   37.21    0.7471   -1.30181   36.75918    1.785
     2  822.20    1.801   22.05   66.0    2.8301    0.0344    0.03   57.89    4.33   37.22    0.7485   -1.30186   36.75909    1.789
     3  821.94    1.804   21.40   67.0    2.8383    0.0345    0.04   55.87    4.25   37.22    0.7505   -1.30188   36.75902    1.792
     4  821.72    1.806   21.08   68.0    2.8456    0.0346    0.04   55.99    4.53   37.22    0.7523   -1.30189   36.75897    1.795
     5  821.32    1.810   21.01   69.0    2.8472    0.0347    0.05   56.56    4.89   37.22    0.7527   -1.30190   36.75892    1.800
     6  820.67    1.817   21.00   68.0    2.8444    0.0347    0.07   56.97    5.22   37.23    0.7520   -1.30192   36.75887    1.806
     7  819.97    1.824   20.97   68.0    2.8408    0.0346    0.09   57.15    5.49   37.23    0.7511   -1.30195   36.75880    1.813
     8  819.45    1.830   20.92   68.0    2.8339    0.0346    0.10   57.20    5.72   37.23    0.7494   -1.30200   36.75875    1.819
     9  818.85    1.836   20.84   68.0    2.8311    0.0346    0.12   57.25    5.93   37.23    0.7487   -1.30208   36.75871    1.825
    10  818.34    1.842   20.76   68.0    2.8315    0.0346    0.13   57.28    6.13   37.23    0.7488   -1.30218   36.75867    1.830
    11  818.04    1.845   20.68   68.0    2.8400    0.0347    0.14   57.30    6.31   37.23    0.7509   -1.30227   36.75863    1.834
    12  817.70    1.849   20.61   68.0    2.8436    0.0348    0.15   57.32    6.48   37.23    0.7518   -1.30236   36.75858    1.838
    13  817.20    1.854   20.57   69.0    2.8436    0.0348    0.17   57.33    6.62   37.23    0.7518   -1.30243   36.75854    1.843
    14  816.67    1.859   20.55   69.0    2.8522    0.0349    0.18   57.33    6.76   37.23    0.7539   -1.30249   36.75851    1.849
    15  816.10    1.865   20.50   69.0    2.8801    0.0353    0.20   57.32    6.87   37.23    0.7608   -1.30252   36.75847    1.855
    16  815.51    1.872   20.42   69.0    2.9004    0.0356    0.21   57.30    6.98   37.23    0.7658   -1.30254   36.75841    1.860
    17  815.14    1.876   20.31   70.0    2.9044    0.0356    0.22   57.26    7.08   37.23    0.7668   -1.30255   36.75835    1.864
    18  814.82    1.879   20.20   70.0    2.9097    0.0357    0.23   57.20    7.16   37.23    0.7681   -1.30256   36.75827    1.868
    19  814.36    1.884   20.12   70.0    2.9158    0.0358    0.24   57.10    7.24   37.23    0.7696   -1.30257   36.75819    1.873
    20  813.71    1.891   20.06   70.0    2.9178    0.0359    0.26   56.98    7.32   37.23    0.7701   -1.30258   36.75813    1.880
    21  812.91    1.899   20.00   71.0    2.9219    0.0359    0.29   56.83    7.39   37.23    0.7711   -1.30259   36.75807    1.888
    22  812.12    1.908   19.93   71.0    2.9288    0.0361    0.31   56.65    7.47   37.23    0.7728   -1.30260   36.75802    1.896
    23  811.41    1.915   19.84   71.0    2.9324    0.0361    0.33   56.44    7.54   37.23    0.7737   -1.30262   36.75797    1.904
    24  810.72    1.923   19.72   71.0    2.9325    0.0362    0.35   56.21    7.61   37.24    0.7737   -1.30264   36.75793    1.912
    25  810.03    1.930   19.62   72.0    2.9333    0.0362    0.37   55.97    7.69   37.24    0.7739   -1.30267   36.75789    1.919
    26  809.49    1.936   19.55   72.0    2.9341    0.0362    0.38   55.72    7.77   37.24    0.7741   -1.30270   36.75785    1.925
    27  809.07    1.940   19.49   72.0    2.9366    0.0363    0.40   55.46    7.85   37.24    0.7747   -1.30274   36.75781    1.930
    28  808.64    1.945   19.43   73.0    2.9386    0.0363    0.41   55.21    7.94   37.24    0.7752   -1.30278   36.75777    1.934
    29  808.18    1.950   19.38   73.0    2.9407    0.0364    0.42   54.95    8.04   37.25    0.7757   -1.30283   36.75773    1.939
    30  807.68    1.955   19.31   74.0    2.9573    0.0366    0.44   54.70    8.14   37.25    0.7798   -1.30288   36.75769    1.944
