36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:23:40 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20220427
Launch Time (UT)                  : 08:29:21
Burst Pressure (hPa)              : 6.56
Integrated O3 to end of data (DU) : 207.70
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5040216
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37097
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.65    1.790   21.80   74.0    2.4462    0.0297    0.00  120.00   10.00   40.75    0.6411   -1.30173   36.75935    1.779
     1  822.66    1.800   22.66   65.0    2.4500    0.0298    0.02  119.22    3.35   40.75    0.6420   -1.30178   36.75918    1.787
     2  822.39    1.803   22.47   65.0    2.4516    0.0298    0.03  115.36    0.88   40.75    0.6424   -1.30179   36.75911    1.792
     3  821.89    1.808   22.26   66.0    2.4533    0.0298    0.04   75.61    0.13   40.76    0.6428   -1.30179   36.75908    1.797
     4  821.43    1.813   22.02   66.0    2.4666    0.0300    0.05   76.78    0.16   40.76    0.6460   -1.30178   36.75908    1.802
     5  820.95    1.818   21.79   67.0    2.4691    0.0301    0.06   99.80    0.35   40.76    0.6466   -1.30176   36.75908    1.807
     6  820.29    1.825   21.62   67.0    2.4807    0.0302    0.08  104.52    0.52   40.76    0.6494   -1.30174   36.75908    1.815
     7  819.51    1.834   21.53   68.0    2.4947    0.0304    0.10  104.81    0.61   40.76    0.6528   -1.30173   36.75908    1.823
     8  818.59    1.843   21.49   68.0    2.4994    0.0305    0.12  103.59    0.64   40.77    0.6539   -1.30173   36.75906    1.833
     9  817.45    1.855   21.44   67.0    2.5192    0.0308    0.15  102.27    0.67   40.77    0.6587   -1.30175   36.75903    1.844
    10  816.68    1.864   21.39   67.0    2.5333    0.0310    0.17  100.76    0.70   40.77    0.6621   -1.30178   36.75900    1.851
    11  816.60    1.865   21.36   67.0    2.5470    0.0312    0.17   99.04    0.74   40.77    0.6654   -1.30181   36.75898    1.855
    12  816.36    1.867   21.32   67.0    2.5789    0.0316    0.17   97.09    0.78   40.78    0.6731   -1.30184   36.75898    1.858
