36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:23:58 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20220525
Launch Time (UT)                  : 07:38:28
Burst Pressure (hPa)              : 8.29
Integrated O3 to end of data (DU) : 204.07
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5040257
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37098
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.80    1.790   20.00   77.0    2.4668    0.0298    0.00    0.00    0.00   36.55    0.6522   -1.30173   36.75935    1.779
     1  826.18    1.796   21.49   65.0    2.5029    0.0303    0.01   36.34    0.78   36.55    0.6610   -1.30181   36.75921    1.785
     2  825.79    1.800   21.22   66.0    2.5198    0.0305    0.02   35.92    1.12   36.56    0.6651   -1.30184   36.75914    1.789
     3  825.51    1.803   21.07   66.0    2.5202    0.0305    0.03   35.50    1.27   36.56    0.6652   -1.30186   36.75911    1.792
     4  825.27    1.806   20.92   67.0    2.5272    0.0306    0.04   35.12    1.33   36.57    0.6669   -1.30187   36.75909    1.795
     5  824.97    1.809   20.80   67.0    2.5346    0.0307    0.04   34.86    1.37   36.57    0.6687   -1.30188   36.75908    1.798
     6  824.62    1.813   20.74   67.0    2.5387    0.0308    0.05   34.79    1.41   36.57    0.6697   -1.30191   36.75906    1.802
     7  824.20    1.817   20.74   67.0    2.5462    0.0309    0.06   34.94    1.45   36.58    0.6715   -1.30194   36.75904    1.806
     8  823.74    1.822   20.71   67.0    2.5515    0.0310    0.07   35.32    1.49   36.58    0.6728   -1.30197   36.75902    1.811
     9  823.15    1.828   20.66   67.0    2.5535    0.0310    0.09   35.95    1.53   36.58    0.6733   -1.30199   36.75901    1.817
    10  822.51    1.835   20.65   67.0    2.5556    0.0311    0.10   36.86    1.56   36.58    0.6738   -1.30199   36.75900    1.824
    11  821.84    1.842   20.68   67.0    2.5560    0.0311    0.12   38.05    1.58   36.58    0.6739   -1.30199   36.75899    1.831
    12  821.15    1.849   20.72   66.0    2.5560    0.0311    0.14   39.54    1.59   36.58    0.6739   -1.30198   36.75900    1.838
    13  820.50    1.856   20.70   66.0    2.5560    0.0312    0.15   41.34    1.59   36.58    0.6739   -1.30199   36.75901    1.845
    14  819.85    1.863   20.62   66.0    2.5589    0.0312    0.17   43.45    1.59   36.58    0.6746   -1.30201   36.75902    1.852
    15  819.30    1.869   20.54   66.0    2.5617    0.0313    0.18   45.91    1.59   36.58    0.6753   -1.30204   36.75902    1.858
    16  818.91    1.873   20.48   67.0    2.5617    0.0313    0.19   48.71    1.58   36.58    0.6753   -1.30208   36.75902    1.862
    17  818.53    1.877   20.43   67.0    2.5617    0.0313    0.20   51.89    1.57   36.58    0.6753   -1.30211   36.75900    1.866
    18  818.17    1.881   20.38   67.0    2.5617    0.0313    0.21   55.45    1.55   36.58    0.6753   -1.30213   36.75898    1.870
    19  817.78    1.885   20.33   67.0    2.5617    0.0313    0.22   59.37    1.54   36.58    0.6753   -1.30214   36.75894    1.874
    20  817.32    1.890   20.27   67.0    2.5687    0.0314    0.23   63.62    1.53   36.58    0.6770   -1.30214   36.75891    1.879
    21  816.86    1.895   20.21   67.0    2.5917    0.0317    0.24   68.14    1.52   36.58    0.6826   -1.30214   36.75889    1.884
    22  816.33    1.900   20.13   68.0    2.6105    0.0320    0.26   72.84    1.51   36.58    0.6872   -1.30215   36.75889    1.889
    23  815.83    1.905   20.04   69.0    2.6121    0.0320    0.27   77.65    1.51   36.58    0.6876   -1.30215   36.75891    1.894
