36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Mon Jun  5 11:23:35 2023
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20220420
Launch Time (UT)                  : 08:02:39
Burst Pressure (hPa)              : 5.40
Integrated O3 to end of data (DU) : 193.82
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : P5040177
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.200
Ozonesonde Instrument             : 1Z37096
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.50    1.790   21.20   71.0    2.9293    0.0356    0.00    0.00    0.00   36.06    0.7805   -1.30173   36.75935    1.779
     1  822.71    1.798   20.69   67.0    2.9878    0.0363    0.02  355.88    0.56   36.06    0.7951   -1.30176   36.75919    1.785
     2  822.46    1.801   20.48   67.0    3.0279    0.0368    0.03  356.07    0.85   36.06    0.8051   -1.30177   36.75913    1.790
     3  822.05    1.805   20.26   67.0    3.0529    0.0371    0.04  356.45    1.02   36.07    0.8113   -1.30179   36.75911    1.794
     4  821.58    1.810   20.13   67.0    3.0541    0.0372    0.06  357.09    1.15   36.07    0.8116   -1.30179   36.75911    1.799
     5  821.09    1.815   20.03   67.0    3.0542    0.0372    0.07  357.98    1.27   36.08    0.8116   -1.30180   36.75911    1.804
     6  820.51    1.821   19.94   67.0    3.0542    0.0372    0.09  359.05    1.39   36.08    0.8116   -1.30180   36.75911    1.811
     7  819.79    1.829   19.87   67.0    3.0542    0.0373    0.11    0.24    1.52   36.08    0.8116   -1.30180   36.75911    1.818
     8  819.15    1.836   19.77   67.0    3.0539    0.0373    0.13    1.51    1.66   36.09    0.8115   -1.30180   36.75912    1.824
     9  818.73    1.840   19.67   67.0    3.0543    0.0373    0.14    2.85    1.79   36.09    0.8116   -1.30181   36.75914    1.829
    10  818.35    1.844   19.61   67.0    3.0543    0.0373    0.15    4.24    1.93   36.09    0.8116   -1.30182   36.75918    1.833
    11  817.90    1.849   19.58   67.0    3.0567    0.0374    0.16    5.64    2.06   36.09    0.8122   -1.30185   36.75922    1.838
    12  817.42    1.854   19.56   67.0    3.0583    0.0374    0.18    7.04    2.18   36.09    0.8126   -1.30189   36.75925    1.843
    13  816.94    1.859   19.54   67.0    3.0640    0.0375    0.19    8.43    2.30   36.09    0.8140   -1.30193   36.75927    1.848
    14  816.40    1.865   19.48   67.0    3.0885    0.0378    0.21    9.79    2.41   36.10    0.8201   -1.30197   36.75926    1.853
    15  815.89    1.870   19.40   68.0    3.0941    0.0379    0.22   11.12    2.51   36.10    0.8215   -1.30201   36.75924    1.859
    16  815.39    1.875   19.35   68.0    3.1006    0.0380    0.24   12.42    2.60   36.10    0.8231   -1.30204   36.75921    1.864
    17  814.88    1.881   19.32   68.0    3.1034    0.0381    0.25   13.70    2.68   36.10    0.8238   -1.30207   36.75918    1.870
    18  814.28    1.887   19.30   68.0    3.1038    0.0381    0.27   14.95    2.75   36.10    0.8239   -1.30210   36.75915    1.876
    19  813.74    1.893   19.28   68.0    3.1038    0.0381    0.29   16.20    2.80   36.10    0.8239   -1.30212   36.75913    1.882
    20  813.29    1.898   19.25   68.0    3.1022    0.0381    0.30   17.44    2.84   36.10    0.8235   -1.30214   36.75911    1.887
    21  812.91    1.901   19.21   68.0    3.0942    0.0381    0.31   18.69    2.86   36.11    0.8215   -1.30216   36.75908    1.890
    22  812.72    1.903   19.15   68.0    3.1019    0.0382    0.32   19.95    2.86   36.11    0.8234   -1.30219   36.75906    1.893
    23  812.54    1.905   19.10   68.0    3.1051    0.0382    0.32   21.23    2.85   36.11    0.8242   -1.30222   36.75903    1.895
    24  812.15    1.910   19.06   69.0    3.1055    0.0382    0.34   22.54    2.82   36.11    0.8243   -1.30227   36.75900    1.899
    25  811.69    1.914   19.03   69.0    3.0947    0.0381    0.35   23.87    2.78   36.11    0.8216   -1.30231   36.75899    1.903
    26  811.24    1.919   19.01   69.0    3.0919    0.0381    0.36   25.23    2.72   36.12    0.8209   -1.30235   36.75898    1.908
    27  810.88    1.923   18.98   69.0    3.0924    0.0381    0.37   26.63    2.65   36.12    0.8210   -1.30239   36.75899    1.912
    28  810.61    1.926   18.95   69.0    3.1056    0.0383    0.38   28.08    2.57   36.12    0.8243   -1.30243   36.75901    1.915
    29  810.25    1.930   18.92   70.0    3.1176    0.0385    0.39   29.58    2.48   36.12    0.8273   -1.30246   36.75903    1.919
    30  809.82    1.934   18.86   70.0    3.1297    0.0386    0.41   31.15    2.37   36.12    0.8303   -1.30249   36.75904    1.923
    31  809.34    1.939   18.80   70.0    3.1365    0.0388    0.42   32.83    2.26   36.12    0.8320   -1.30252   36.75904    1.928
    32  808.80    1.945   18.75   71.0    3.1381    0.0388    0.44   34.66    2.15   36.12    0.8324   -1.30255   36.75902    1.934
    33  808.17    1.952   18.72   71.0    3.1510    0.0390    0.46   36.67    2.03   36.13    0.8356   -1.30257   36.75898    1.941
    34  807.47    1.959   18.66   71.0    3.1562    0.0391    0.48   38.91    1.91   36.13    0.8369   -1.30258   36.75895    1.948
    35  806.83    1.966   18.59   71.0    3.1562    0.0391    0.50   41.42    1.79   36.13    0.8369   -1.30258   36.75892    1.955
    36  806.29    1.972   18.49   71.0    3.1562    0.0391    0.51   44.24    1.67   36.13    0.8369   -1.30258   36.75890    1.961
    37  805.79    1.977   18.39   71.0    3.1567    0.0392    0.53   47.38    1.56   36.14    0.8370   -1.30259   36.75889    1.966
    38  805.36    1.982   18.32   71.0    3.1571    0.0392    0.54   50.87    1.46   36.14    0.8371   -1.30259   36.75888    1.971
    39  804.95    1.986   18.27   71.0    3.1576    0.0392    0.56   54.67    1.38   36.15    0.8372   -1.30259   36.75887    1.975
    40  804.51    1.991   18.24   71.0    3.1576    0.0392    0.57   58.77    1.30   36.15    0.8372   -1.30258   36.75885    1.980
    41  803.92    1.997   18.20   71.0    3.1576    0.0393    0.59   63.12    1.24   36.15    0.8372   -1.30257   36.75883    1.986
    42  803.24    2.004   18.15   71.0    3.1576    0.0393    0.61   67.66    1.19   36.15    0.8372   -1.30255   36.75881    1.993
    43  802.57    2.012   18.09   72.0    3.1705    0.0395    0.63   72.30    1.16   36.16    0.8404   -1.30253   36.75880    2.000
    44  802.05    2.017   18.04   72.0    3.1954    0.0398    0.65   76.93    1.13   36.16    0.8466   -1.30252   36.75882    2.006
    45  801.59    2.022   17.99   72.0    3.2118    0.0401    0.66   81.44    1.13   36.16    0.8507   -1.30252   36.75885    2.011
    46  801.19    2.026   17.93   73.0    3.2159    0.0401    0.67   85.72    1.13   36.16    0.8517   -1.30253   36.75889    2.015
    47  800.72    2.031   17.87   73.0    3.2200    0.0402    0.69   89.69    1.15   36.17    0.8527   -1.30254   36.75892    2.021
    48  799.92    2.040   17.82   73.0    3.2288    0.0404    0.71   93.30    1.17   36.17    0.8549   -1.30255   36.75895    2.029
    49  799.07    2.049   17.76   74.0    3.2332    0.0405    0.74   96.54    1.21   36.17    0.8560   -1.30255   36.75897    2.038
    50  798.27    2.058   17.67   75.0    3.2332    0.0405    0.77   99.43    1.26   36.17    0.8560   -1.30254   36.75897    2.046
    51  797.53    2.066   17.57   75.0    3.2333    0.0405    0.79  101.99    1.31   36.17    0.8560   -1.30253   36.75895    2.054
    52  796.87    2.073   17.48   75.0    3.2365    0.0406    0.81  104.29    1.37   36.18    0.8568   -1.30251   36.75891    2.062
    53  796.13    2.081   17.42   75.0    3.2389    0.0407    0.84  106.37    1.44   36.18    0.8574   -1.30249   36.75886    2.070
    54  795.34    2.089   17.35   75.0    3.2389    0.0407    0.86  108.28    1.51   36.18    0.8574   -1.30248   36.75880    2.078
    55  794.60    2.097   17.27   75.0    3.2389    0.0408    0.88  110.06    1.58   36.18    0.8574   -1.30249   36.75875    2.086
    56  793.94    2.104   17.20   76.0    3.2389    0.0408    0.91  111.72    1.65   36.18    0.8574   -1.30251   36.75871    2.093
    57  793.29    2.111   17.13   76.0    3.2389    0.0408    0.93  113.27    1.73   36.18    0.8574   -1.30254   36.75868    2.101
    58  792.58    2.119   17.07   76.0    3.2390    0.0409    0.95  114.71    1.81   36.18    0.8574   -1.30257   36.75866    2.108
    59  791.85    2.127   17.02   76.0    3.2390    0.0409    0.97  116.04    1.89   36.18    0.8574   -1.30260   36.75866    2.116
    60  791.18    2.134   16.97   76.0    3.2390    0.0409    0.99  117.27    1.97   36.18    0.8574   -1.30262   36.75866    2.123
    61  790.59    2.140   16.90   77.0    3.2386    0.0410    1.01  118.42    2.05   36.18    0.8573   -1.30263   36.75868    2.129
    62  790.12    2.145   16.83   77.0    3.2406    0.0410    1.03  119.51    2.13   36.18    0.8578   -1.30262   36.75870    2.135
