36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20020828
Launch Time (UT)                  : 09:27:00
Burst Pressure (hPa)              : 6.62
Integrated O3 to end of data (DU) : 235.38
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 51451907
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z2117
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.740
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.43    1.800   21.60   49.0    2.4059    0.0292    0.00 9000.00 9000.00   29.87    0.7200 9000.00000 9000.00000 9000.000
    10  819.33    1.854   17.40   60.0    2.4066    0.0294    0.12 9000.00 9000.00   29.97    0.7200 9000.00000 9000.00000 9000.000
    20  814.70    1.902   16.30   66.0    2.4066    0.0295    0.23 9000.00 9000.00   29.97    0.7200 9000.00000 9000.00000 9000.000
    30  810.95    1.941   15.70   69.0    2.4428    0.0301    0.31 9000.00 9000.00   30.07    0.7300 9000.00000 9000.00000 9000.000
    40  806.88    1.984   15.30   70.0    2.4074    0.0298    0.41 9000.00 9000.00   30.07    0.7200 9000.00000 9000.00000 9000.000
    50  802.30    2.032   14.90   72.0    2.4075    0.0300    0.52 9000.00 9000.00   30.08    0.7200 9000.00000 9000.00000 9000.000
    60  797.82    2.080   14.50   74.0    2.4075    0.0302    0.62 9000.00 9000.00   30.08    0.7200 9000.00000 9000.00000 9000.000
    70  792.89    2.132   13.90   76.0    2.4437    0.0308    0.74 9000.00 9000.00   30.18    0.7300 9000.00000 9000.00000 9000.000
    80  787.87    2.186   13.40   78.0    2.4437    0.0310    0.87 9000.00 9000.00   30.18    0.7300 9000.00000 9000.00000 9000.000
    90  783.22    2.236   13.10   79.0    2.4083    0.0307    0.98 9000.00 9000.00   30.18    0.7200 9000.00000 9000.00000 9000.000
   100  777.96    2.292   12.60   81.0    2.4091    0.0310    1.11 9000.00 9000.00   30.29    0.7200 9000.00000 9000.00000 9000.000
   110  772.50    2.352   11.90   84.0    2.4091    0.0312    1.24 9000.00 9000.00   30.29    0.7200 9000.00000 9000.00000 9000.000
   120  767.41    2.407   11.30   87.0    2.3737    0.0309    1.37 9000.00 9000.00   30.29    0.7100 9000.00000 9000.00000 9000.000
   130  761.71    2.469   10.80   90.0    2.3745    0.0312    1.51 9000.00 9000.00   30.39    0.7100 9000.00000 9000.00000 9000.000
