36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:09:34 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20231129
Launch Time (UT)                  : 07:46:23
Burst Pressure (hPa)              : 7.22
Integrated O3 to end of data (DU) : 206.79
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5020862
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37038
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.400
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.30    1.790   22.70   62.0    2.2212    0.0270    0.00  123.00    1.60   36.64    0.5700   -1.30000   36.76000    1.780
     1  821.83    1.795   23.74   50.0    2.2632    0.0275    0.01   92.33    3.09   36.64    0.5800   -1.30000   36.76000    1.780
     2  821.72    1.796   23.15   50.0    2.3051    0.0281    0.01   87.68    3.90   36.64    0.5900   -1.30000   36.76000    1.780
     3  821.65    1.797   22.65   50.0    2.3051    0.0281    0.01   86.64    4.34   36.65    0.5900   -1.30000   36.76000    1.790
     4  821.50    1.798   22.09   51.0    2.3471    0.0286    0.02   86.75    4.59   36.65    0.6000   -1.30000   36.76000    1.790
     5  821.16    1.802   21.79   51.0    2.3890    0.0291    0.03   87.10    4.79   36.65    0.6100   -1.30000   36.76000    1.790
     6  820.74    1.806   21.67   52.0    2.4309    0.0296    0.03   87.36    4.98   36.65    0.6200   -1.30000   36.76000    1.800
     7  820.29    1.811   21.60   52.0    2.4309    0.0296    0.05   87.50    5.18   36.65    0.6200   -1.30000   36.76000    1.800
     8  819.87    1.815   21.57   52.0    2.4728    0.0302    0.06   87.56    5.38   36.65    0.6300   -1.30000   36.76000    1.800
     9  819.45    1.820   21.56   52.0    2.5147    0.0307    0.07   87.60    5.56   36.65    0.6400   -1.30000   36.76000    1.810
    10  818.93    1.825   21.54   52.0    2.5147    0.0307    0.08   87.61    5.72   36.65    0.6400   -1.30000   36.76000    1.810
    11  818.37    1.831   21.50   51.0    2.5147    0.0307    0.09   87.59    5.85   36.65    0.6400   -1.30000   36.76000    1.820
    12  817.91    1.836   21.44   51.0    2.5566    0.0313    0.10   87.52    5.97   36.65    0.6500   -1.30000   36.76000    1.830
    13  817.50    1.841   21.38   52.0    2.5565    0.0313    0.11   87.40    6.07   36.64    0.6500   -1.30000   36.76000    1.830
    14  817.19    1.844   21.33   52.0    2.5985    0.0318    0.12   87.21    6.14   36.64    0.6600   -1.30000   36.76000    1.830
    15  816.85    1.847   21.27   51.0    2.6404    0.0323    0.13   86.96    6.19   36.64    0.6700   -1.30000   36.76000    1.840
    16  816.51    1.851   21.22   51.0    2.6823    0.0329    0.14   86.63    6.22   36.64    0.6800   -1.30000   36.76000    1.840
    17  815.97    1.857   21.19   51.0    2.6823    0.0329    0.15   86.20    6.24   36.64    0.6800   -1.30000   36.76000    1.850
    18  815.41    1.863   21.16   52.0    2.7242    0.0334    0.17   85.68    6.23   36.64    0.6900   -1.30000   36.76000    1.850
    19  815.05    1.867   21.12   52.0    2.7241    0.0334    0.18   85.06    6.21   36.63    0.6900   -1.30000   36.76000    1.860
    20  814.81    1.869   21.07   53.0    2.7241    0.0334    0.18   84.32    6.17   36.63    0.6900   -1.30000   36.76000    1.860
    21  814.41    1.873   21.03   53.0    2.7660    0.0340    0.19   83.45    6.12   36.63    0.7000   -1.30000   36.76000    1.860
    22  813.84    1.880   20.99   53.0    2.8079    0.0345    0.21   82.44    6.06   36.63    0.7100   -1.30000   36.76000    1.870
    23  813.20    1.886   20.95   53.0    2.8498    0.0350    0.23   81.29    6.00   36.63    0.7200   -1.30000   36.76000    1.880
    24  812.55    1.893   20.90   52.0    2.8918    0.0356    0.24   80.00    5.93   36.63    0.7300   -1.30000   36.76000    1.880
    25  811.86    1.901   20.83   53.0    2.8918    0.0356    0.26   78.55    5.85   36.63    0.7300   -1.30000   36.76000    1.890
    26  811.16    1.908   20.74   53.0    2.8918    0.0356    0.28   76.96    5.78   36.63    0.7300   -1.30000   36.76000    1.900
    27  810.47    1.915   20.65   54.0    2.8918    0.0357    0.30   75.23    5.71   36.63    0.7300   -1.30000   36.76000    1.900
    28  809.81    1.922   20.58   54.0    2.8917    0.0357    0.32   73.38    5.64   36.62    0.7300   -1.30000   36.76000    1.910
    29  809.22    1.929   20.53   54.0    2.8917    0.0357    0.34   71.42    5.58   36.62    0.7300   -1.30000   36.76000    1.920
    30  808.62    1.935   20.51   54.0    2.8917    0.0358    0.36   69.38    5.54   36.62    0.7300   -1.30000   36.76000    1.920
    31  808.03    1.941   20.50   54.0    2.9335    0.0363    0.37   67.28    5.50   36.61    0.7400   -1.30000   36.76000    1.930
    32  807.71    1.945   20.46   54.0    2.9754    0.0368    0.38   65.15    5.46   36.61    0.7500   -1.30000   36.76000    1.930
    33  807.39    1.948   20.41   54.0    2.9754    0.0369    0.39   63.02    5.44   36.61    0.7500   -1.30000   36.76000    1.940
    34  807.13    1.951   20.37   54.0    2.9754    0.0369    0.40   60.91    5.43   36.61    0.7500   -1.30000   36.76000    1.940
    35  806.90    1.954   20.34   54.0    2.9754    0.0369    0.40   58.84    5.43   36.61    0.7500   -1.30000   36.76000    1.940
    36  806.67    1.956   20.31   54.0    2.9753    0.0369    0.41   56.85    5.44   36.60    0.7500   -1.30000   36.76000    1.950
    37  806.40    1.959   20.28   55.0    2.9753    0.0369    0.42   54.96    5.45   36.60    0.7500   -1.30000   36.76000    1.950
    38  806.02    1.963   20.25   55.0    3.0172    0.0374    0.43   53.18    5.47   36.60    0.7600   -1.30000   36.76000    1.950
    39  805.62    1.967   20.24   55.0    3.0172    0.0375    0.44   51.55    5.49   36.61    0.7600   -1.30000   36.76000    1.960
    40  805.30    1.971   20.25   55.0    3.0171    0.0375    0.45   50.05    5.51   36.60    0.7600   -1.30000   36.76000    1.960
    41  805.01    1.974   20.25   55.0    3.0590    0.0380    0.46   48.71    5.53   36.60    0.7700   -1.30000   36.76000    1.960
    42  804.70    1.977   20.24   55.0    3.0590    0.0380    0.47   47.51    5.54   36.60    0.7700   -1.30000   36.76000    1.970
    43  804.36    1.981   20.22   55.0    3.0590    0.0380    0.48   46.46    5.55   36.60    0.7700   -1.30000   36.76000    1.970
