36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:44 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230713
Launch Time (UT)                  : 10:06:19
Burst Pressure (hPa)              : 6.76
Integrated O3 to end of data (DU) : 218.21
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010695
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37070
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.55    1.790   19.50   56.0    2.6417    0.0320    0.00  139.00    8.20   30.45    0.7000   -1.30000   36.76000    1.780
     1  825.52    1.800   19.14   61.0    2.6418    0.0320    0.03  126.41    3.49   30.46    0.7000   -1.30000   36.76000    1.790
     2  825.21    1.804   18.90   62.0    2.6818    0.0325    0.03  105.56    1.97   30.46    0.7100   -1.30000   36.76000    1.790
     3  824.84    1.808   18.64   62.0    2.6819    0.0325    0.04   90.80    1.66   30.47    0.7100   -1.30000   36.76000    1.800
     4  824.44    1.812   18.43   63.0    2.6819    0.0325    0.05   90.59    1.73   30.47    0.7100   -1.30000   36.76000    1.800
     5  824.14    1.815   18.34   64.0    2.6820    0.0325    0.06   94.15    1.88   30.48    0.7100   -1.30000   36.76000    1.800
     6  823.88    1.817   18.30   64.0    2.6820    0.0326    0.07   96.50    2.00   30.48    0.7100   -1.30000   36.76000    1.810
     7  823.50    1.821   18.24   64.0    2.6820    0.0326    0.08   97.29    2.07   30.48    0.7100   -1.30000   36.76000    1.810
     8  823.07    1.826   18.12   63.0    2.6821    0.0326    0.09   97.34    2.11   30.49    0.7100   -1.30000   36.76000    1.810
     9  822.67    1.830   18.01   63.0    2.7222    0.0331    0.10   97.54    2.13   30.49    0.7200   -1.30000   36.76000    1.820
    10  822.31    1.834   17.95   63.0    2.7222    0.0331    0.11   97.90    2.15   30.50    0.7200   -1.30000   36.76000    1.820
