36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:03 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230221
Launch Time (UT)                  : 08:35:15
Burst Pressure (hPa)              : 8.03
Integrated O3 to end of data (DU) : 183.57
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : P5030080
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37117
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.090
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.90    1.790   24.00   35.0    3.3629    0.0408    0.00   30.00   20.00   36.91    0.9100   -1.30000   36.76000    1.780
     1  823.95    1.800   23.95   36.0    3.4450    0.0418    0.03   33.34    8.22   36.91    0.9300   -1.30000   36.76000    1.790
     2  823.43    1.805   23.13   37.0    3.5271    0.0428    0.05   39.87    3.99   36.92    0.9500   -1.30000   36.76000    1.790
     3  822.88    1.811   22.50   38.0    3.5272    0.0429    0.07   46.16    2.79   36.93    0.9500   -1.30000   36.76000    1.800
     4  822.35    1.817   22.26   39.0    3.5273    0.0429    0.08   45.74    2.99   36.94    0.9500   -1.30000   36.76000    1.810
     5  821.93    1.821   22.36   39.0    3.5275    0.0429    0.10   43.58    3.53   36.95    0.9500   -1.30000   36.76000    1.810
     6  821.54    1.825   22.51   38.0    3.5275    0.0429    0.11   42.24    3.99   36.95    0.9500   -1.30000   36.76000    1.810
     7  821.08    1.830   22.50   38.0    3.5275    0.0430    0.13   41.64    4.27   36.95    0.9500   -1.30000   36.76000    1.820
     8  820.46    1.837   22.31   38.0    3.5275    0.0430    0.15   41.35    4.44   36.95    0.9500   -1.30000   36.76000    1.830
     9  819.78    1.844   22.19   38.0    3.5275    0.0430    0.17   41.03    4.60   36.95    0.9500   -1.30000   36.76000    1.830
    10  819.53    1.847   22.15   38.0    3.4865    0.0425    0.18   40.69    4.75   36.95    0.9400   -1.30000   36.76000    1.840
    11  819.35    1.849   22.09   38.0    3.4454    0.0421    0.19   40.33    4.89   36.95    0.9300   -1.30000   36.76000    1.840
    12  818.93    1.853   21.98   39.0    3.4453    0.0421    0.20   39.95    5.01   36.94    0.9300   -1.30000   36.76000    1.840
