36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:31 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230524
Launch Time (UT)                  : 09:26:53
Burst Pressure (hPa)              : 16.89
Integrated O3 to end of data (DU) : 155.16
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5020106
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.600
Ozonesonde Instrument             : 1Z36748
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.30    1.790   22.00   60.0    2.3419    0.0283    0.00    0.00    0.00   34.02    0.6000   -1.30000   36.76000    1.780
     1  825.54    1.798   23.78   55.0    2.3420    0.0284    0.02  116.98    1.32   34.03    0.6000   -1.30000   36.76000    1.780
     2  825.54    1.798   23.64   54.0    2.3420    0.0284    0.02  117.94    1.92   34.03    0.6000   -1.30000   36.76000    1.790
     3  825.33    1.800   23.38   55.0    2.3421    0.0284    0.02  119.04    2.23   34.04    0.6000   -1.30000   36.76000    1.790
     4  824.78    1.806   22.82   56.0    2.3839    0.0289    0.03  120.31    2.40   34.04    0.6100   -1.30000   36.76000    1.790
     5  824.33    1.811   22.27   58.0    2.3840    0.0289    0.04  121.65    2.53   34.05    0.6100   -1.30000   36.76000    1.800
     6  824.05    1.814   21.85   60.0    2.4259    0.0294    0.05  122.96    2.67   34.06    0.6200   -1.30000   36.76000    1.800
     7  823.74    1.817   21.53   61.0    2.4259    0.0294    0.06  124.20    2.83   34.06    0.6200   -1.30000   36.76000    1.810
     8  823.33    1.821   21.36   61.0    2.4260    0.0295    0.07  125.38    3.00   34.07    0.6200   -1.30000   36.76000    1.810
     9  822.86    1.826   21.25   60.0    2.4678    0.0300    0.08  126.53    3.16   34.07    0.6300   -1.30000   36.76000    1.820
    10  822.33    1.832   21.14   60.0    2.4679    0.0300    0.09  127.63    3.32   34.08    0.6300   -1.30000   36.76000    1.820
    11  821.79    1.837   21.05   60.0    2.5098    0.0305    0.10  128.68    3.47   34.09    0.6400   -1.30000   36.76000    1.830
    12  821.27    1.843   20.99   60.0    2.5098    0.0306    0.12  129.69    3.61   34.09    0.6400   -1.30000   36.76000    1.830
    13  820.75    1.848   20.97   60.0    2.5099    0.0306    0.13  130.65    3.75   34.10    0.6400   -1.30000   36.76000    1.840
    14  820.29    1.853   20.94   60.0    2.5517    0.0311    0.14  131.57    3.88   34.10    0.6500   -1.30000   36.76000    1.840
    15  819.94    1.857   20.88   60.0    2.5517    0.0311    0.15  132.42    4.00   34.10    0.6500   -1.30000   36.76000    1.850
    16  819.58    1.861   20.81   60.0    2.5936    0.0316    0.16  133.22    4.11   34.11    0.6600   -1.30000   36.76000    1.850
    17  819.12    1.865   20.78   60.0    2.5936    0.0317    0.17  133.96    4.20   34.11    0.6600   -1.30000   36.76000    1.850
    18  818.63    1.871   20.81   61.0    2.6355    0.0322    0.18  134.64    4.29   34.11    0.6700   -1.30000   36.76000    1.860
    19  818.20    1.875   20.83   61.0    2.6355    0.0322    0.19  135.26    4.36   34.11    0.6700   -1.30000   36.76000    1.860
    20  817.85    1.879   20.84   61.0    2.6355    0.0322    0.20  135.82    4.42   34.11    0.6700   -1.30000   36.76000    1.870
    21  817.52    1.883   20.83   62.0    2.6772    0.0327    0.21  136.31    4.47   34.10    0.6800   -1.30000   36.76000    1.870
    22  817.25    1.885   20.79   62.0    2.6772    0.0328    0.22  136.74    4.50   34.10    0.6800   -1.30000   36.76000    1.870
    23  816.91    1.889   20.75   62.0    2.6772    0.0328    0.23  137.10    4.53   34.10    0.6800   -1.30000   36.76000    1.880
    24  816.48    1.893   20.68   62.0    2.7191    0.0333    0.24  137.40    4.54   34.10    0.6900   -1.30000   36.76000    1.880
    25  816.03    1.898   20.62   62.0    2.7191    0.0333    0.25  137.62    4.54   34.10    0.6900   -1.30000   36.76000    1.890
    26  815.62    1.903   20.56   62.0    2.7190    0.0333    0.26  137.76    4.52   34.09    0.6900   -1.30000   36.76000    1.890
    27  815.20    1.907   20.51   62.0    2.7190    0.0334    0.27  137.83    4.49   34.09    0.6900   -1.30000   36.76000    1.900
    28  814.70    1.912   20.47   63.0    2.7608    0.0339    0.28  137.82    4.46   34.09    0.7000   -1.30000   36.76000    1.900
    29  814.17    1.918   20.42   63.0    2.7607    0.0339    0.30  137.73    4.41   34.08    0.7000   -1.30000   36.76000    1.910
    30  813.57    1.924   20.35   63.0    2.7607    0.0339    0.31  137.55    4.35   34.08    0.7000   -1.30000   36.76000    1.910
    31  812.99    1.931   20.27   63.0    2.7607    0.0340    0.33  137.28    4.28   34.08    0.7000   -1.30000   36.76000    1.920
    32  812.51    1.936   20.19   62.0    2.7607    0.0340    0.34  136.92    4.20   34.08    0.7000   -1.30000   36.76000    1.930
    33  812.02    1.941   20.11   62.0    2.7606    0.0340    0.36  136.47    4.11   34.07    0.7000   -1.30000   36.76000    1.930
    34  811.59    1.946   20.05   62.0    2.7606    0.0340    0.37  135.92    4.01   34.07    0.7000   -1.30000   36.76000    1.930
    35  811.17    1.950   20.03   63.0    2.7606    0.0340    0.38  135.27    3.91   34.07    0.7000   -1.30000   36.76000    1.940
    36  810.74    1.954   20.03   64.0    2.7606    0.0341    0.39  134.51    3.80   34.07    0.7000   -1.30000   36.76000    1.940
    37  810.30    1.959   20.02   64.0    2.7606    0.0341    0.40  133.66    3.68   34.06    0.7000   -1.30000   36.76000    1.950
    38  809.80    1.965   20.00   65.0    2.8024    0.0346    0.42  132.70    3.56   34.06    0.7100   -1.30000   36.76000    1.950
    39  809.30    1.970   19.98   65.0    2.8024    0.0346    0.43  131.63    3.44   34.06    0.7100   -1.30000   36.76000    1.960
    40  808.85    1.975   19.95   66.0    2.8024    0.0346    0.44  130.47    3.32   34.06    0.7100   -1.30000   36.76000    1.960
    41  808.44    1.979   19.90   65.0    2.8024    0.0347    0.45  129.23    3.20   34.06    0.7100   -1.30000   36.76000    1.970
    42  808.02    1.984   19.82   65.0    2.8024    0.0347    0.46  127.90    3.08   34.06    0.7100   -1.30000   36.76000    1.970
    43  807.58    1.988   19.69   65.0    2.8024    0.0347    0.48  126.50    2.96   34.06    0.7100   -1.30000   36.76000    1.980
    44  807.10    1.993   19.61   66.0    2.8024    0.0347    0.49  125.03    2.84   34.06    0.7100   -1.30000   36.76000    1.980
    45  806.66    1.998   19.58   66.0    2.8024    0.0347    0.50  123.49    2.73   34.06    0.7100   -1.30000   36.76000    1.990
    46  806.22    2.003   19.54   66.0    2.8024    0.0348    0.51  121.89    2.63   34.06    0.7100   -1.30000   36.76000    1.990
    47  805.78    2.007   19.49   65.0    2.8024    0.0348    0.53  120.26    2.53   34.07    0.7100   -1.30000   36.76000    2.000
    48  805.37    2.012   19.44   65.0    2.8025    0.0348    0.54  118.63    2.44   34.08    0.7100   -1.30000   36.76000    2.000
    49  805.05    2.015   19.41   66.0    2.8025    0.0348    0.55  117.03    2.35   34.08    0.7100   -1.30000   36.76000    2.000
    50  804.73    2.019   19.36   66.0    2.8025    0.0348    0.55  115.49    2.28   34.08    0.7100   -1.30000   36.76000    2.010
    51  804.32    2.023   19.30   66.0    2.8025    0.0348    0.57  114.08    2.22   34.08    0.7100   -1.30000   36.76000    2.010
    52  803.96    2.027   19.26   66.0    2.8025    0.0349    0.58  112.82    2.16   34.08    0.7100   -1.30000   36.76000    2.020
    53  803.57    2.031   19.23   67.0    2.8025    0.0349    0.59  111.77    2.12   34.08    0.7100   -1.30000   36.76000    2.020
    54  803.13    2.036   19.21   67.0    2.8443    0.0354    0.60  110.98    2.09   34.08    0.7200   -1.30000   36.76000    2.030
    55  802.74    2.040   19.18   67.0    2.8443    0.0354    0.61  110.47    2.06   34.08    0.7200   -1.30000   36.76000    2.030
    56  802.37    2.044   19.17   68.0    2.8443    0.0354    0.62  110.26    2.05   34.08    0.7200   -1.30000   36.76000    2.030
    57  802.06    2.047   19.16   68.0    2.8443    0.0355    0.63  110.36    2.04   34.08    0.7200   -1.30000   36.76000    2.040
    58  801.76    2.051   19.14   67.0    2.8443    0.0355    0.64  110.77    2.05   34.08    0.7200   -1.30000   36.76000    2.040
    59  801.50    2.053   19.09   67.0    2.8443    0.0355    0.64  111.46    2.06   34.08    0.7200   -1.30000   36.76000    2.040
    60  801.18    2.057   19.05   68.0    2.8443    0.0355    0.65  112.41    2.09   34.08    0.7200   -1.30000   36.76000    2.050
    61  800.77    2.061   19.02   68.0    2.8443    0.0355    0.66  113.58    2.12   34.08    0.7200   -1.30000   36.76000    2.050
    62  800.30    2.066   18.95   68.0    2.8443    0.0355    0.68  114.92    2.16   34.08    0.7200   -1.30000   36.76000    2.060
    63  799.84    2.071   18.83   68.0    2.8443    0.0356    0.69  116.41    2.21   34.08    0.7200   -1.30000   36.76000    2.060
    64  799.40    2.076   18.71   68.0    2.8443    0.0356    0.70  117.99    2.27   34.08    0.7200   -1.30000   36.76000    2.070
    65  798.96    2.081   18.63   68.0    2.8443    0.0356    0.72  119.64    2.34   34.08    0.7200   -1.30000   36.76000    2.070
    66  798.43    2.086   18.58   68.0    2.8444    0.0356    0.73  121.34    2.42   34.08    0.7200   -1.30000   36.76000    2.080
    67  797.87    2.092   18.53   68.0    2.8444    0.0356    0.75  123.06    2.50   34.08    0.7200   -1.30000   36.76000    2.080
    68  797.38    2.098   18.49   68.0    2.8444    0.0357    0.76  124.78    2.58   34.08    0.7200   -1.30000   36.76000    2.090
    69  796.98    2.102   18.45   68.0    2.8444    0.0357    0.77  126.49    2.67   34.09    0.7200   -1.30000   36.76000    2.090
    70  796.62    2.106   18.42   67.0    2.8445    0.0357    0.78  128.18    2.76   34.09    0.7200   -1.30000   36.76000    2.100
    71  796.30    2.109   18.39   68.0    2.8445    0.0357    0.79  129.83    2.85   34.09    0.7200   -1.30000   36.76000    2.100
    72  795.98    2.113   18.36   68.0    2.8445    0.0357    0.80  131.45    2.94   34.09    0.7200   -1.30000   36.76000    2.100
    73  795.67    2.116   18.33   68.0    2.8445    0.0358    0.81  133.04    3.02   34.10    0.7200   -1.30000   36.76000    2.110
    74  795.36    2.120   18.29   68.0    2.8445    0.0358    0.82  134.58    3.11   34.10    0.7200   -1.30000   36.76000    2.110
