36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:15 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230315
Launch Time (UT)                  : 07:48:37
Burst Pressure (hPa)              : 6.09
Integrated O3 to end of data (DU) : 249.13
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5021029
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37057
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 32.200
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  823.35    1.790   21.40   61.0    2.5890    0.0314    0.00   20.00   12.00   37.88    0.6400   -1.30000   36.76000    1.780
     1  822.61    1.798   21.53   65.0    2.5459    0.0309    0.02   30.73    4.74   37.89    0.6300   -1.30000   36.76000    1.780
     2  822.28    1.801   21.37   66.0    2.4596    0.0299    0.03   52.26    2.36   37.89    0.6100   -1.30000   36.76000    1.790
     3  821.85    1.806   21.21   66.0    2.3734    0.0289    0.04   69.90    1.86   37.90    0.5900   -1.30000   36.76000    1.790
     4  821.58    1.808   21.04   67.0    2.3735    0.0289    0.04   68.56    1.98   37.91    0.5900   -1.30000   36.76000    1.800
     5  821.03    1.814   20.79   68.0    2.3303    0.0284    0.05   62.59    2.24   37.91    0.5800   -1.30000   36.76000    1.800
     6  820.08    1.824   20.48   68.0    2.3303    0.0284    0.08   58.59    2.46   37.91    0.5800   -1.30000   36.76000    1.810
     7  819.11    1.834   20.25   69.0    2.3303    0.0284    0.10   56.60    2.62   37.91    0.5800   -1.30000   36.76000    1.820
     8  818.54    1.840   20.10   70.0    2.2872    0.0279    0.11   55.51    2.72   37.91    0.5700   -1.30000   36.76000    1.830
     9  818.07    1.845   20.01   70.0    2.2872    0.0280    0.12   54.32    2.81   37.91    0.5700   -1.30000   36.76000    1.840
    10  817.23    1.854   19.97   70.0    2.2872    0.0280    0.14   53.05    2.89   37.91    0.5700   -1.30000   36.76000    1.840
    11  816.49    1.862   19.96   70.0    2.2872    0.0280    0.16   51.69    2.96   37.91    0.5700   -1.30000   36.76000    1.850
    12  815.88    1.869   19.94   69.0    2.3303    0.0286    0.17   50.25    3.02   37.91    0.5800   -1.30000   36.76000    1.860
    13  815.27    1.875   19.87   70.0    2.3303    0.0286    0.18   48.75    3.07   37.90    0.5800   -1.30000   36.76000    1.860
    14  814.68    1.881   19.79   70.0    2.3303    0.0286    0.20   47.19    3.12   37.90    0.5800   -1.30000   36.76000    1.870
    15  814.17    1.887   19.72   71.0    2.3302    0.0286    0.21   45.58    3.15   37.89    0.5800   -1.30000   36.76000    1.880
    16  813.61    1.893   19.63   71.0    2.3734    0.0292    0.22   43.95    3.18   37.89    0.5900   -1.30000   36.76000    1.880
    17  812.79    1.901   19.53   72.0    2.4165    0.0297    0.24   42.31    3.20   37.89    0.6000   -1.30000   36.76000    1.890
    18  812.11    1.909   19.44   72.0    2.4164    0.0298    0.26   40.66    3.22   37.88    0.6000   -1.30000   36.76000    1.900
    19  811.67    1.913   19.37   72.0    2.4164    0.0298    0.27   39.04    3.23   37.87    0.6000   -1.30000   36.76000    1.900
    20  811.22    1.918   19.31   73.0    2.4595    0.0303    0.28   37.46    3.24   37.87    0.6100   -1.30000   36.76000    1.910
    21  810.75    1.923   19.24   73.0    2.4594    0.0303    0.29   35.94    3.24   37.86    0.6100   -1.30000   36.76000    1.910
    22  810.32    1.928   19.19   73.0    2.4594    0.0304    0.30   34.51    3.24   37.85    0.6100   -1.30000   36.76000    1.920
    23  810.01    1.931   19.14   73.0    2.5457    0.0314    0.31   33.20    3.24   37.85    0.6300   -1.30000   36.76000    1.920
    24  809.71    1.934   19.10   73.0    2.5456    0.0314    0.31   32.03    3.24   37.84    0.6300   -1.30000   36.76000    1.920
    25  809.43    1.937   19.06   72.0    2.5456    0.0314    0.32   31.04    3.24   37.84    0.6300   -1.30000   36.76000    1.930
    26  809.19    1.940   19.00   73.0    2.5886    0.0320    0.33   30.24    3.24   37.83    0.6400   -1.30000   36.76000    1.930
    27  808.84    1.943   18.95   73.0    2.5886    0.0320    0.34   29.67    3.23   37.83    0.6400   -1.30000   36.76000    1.930
    28  808.45    1.948   18.93   74.0    2.6317    0.0326    0.35   29.34    3.23   37.82    0.6500   -1.30000   36.76000    1.940
    29  808.19    1.950   18.94   74.0    2.6317    0.0326    0.35   29.27    3.23   37.82    0.6500   -1.30000   36.76000    1.940
    30  807.94    1.953   18.92   73.0    2.6317    0.0326    0.36   29.45    3.22   37.82    0.6500   -1.30000   36.76000    1.940
    31  807.58    1.957   18.85   73.0    2.6316    0.0326    0.37   29.88    3.22   37.81    0.6500   -1.30000   36.76000    1.950
    32  807.39    1.959   18.77   74.0    2.6316    0.0326    0.37   30.56    3.22   37.81    0.6500   -1.30000   36.76000    1.950
    33  807.10    1.962   18.73   74.0    2.6747    0.0331    0.38   31.47    3.22   37.80    0.6600   -1.30000   36.76000    1.950
    34  806.46    1.969   18.72   73.0    2.7178    0.0337    0.40   32.59    3.22   37.80    0.6700   -1.30000   36.76000    1.960
    35  805.92    1.975   18.72   72.0    2.7178    0.0337    0.41   33.92    3.22   37.80    0.6700   -1.30000   36.76000    1.960
    36  805.49    1.979   18.70   72.0    2.7610    0.0343    0.42   35.41    3.23   37.81    0.6800   -1.30000   36.76000    1.970
    37  805.44    1.980   18.68   71.0    2.7610    0.0343    0.42   37.05    3.24   37.81    0.6800   -1.30000   36.76000    1.970
    38  805.30    1.981   18.67   71.0    2.8040    0.0348    0.43   38.80    3.26   37.80    0.6900   -1.30000   36.76000    1.970
    39  804.86    1.986   18.68   70.0    2.8040    0.0348    0.44   40.62    3.28   37.80    0.6900   -1.30000   36.76000    1.970
    40  804.54    1.989   18.71   69.0    2.8040    0.0349    0.45   42.48    3.30   37.80    0.6900   -1.30000   36.76000    1.980
    41  804.29    1.992   18.72   69.0    2.8039    0.0349    0.46   44.34    3.33   37.79    0.6900   -1.30000   36.76000    1.980
    42  804.06    1.994   18.72   68.0    2.8039    0.0349    0.46   46.16    3.35   37.79    0.6900   -1.30000   36.76000    1.980
