36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Wed Dec 18 12:08:19 2024
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20230426
Launch Time (UT)                  : 07:46:51
Burst Pressure (hPa)              : 10.46
Integrated O3 to end of data (DU) : 93.76
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5021133
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.400
Ozonesonde Instrument             : 1Z36879
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  842.80    1.790   20.70   74.0    1.4063    0.0167    0.00    0.00    0.00   28.73    0.3800   -1.30000   36.76000    1.780
     1  842.63    1.791   20.23   82.0    1.4478    0.0172    0.00  349.82    0.53   28.76    0.3900   -1.30000   36.76000    1.780
     2  842.51    1.793   20.34   80.0    1.4478    0.0172    0.00  349.84    0.55   28.76    0.3900   -1.30000   36.76000    1.780
     3  842.46    1.793   20.45   81.0    1.4897    0.0177    0.00  349.87    0.83   28.87    0.4000   -1.30000   36.76000    1.780
     4  842.43    1.793   20.47   81.0    1.4897    0.0177    0.01  349.86    0.84   28.87    0.4000   -1.30000   36.76000    1.780
     5  842.37    1.794   20.48   81.0    1.4899    0.0177    0.01  349.81    0.89   28.91    0.4000   -1.30000   36.76000    1.780
     6  842.25    1.795   20.44   80.0    1.4899    0.0177    0.01  349.81    0.89   28.92    0.4000   -1.30000   36.76000    1.780
     7  842.16    1.796   20.41   80.0    1.4900    0.0177    0.01  349.80    0.89   28.93    0.4000   -1.30000   36.76000    1.790
     8  842.15    1.796   21.27   78.0    1.4942    0.0177    0.01  350.07    0.90   29.78    0.4000   -1.30000   36.76000    1.790
     9  842.08    1.797   21.22   78.0    1.4942    0.0177    0.01  350.07    0.90   29.79    0.4000   -1.30000   36.76000    1.790
    10  841.98    1.798   21.20   79.0    1.5358    0.0182    0.01  350.07    0.90   29.80    0.4100   -1.30000   36.76000    1.790
