36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19981118
Launch Time (UT)                  : 04:38:00
Burst Pressure (hPa)              : 4.44
Integrated O3 to end of data (DU) : 242.84
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 827251405
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0952
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.400
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.76    1.800   14.30   92.0    1.4159    0.0172    0.00 9000.00 9000.00   30.57    0.4400 9000.00000 9000.00000 9000.000
    10  821.47    1.834   13.40   92.0    1.4522    0.0177    0.05 9000.00 9000.00   30.57    0.4500 9000.00000 9000.00000 9000.000
    20  816.51    1.885   12.90   95.0    1.4890    0.0182    0.12 9000.00 9000.00   30.67    0.4600 9000.00000 9000.00000 9000.000
    30  812.30    1.928   12.60   96.0    1.5253    0.0188    0.18 9000.00 9000.00   30.67    0.4700 9000.00000 9000.00000 9000.000
    40  807.89    1.974   12.40   97.0    1.5616    0.0193    0.24 9000.00 9000.00   30.67    0.4800 9000.00000 9000.00000 9000.000
    50  803.45    2.021   12.20   97.0    1.5616    0.0194    0.31 9000.00 9000.00   30.68    0.4800 9000.00000 9000.00000 9000.000
    60  799.79    2.059   12.00   97.0    1.5616    0.0195    0.37 9000.00 9000.00   30.68    0.4800 9000.00000 9000.00000 9000.000
    70  796.46    2.094   11.80   96.0    1.6343    0.0205    0.42 9000.00 9000.00   30.68    0.5000 9000.00000 9000.00000 9000.000
    80  793.47    2.125   11.60   96.0    1.6706    0.0211    0.47 9000.00 9000.00   30.68    0.5100 9000.00000 9000.00000 9000.000
    90  790.91    2.153   11.50   96.0    1.6706    0.0211    0.51 9000.00 9000.00   30.68    0.5100 9000.00000 9000.00000 9000.000
   100  787.55    2.188   11.30   96.0    1.6343    0.0208    0.57 9000.00 9000.00   30.68    0.5000 9000.00000 9000.00000 9000.000
   110  783.79    2.228   11.10   96.0    1.6349    0.0209    0.63 9000.00 9000.00   30.78    0.5000 9000.00000 9000.00000 9000.000
   120  779.89    2.270   11.00   96.0    1.6349    0.0210    0.69 9000.00 9000.00   30.79    0.5000 9000.00000 9000.00000 9000.000
