36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19980318
Launch Time (UT)                  : 06:03:00
Burst Pressure (hPa)              : 11.58
Integrated O3 to end of data (DU) : 169.03
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 501207104
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0288
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.800
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.77    1.800   22.70   51.0    1.6591    0.0201    0.00 9000.00 9000.00   34.47    0.4800 9000.00000 9000.00000 9000.000
    10  823.64    1.822   20.50   58.0    1.7374    0.0211    0.03 9000.00 9000.00   34.67    0.5000 9000.00000 9000.00000 9000.000
    20  818.05    1.881   18.70   66.0    1.8146    0.0222    0.13 9000.00 9000.00   34.67    0.5200 9000.00000 9000.00000 9000.000
    30  812.32    1.941   18.00   70.0    1.8539    0.0228    0.23 9000.00 9000.00   34.77    0.5300 9000.00000 9000.00000 9000.000
    40  806.49    2.003   17.20   73.0    1.8924    0.0235    0.34 9000.00 9000.00   34.77    0.5400 9000.00000 9000.00000 9000.000
    50  800.84    2.063   16.70   75.0    1.9697    0.0246    0.45 9000.00 9000.00   34.78    0.5600 9000.00000 9000.00000 9000.000
    60  796.03    2.115   16.20   75.0    2.0090    0.0252    0.54 9000.00 9000.00   34.88    0.5700 9000.00000 9000.00000 9000.000
    70  792.81    2.149   15.90   76.0    2.0869    0.0263    0.61 9000.00 9000.00   34.98    0.5900 9000.00000 9000.00000 9000.000
    80  788.42    2.197   15.30   76.0    2.1256    0.0270    0.70 9000.00 9000.00   34.98    0.6000 9000.00000 9000.00000 9000.000
    90  784.55    2.238   14.80   79.0    2.2029    0.0281    0.78 9000.00 9000.00   34.98    0.6200 9000.00000 9000.00000 9000.000
   100  781.35    2.273   14.40   82.0    2.1651    0.0277    0.85 9000.00 9000.00   35.09    0.6100 9000.00000 9000.00000 9000.000
   110  777.41    2.316   14.00   84.0    2.2037    0.0283    0.94 9000.00 9000.00   35.09    0.6200 9000.00000 9000.00000 9000.000
   120  774.28    2.350   13.60   86.0    2.1651    0.0280    1.01 9000.00 9000.00   35.09    0.6100 9000.00000 9000.00000 9000.000
