36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19980527
Launch Time (UT)                  : 05:27:00
Burst Pressure (hPa)              : 13.49
Integrated O3 to end of data (DU) : 168.03
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 501207613
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0293
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.800
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.49    1.800   18.80   78.0    1.6494    0.0200    0.00 9000.00 9000.00   32.67    0.4800 9000.00000 9000.00000 9000.000
    10  826.54    1.799   18.90   77.0    1.6872    0.0204   -0.00 9000.00 9000.00   32.57    0.4900 9000.00000 9000.00000 9000.000
    20  826.51    1.800   18.90   76.0    1.7261    0.0209   -0.00 9000.00 9000.00   32.67    0.5000 9000.00000 9000.00000 9000.000
    30  826.04    1.805   19.00   78.0    1.7261    0.0209    0.01 9000.00 9000.00   32.67    0.5000 9000.00000 9000.00000 9000.000
    40  825.04    1.815   18.50   76.0    1.7651    0.0214    0.02 9000.00 9000.00   32.77    0.5100 9000.00000 9000.00000 9000.000
    50  820.51    1.862   17.30   80.0    1.8035    0.0220    0.10 9000.00 9000.00   32.77    0.5200 9000.00000 9000.00000 9000.000
    60  815.29    1.917   16.70   83.0    1.8418    0.0226    0.19 9000.00 9000.00   32.77    0.5300 9000.00000 9000.00000 9000.000
    70  810.16    1.971   16.30   84.0    1.9191    0.0237    0.29 9000.00 9000.00   32.87    0.5500 9000.00000 9000.00000 9000.000
    80  805.05    2.025   15.90   84.0    1.9960    0.0248    0.39 9000.00 9000.00   32.88    0.5700 9000.00000 9000.00000 9000.000
    90  800.18    2.076   15.40   84.0    2.0343    0.0254    0.48 9000.00 9000.00   32.88    0.5800 9000.00000 9000.00000 9000.000
   100  795.06    2.131   15.00   86.0    2.0727    0.0261    0.59 9000.00 9000.00   32.88    0.5900 9000.00000 9000.00000 9000.000
   110  790.18    2.183   14.50   88.0    2.1118    0.0267    0.69 9000.00 9000.00   32.98    0.6000 9000.00000 9000.00000 9000.000
   120  785.31    2.236   14.20   90.0    2.1118    0.0269    0.79 9000.00 9000.00   32.98    0.6000 9000.00000 9000.00000 9000.000
