36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19980610
Launch Time (UT)                  : 05:43:00
Burst Pressure (hPa)              : 10.31
Integrated O3 to end of data (DU) : 194.01
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 501207313
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0295
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.700
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  827.08    1.800   19.10   71.0    2.2476    0.0272    0.00 9000.00 9000.00   31.87    0.6600 9000.00000 9000.00000 9000.000
    10  827.07    1.800   19.00   67.0    2.2844    0.0276    0.00 9000.00 9000.00   31.87    0.6700 9000.00000 9000.00000 9000.000
    20  826.74    1.804   18.30   64.0    2.3949    0.0290    0.01 9000.00 9000.00   31.87    0.7000 9000.00000 9000.00000 9000.000
    30  823.14    1.841   17.10   68.0    2.5046    0.0304    0.09 9000.00 9000.00   31.77    0.7300 9000.00000 9000.00000 9000.000
    40  817.91    1.895   16.10   70.0    2.5415    0.0311    0.22 9000.00 9000.00   31.77    0.7400 9000.00000 9000.00000 9000.000
    50  812.96    1.947   15.40   74.0    2.6520    0.0326    0.34 9000.00 9000.00   31.77    0.7700 9000.00000 9000.00000 9000.000
    60  807.85    2.000   15.00   76.0    2.7256    0.0337    0.48 9000.00 9000.00   31.77    0.7900 9000.00000 9000.00000 9000.000
    70  803.35    2.048   14.40   78.0    2.7257    0.0339    0.60 9000.00 9000.00   31.78    0.7900 9000.00000 9000.00000 9000.000
    80  799.36    2.090   14.00   80.0    2.7995    0.0350    0.71 9000.00 9000.00   31.78    0.8100 9000.00000 9000.00000 9000.000
    90  795.56    2.130   13.70   81.0    2.8362    0.0357    0.81 9000.00 9000.00   31.78    0.8200 9000.00000 9000.00000 9000.000
   100  791.71    2.171   13.30   83.0    2.7985    0.0353    0.92 9000.00 9000.00   31.68    0.8100 9000.00000 9000.00000 9000.000
   110  788.23    2.208   12.90   84.0    2.8354    0.0360    1.02 9000.00 9000.00   31.68    0.8200 9000.00000 9000.00000 9000.000
   120  784.50    2.248   12.80   84.0    2.8354    0.0361    1.12 9000.00 9000.00   31.68    0.8200 9000.00000 9000.00000 9000.000
   130  781.12    2.285   12.30   86.0    2.7250    0.0349    1.22 9000.00 9000.00   31.69    0.7900 9000.00000 9000.00000 9000.000
   140  777.37    2.325   11.90   88.0    2.7250    0.0351    1.32 9000.00 9000.00   31.69    0.7900 9000.00000 9000.00000 9000.000
   150  774.11    2.360   11.60   90.0    2.7250    0.0352    1.41 9000.00 9000.00   31.69    0.7900 9000.00000 9000.00000 9000.000
   160  770.84    2.396   11.40   90.0    2.7250    0.0354    1.50 9000.00 9000.00   31.69    0.7900 9000.00000 9000.00000 9000.000
   170  766.82    2.440   11.10   90.0    2.7618    0.0360    1.62 9000.00 9000.00   31.69    0.8000 9000.00000 9000.00000 9000.000
   180  762.74    2.484   10.70   92.0    2.7250    0.0357    1.73 9000.00 9000.00   31.69    0.7900 9000.00000 9000.00000 9000.000
   190  758.38    2.532   10.30   95.0    2.7251    0.0359    1.86 9000.00 9000.00   31.70    0.7900 9000.00000 9000.00000 9000.000
   200  754.30    2.577   10.00   96.0    2.7251    0.0361    1.97 9000.00 9000.00   31.70    0.7900 9000.00000 9000.00000 9000.000
   210  750.91    2.615    9.90   95.0    2.7251    0.0363    2.07 9000.00 9000.00   31.70    0.7900 9000.00000 9000.00000 9000.000
