36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19980218
Launch Time (UT)                  : 05:34:00
Burst Pressure (hPa)              : 6.81
Integrated O3 to end of data (DU) : 198.33
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 501207215
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0299
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.300
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.64    1.800   24.10   60.0    3.9117    0.0474    0.00 9000.00 9000.00   33.77    1.1200 9000.00000 9000.00000 9000.000
    10  825.50    1.801   24.20   63.0    3.9495    0.0478    0.01 9000.00 9000.00   33.87    1.1300 9000.00000 9000.00000 9000.000
    20  824.82    1.809   24.30   62.0    4.0240    0.0488    0.03 9000.00 9000.00   33.97    1.1500 9000.00000 9000.00000 9000.000
    30  819.44    1.866   21.60   67.0    4.3547    0.0531    0.25 9000.00 9000.00   34.07    1.2400 9000.00000 9000.00000 9000.000
    40  813.04    1.934   20.50   73.0    4.7954    0.0590    0.53 9000.00 9000.00   34.17    1.3600 9000.00000 9000.00000 9000.000
    50  807.47    1.993   19.80   75.0    5.1249    0.0635    0.80 9000.00 9000.00   34.17    1.4500 9000.00000 9000.00000 9000.000
    60  800.72    2.066   19.00   78.0    5.3080    0.0663    1.15 9000.00 9000.00   34.18    1.5000 9000.00000 9000.00000 9000.000
    70  794.05    2.138   18.20   81.0    5.4928    0.0692    1.50 9000.00 9000.00   34.28    1.5500 9000.00000 9000.00000 9000.000
    80  787.77    2.206   17.60   84.0    5.7144    0.0725    1.85 9000.00 9000.00   34.38    1.6100 9000.00000 9000.00000 9000.000
    90  781.02    2.280   17.10   86.0    5.7146    0.0732    2.24 9000.00 9000.00   34.39    1.6100 9000.00000 9000.00000 9000.000
   100  774.90    2.347   16.40   84.0    5.4582    0.0704    2.59 9000.00 9000.00   34.39    1.5400 9000.00000 9000.00000 9000.000
   110  769.19    2.410   16.00   80.0    4.7622    0.0619    2.89 9000.00 9000.00   34.39    1.3500 9000.00000 9000.00000 9000.000
   120  763.51    2.473   15.60   81.0    4.2141    0.0552    3.15 9000.00 9000.00   34.49    1.2000 9000.00000 9000.00000 9000.000
   130  759.25    2.521   14.90   88.0    3.9944    0.0526    3.33 9000.00 9000.00   34.50    1.1400 9000.00000 9000.00000 9000.000
   140  754.40    2.575   14.40   91.0    3.8478    0.0510    3.53 9000.00 9000.00   34.50    1.1000 9000.00000 9000.00000 9000.000
   150  749.34    2.632   13.80   93.0    3.7379    0.0499    3.73 9000.00 9000.00   34.50    1.0700 9000.00000 9000.00000 9000.000
