36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080423
Launch Time (UT)                  : 07:58:00
Burst Pressure (hPa)              : 5.18
Integrated O3 to end of data (DU) : 241.63
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351148
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6274
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.120
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  811.85    1.800   18.50   72.0    1.7543    0.0216    0.00 9000.00 9000.00   34.37    0.5000 9000.00000 9000.00000 9000.000
    10  806.22    1.860   17.90   75.0    1.7159    0.0213    0.10 9000.00 9000.00   34.47    0.4900 9000.00000 9000.00000 9000.000
    20  799.20    1.935   17.10   78.0    1.7550    0.0220    0.22 9000.00 9000.00   34.48    0.5000 9000.00000 9000.00000 9000.000
    30  791.60    2.016   16.40   81.0    1.7550    0.0222    0.35 9000.00 9000.00   34.48    0.5000 9000.00000 9000.00000 9000.000
    40  784.49    2.093   15.70   83.0    1.7556    0.0224    0.47 9000.00 9000.00   34.58    0.5000 9000.00000 9000.00000 9000.000
    50  777.03    2.174   14.80   87.0    1.7556    0.0226    0.61 9000.00 9000.00   34.59    0.5000 9000.00000 9000.00000 9000.000
    60  771.78    2.232   14.10   90.0    1.7946    0.0233    0.70 9000.00 9000.00   34.59    0.5100 9000.00000 9000.00000 9000.000
    70  767.48    2.279   13.60   92.0    1.7952    0.0234    0.78 9000.00 9000.00   34.69    0.5100 9000.00000 9000.00000 9000.000
    80  763.90    2.319   13.30   93.0    1.8342    0.0240    0.85 9000.00 9000.00   34.69    0.5200 9000.00000 9000.00000 9000.000
    90  759.27    2.370   13.00   92.0    1.8733    0.0247    0.94 9000.00 9000.00   34.70    0.5300 9000.00000 9000.00000 9000.000
   100  754.27    2.426   12.60   91.0    1.8733    0.0248    1.03 9000.00 9000.00   34.70    0.5300 9000.00000 9000.00000 9000.000
   110  750.13    2.472   12.40   88.0    1.9130    0.0255    1.12 9000.00 9000.00   34.80    0.5400 9000.00000 9000.00000 9000.000
   120  746.43    2.514   12.10   88.0    1.9520    0.0262    1.19 9000.00 9000.00   34.80    0.5500 9000.00000 9000.00000 9000.000
