36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080416
Launch Time (UT)                  : 07:58:00
Burst Pressure (hPa)              : 5.00
Integrated O3 to end of data (DU) : 245.93
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 258753746
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6383
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.820
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.95    1.800   18.30   72.0    2.1808    0.0264    0.00 9000.00 9000.00   32.17    0.6600 9000.00000 9000.00000 9000.000
    10  819.47    1.857   16.90   73.0    2.1450    0.0262    0.11 9000.00 9000.00   32.17    0.6500 9000.00000 9000.00000 9000.000
    20  813.91    1.915   16.00   76.0    2.2881    0.0281    0.23 9000.00 9000.00   32.17    0.6900 9000.00000 9000.00000 9000.000
    30  808.96    1.967   15.50   79.0    2.3953    0.0296    0.35 9000.00 9000.00   32.17    0.7200 9000.00000 9000.00000 9000.000
    40  805.19    2.007   15.10   82.0    2.4669    0.0306    0.44 9000.00 9000.00   32.18    0.7400 9000.00000 9000.00000 9000.000
    50  800.68    2.055   14.70   83.0    2.5384    0.0317    0.55 9000.00 9000.00   32.18    0.7600 9000.00000 9000.00000 9000.000
    60  797.14    2.092   14.30   84.0    2.5741    0.0323    0.64 9000.00 9000.00   32.18    0.7700 9000.00000 9000.00000 9000.000
    70  793.71    2.128   13.90   86.0    2.5741    0.0324    0.72 9000.00 9000.00   32.18    0.7700 9000.00000 9000.00000 9000.000
    80  789.99    2.168   13.50   87.0    2.5741    0.0326    0.82 9000.00 9000.00   32.18    0.7700 9000.00000 9000.00000 9000.000
    90  785.76    2.214   13.10   89.0    2.5741    0.0328    0.93 9000.00 9000.00   32.18    0.7700 9000.00000 9000.00000 9000.000
   100  781.77    2.256   12.90   88.0    2.5384    0.0325    1.03 9000.00 9000.00   32.19    0.7600 9000.00000 9000.00000 9000.000
   110  778.49    2.292   12.90   83.0    2.5384    0.0326    1.12 9000.00 9000.00   32.19    0.7600 9000.00000 9000.00000 9000.000
   120  774.86    2.331   13.30   76.0    2.4670    0.0318    1.21 9000.00 9000.00   32.19    0.7400 9000.00000 9000.00000 9000.000
   130  771.74    2.365   13.20   73.0    2.4312    0.0315    1.29 9000.00 9000.00   32.19    0.7300 9000.00000 9000.00000 9000.000
   140  768.60    2.400   13.00   73.0    2.4312    0.0316    1.36 9000.00 9000.00   32.19    0.7300 9000.00000 9000.00000 9000.000
   150  764.06    2.450   12.80   72.0    2.3955    0.0314    1.48 9000.00 9000.00   32.19    0.7200 9000.00000 9000.00000 9000.000
   160  760.69    2.487   12.70   71.0    2.3956    0.0315    1.56 9000.00 9000.00   32.20    0.7200 9000.00000 9000.00000 9000.000
   170  756.36    2.535   12.60   69.0    2.3956    0.0317    1.67 9000.00 9000.00   32.20    0.7200 9000.00000 9000.00000 9000.000
   180  752.84    2.574   12.40   67.0    2.4313    0.0323    1.76 9000.00 9000.00   32.20    0.7300 9000.00000 9000.00000 9000.000
   190  749.48    2.611   12.10   67.0    2.4313    0.0324    1.84 9000.00 9000.00   32.20    0.7300 9000.00000 9000.00000 9000.000
   200  745.90    2.652   12.00   67.0    2.4670    0.0331    1.94 9000.00 9000.00   32.20    0.7400 9000.00000 9000.00000 9000.000
   210  742.14    2.694   11.70   67.0    2.4670    0.0332    2.03 9000.00 9000.00   32.20    0.7400 9000.00000 9000.00000 9000.000
   220  738.68    2.733   11.30   68.0    2.4680    0.0334    2.13 9000.00 9000.00   32.31    0.7400 9000.00000 9000.00000 9000.000
   230  734.99    2.775   11.00   69.0    2.4322    0.0331    2.22 9000.00 9000.00   32.31    0.7300 9000.00000 9000.00000 9000.000
   240  731.27    2.817   10.60   69.0    2.4322    0.0333    2.32 9000.00 9000.00   32.31    0.7300 9000.00000 9000.00000 9000.000
   250  727.65    2.859   10.40   70.0    2.4322    0.0334    2.41 9000.00 9000.00   32.31    0.7300 9000.00000 9000.00000 9000.000
   260  723.70    2.904   10.00   70.0    2.4322    0.0336    2.52 9000.00 9000.00   32.31    0.7300 9000.00000 9000.00000 9000.000
   270  719.86    2.948    9.90   69.0    2.5037    0.0348    2.62 9000.00 9000.00   32.31    0.7500 9000.00000 9000.00000 9000.000
   280  715.63    2.997    9.70   68.0    2.5038    0.0350    2.74 9000.00 9000.00   32.32    0.7500 9000.00000 9000.00000 9000.000
   290  711.40    3.047    9.30   68.0    2.5396    0.0357    2.86 9000.00 9000.00   32.32    0.7600 9000.00000 9000.00000 9000.000
   300  707.25    3.095    9.10   68.0    2.5753    0.0364    2.98 9000.00 9000.00   32.32    0.7700 9000.00000 9000.00000 9000.000
   310  703.44    3.140    8.80   68.0    2.5762    0.0366    3.09 9000.00 9000.00   32.42    0.7700 9000.00000 9000.00000 9000.000
   320  699.65    3.185    8.50   68.0    2.5762    0.0368    3.20 9000.00 9000.00   32.42    0.7700 9000.00000 9000.00000 9000.000
   330  696.34    3.224    8.20   68.0    2.5763    0.0370    3.29 9000.00 9000.00   32.43    0.7700 9000.00000 9000.00000 9000.000
   340  692.71    3.267    7.90   67.0    2.5763    0.0372    3.40 9000.00 9000.00   32.43    0.7700 9000.00000 9000.00000 9000.000
   350  689.14    3.310    8.30   57.0    2.5763    0.0374    3.50 9000.00 9000.00   32.43    0.7700 9000.00000 9000.00000 9000.000
   360  685.03    3.359    8.30   53.0    2.5404    0.0371    3.62 9000.00 9000.00   32.43    0.7600 9000.00000 9000.00000 9000.000
   370  681.64    3.400    8.00   52.0    2.5404    0.0373    3.72 9000.00 9000.00   32.43    0.7600 9000.00000 9000.00000 9000.000
   380  678.36    3.440    7.70   52.0    2.5404    0.0374    3.82 9000.00 9000.00   32.43    0.7600 9000.00000 9000.00000 9000.000
   390  674.80    3.483    7.30   53.0    2.5047    0.0371    3.93 9000.00 9000.00   32.44    0.7500 9000.00000 9000.00000 9000.000
   400  671.56    3.523    7.30   51.0    2.5047    0.0373    4.02 9000.00 9000.00   32.44    0.7500 9000.00000 9000.00000 9000.000
   410  668.32    3.563    7.10   48.0    2.5047    0.0375    4.12 9000.00 9000.00   32.44    0.7500 9000.00000 9000.00000 9000.000
   420  664.78    3.606    6.80   47.0    2.4690    0.0371    4.22 9000.00 9000.00   32.44    0.7400 9000.00000 9000.00000 9000.000
   430  661.80    3.643    6.60   46.0    2.4690    0.0373    4.31 9000.00 9000.00   32.44    0.7400 9000.00000 9000.00000 9000.000
   440  658.54    3.684    6.40   45.0    2.4691    0.0375    4.40 9000.00 9000.00   32.45    0.7400 9000.00000 9000.00000 9000.000
   450  655.81    3.718    6.20   47.0    2.5406    0.0387    4.49 9000.00 9000.00   32.45    0.7600 9000.00000 9000.00000 9000.000
   460  652.79    3.756    6.10   49.0    2.6123    0.0400    4.58 9000.00 9000.00   32.45    0.7800 9000.00000 9000.00000 9000.000
   470  648.61    3.808    5.80   54.0    2.6838    0.0414    4.71 9000.00 9000.00   32.45    0.8000 9000.00000 9000.00000 9000.000
   480  644.57    3.859    5.50   53.0    2.7196    0.0422    4.85 9000.00 9000.00   32.45    0.8100 9000.00000 9000.00000 9000.000
   490  641.32    3.901    5.30   57.0    2.7196    0.0424    4.96 9000.00 9000.00   32.45    0.8100 9000.00000 9000.00000 9000.000
   500  638.12    3.942    5.10   53.0    2.7197    0.0426    5.06 9000.00 9000.00   32.46    0.8100 9000.00000 9000.00000 9000.000
   510  634.48    3.988    4.80   49.0    2.7912    0.0440    5.19 9000.00 9000.00   32.46    0.8300 9000.00000 9000.00000 9000.000
   520  631.17    4.031    4.40   46.0    2.8628    0.0454    5.31 9000.00 9000.00   32.46    0.8500 9000.00000 9000.00000 9000.000
   530  627.56    4.078    4.20   41.0    2.9343    0.0468    5.44 9000.00 9000.00   32.46    0.8700 9000.00000 9000.00000 9000.000
   540  624.51    4.117    3.90   40.0    3.0417    0.0487    5.55 9000.00 9000.00   32.46    0.9000 9000.00000 9000.00000 9000.000
