36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080702
Launch Time (UT)                  : 07:54:00
Burst Pressure (hPa)              : 9.69
Integrated O3 to end of data (DU) : 216.88
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 258753354
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6272
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.270
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.93    1.800   15.70   66.0    1.3062    0.0158    0.00 9000.00 9000.00   31.77    0.4100 9000.00000 9000.00000 9000.000
    10  819.77    1.853   14.40   73.0    1.3066    0.0159    0.06 9000.00 9000.00   31.87    0.4100 9000.00000 9000.00000 9000.000
    20  812.57    1.928   13.60   78.0    1.3791    0.0170    0.16 9000.00 9000.00   31.87    0.4300 9000.00000 9000.00000 9000.000
    30  806.91    1.987   12.90   80.0    1.4154    0.0175    0.24 9000.00 9000.00   31.87    0.4400 9000.00000 9000.00000 9000.000
    40  802.40    2.034   12.40   82.0    1.4155    0.0176    0.30 9000.00 9000.00   31.88    0.4400 9000.00000 9000.00000 9000.000
   170  738.89    2.722    8.30   93.0    2.5054    0.0339    1.57 9000.00 9000.00   32.01    0.7400 9000.00000 9000.00000 9000.000
   180  736.32    2.751    8.10   93.0    2.5417    0.0345    1.64 9000.00 9000.00   32.01    0.7500 9000.00000 9000.00000 9000.000
   190  732.21    2.797    8.40   94.0    2.5417    0.0347    1.76 9000.00 9000.00   32.01    0.7500 9000.00000 9000.00000 9000.000
   200  728.36    2.841    9.10   91.0    2.5780    0.0354    1.86 9000.00 9000.00   32.01    0.7600 9000.00000 9000.00000 9000.000
   210  724.92    2.880    9.30   87.0    2.6507    0.0366    1.96 9000.00 9000.00   32.01    0.7800 9000.00000 9000.00000 9000.000
   220  721.21    2.923    9.20   86.0    2.6869    0.0373    2.07 9000.00 9000.00   32.01    0.7900 9000.00000 9000.00000 9000.000
   230  717.43    2.966    9.10   86.0    2.7233    0.0380    2.18 9000.00 9000.00   32.02    0.8000 9000.00000 9000.00000 9000.000
