36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080130
Launch Time (UT)                  : 07:58:00
Burst Pressure (hPa)              : 4.04
Integrated O3 to end of data (DU) : 246.36
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351455
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6288
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.600
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  820.73    1.800   21.60   41.0    2.6662    0.0325    0.00 9000.00 9000.00   34.47    0.7700 9000.00000 9000.00000 9000.000
    10  815.25    1.858   19.90   45.0    2.5550    0.0313    0.14 9000.00 9000.00   34.47    0.7400 9000.00000 9000.00000 9000.000
    20  809.66    1.917   18.70   48.0    2.6662    0.0329    0.28 9000.00 9000.00   34.47    0.7700 9000.00000 9000.00000 9000.000
    30  804.30    1.974   18.00   50.0    2.8143    0.0350    0.42 9000.00 9000.00   34.48    0.8100 9000.00000 9000.00000 9000.000
    40  799.88    2.021   17.60   50.0    2.8524    0.0357    0.55 9000.00 9000.00   34.58    0.8200 9000.00000 9000.00000 9000.000
    50  794.51    2.079   17.20   51.0    2.9265    0.0368    0.70 9000.00 9000.00   34.58    0.8400 9000.00000 9000.00000 9000.000
    60  789.50    2.133   16.60   54.0    2.9265    0.0371    0.85 9000.00 9000.00   34.58    0.8400 9000.00000 9000.00000 9000.000
    70  782.60    2.207   16.00   54.0    2.9266    0.0374    1.05 9000.00 9000.00   34.59    0.8400 9000.00000 9000.00000 9000.000
    80  777.10    2.267   15.60   49.0    2.9635    0.0381    1.21 9000.00 9000.00   34.59    0.8500 9000.00000 9000.00000 9000.000
    90  772.18    2.321   15.20   47.0    2.9635    0.0384    1.36 9000.00 9000.00   34.59    0.8500 9000.00000 9000.00000 9000.000
   100  767.93    2.368   15.10   41.0    2.9645    0.0386    1.49 9000.00 9000.00   34.69    0.8500 9000.00000 9000.00000 9000.000
   110  762.93    2.423   15.10   37.0    2.9645    0.0389    1.64 9000.00 9000.00   34.69    0.8500 9000.00000 9000.00000 9000.000
