36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080215
Launch Time (UT)                  : 08:26:00
Burst Pressure (hPa)              : 5.21
Integrated O3 to end of data (DU) : 222.18
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 258753747
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6291
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.760
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  821.78    1.800   23.00   34.0    2.4489    0.0298    0.00 9000.00 9000.00   33.37    0.7100 9000.00000 9000.00000 9000.000
    10  814.46    1.878   20.80   38.0    2.4860    0.0305    0.17 9000.00 9000.00   33.37    0.7200 9000.00000 9000.00000 9000.000
    20  808.05    1.946   19.30   40.0    2.4860    0.0308    0.33 9000.00 9000.00   33.37    0.7200 9000.00000 9000.00000 9000.000
    30  802.08    2.009   18.60   42.0    2.5982    0.0324    0.48 9000.00 9000.00   33.48    0.7500 9000.00000 9000.00000 9000.000
    40  794.41    2.092   17.90   43.0    2.5611    0.0322    0.67 9000.00 9000.00   33.48    0.7400 9000.00000 9000.00000 9000.000
    50  787.76    2.164   17.10   44.0    2.5982    0.0330    0.85 9000.00 9000.00   33.48    0.7500 9000.00000 9000.00000 9000.000
    60  782.78    2.217   16.30   45.0    2.5983    0.0332    0.98 9000.00 9000.00   33.49    0.7500 9000.00000 9000.00000 9000.000
    70  778.36    2.266   15.70   47.0    2.6354    0.0339    1.09 9000.00 9000.00   33.49    0.7600 9000.00000 9000.00000 9000.000
    80  773.14    2.323   15.20   49.0    2.5983    0.0336    1.23 9000.00 9000.00   33.49    0.7500 9000.00000 9000.00000 9000.000
    90  768.18    2.377   14.70   50.0    2.6354    0.0343    1.36 9000.00 9000.00   33.49    0.7600 9000.00000 9000.00000 9000.000
   100  763.26    2.431   14.10   52.0    2.5983    0.0340    1.50 9000.00 9000.00   33.49    0.7500 9000.00000 9000.00000 9000.000
   110  758.60    2.483   13.60   53.0    2.6355    0.0347    1.62 9000.00 9000.00   33.50    0.7600 9000.00000 9000.00000 9000.000
   120  754.14    2.533   13.20   53.0    2.5621    0.0340    1.74 9000.00 9000.00   33.60    0.7400 9000.00000 9000.00000 9000.000
