36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080305
Launch Time (UT)                  : 08:36:00
Burst Pressure (hPa)              : 10.39
Integrated O3 to end of data (DU) : 194.18
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351454
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6277
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.840
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  820.11    1.800   19.10   65.0    1.7567    0.0214    0.00 9000.00 9000.00   34.77    0.5200 9000.00000 9000.00000 9000.000
    10  814.57    1.858   17.60   73.0    1.7194    0.0211    0.09 9000.00 9000.00   34.77    0.5100 9000.00000 9000.00000 9000.000
    20  809.93    1.907   17.10   77.0    1.7573    0.0217    0.17 9000.00 9000.00   34.87    0.5200 9000.00000 9000.00000 9000.000
    30  803.87    1.971   16.40   80.0    1.8322    0.0228    0.28 9000.00 9000.00   34.88    0.5400 9000.00000 9000.00000 9000.000
    40  799.70    2.016   16.00   80.0    1.9069    0.0238    0.35 9000.00 9000.00   34.88    0.5600 9000.00000 9000.00000 9000.000
    50  795.62    2.059   15.90   79.0    1.9817    0.0249    0.43 9000.00 9000.00   34.88    0.5800 9000.00000 9000.00000 9000.000
    60  791.97    2.098   15.70   78.0    2.0572    0.0260    0.51 9000.00 9000.00   34.98    0.6000 9000.00000 9000.00000 9000.000
    70  787.97    2.141   15.40   78.0    2.1694    0.0275    0.59 9000.00 9000.00   34.98    0.6300 9000.00000 9000.00000 9000.000
    80  784.00    2.184   14.90   79.0    2.2068    0.0281    0.68 9000.00 9000.00   34.98    0.6400 9000.00000 9000.00000 9000.000
    90  779.77    2.230   14.60   80.0    2.2816    0.0293    0.77 9000.00 9000.00   34.99    0.6600 9000.00000 9000.00000 9000.000
   100  775.11    2.281   14.20   80.0    2.3191    0.0299    0.88 9000.00 9000.00   34.99    0.6700 9000.00000 9000.00000 9000.000
   110  769.89    2.338   13.70   83.0    2.3191    0.0301    1.01 9000.00 9000.00   34.99    0.6700 9000.00000 9000.00000 9000.000
   120  765.28    2.389   13.20   84.0    2.3191    0.0303    1.12 9000.00 9000.00   34.99    0.6700 9000.00000 9000.00000 9000.000
   130  761.72    2.428   13.00   84.0    2.3564    0.0309    1.20 9000.00 9000.00   34.99    0.6800 9000.00000 9000.00000 9000.000
   140  757.70    2.473   12.70   83.0    2.4313    0.0321    1.30 9000.00 9000.00   35.00    0.7000 9000.00000 9000.00000 9000.000
   150  754.07    2.513   12.20   86.0    2.3940    0.0317    1.39 9000.00 9000.00   35.00    0.6900 9000.00000 9000.00000 9000.000
   160  749.81    2.561   12.00   85.0    2.4313    0.0324    1.50 9000.00 9000.00   35.00    0.7000 9000.00000 9000.00000 9000.000
   170  745.49    2.609   11.60   86.0    2.4313    0.0326    1.61 9000.00 9000.00   35.00    0.7000 9000.00000 9000.00000 9000.000
   180  742.46    2.643   11.30   87.0    2.4687    0.0333    1.69 9000.00 9000.00   35.00    0.7100 9000.00000 9000.00000 9000.000
   190  738.23    2.691   10.90   89.0    2.4688    0.0334    1.80 9000.00 9000.00   35.01    0.7100 9000.00000 9000.00000 9000.000
   200  735.02    2.728   10.50   93.0    2.4688    0.0336    1.89 9000.00 9000.00   35.01    0.7100 9000.00000 9000.00000 9000.000
   210  731.50    2.768   10.10   95.0    2.4688    0.0338    1.98 9000.00 9000.00   35.01    0.7100 9000.00000 9000.00000 9000.000
   220  726.14    2.829    9.70   96.0    2.4314    0.0335    2.12 9000.00 9000.00   35.01    0.7000 9000.00000 9000.00000 9000.000
   230  722.18    2.875    9.50   96.0    2.3940    0.0332    2.23 9000.00 9000.00   35.01    0.6900 9000.00000 9000.00000 9000.000
   240  718.01    2.923    9.30   96.0    2.3949    0.0334    2.34 9000.00 9000.00   35.12    0.6900 9000.00000 9000.00000 9000.000
   250  714.05    2.969    9.10   96.0    2.3575    0.0330    2.44 9000.00 9000.00   35.12    0.6800 9000.00000 9000.00000 9000.000
   260  709.87    3.017    8.80   93.0    2.3575    0.0332    2.55 9000.00 9000.00   35.12    0.6800 9000.00000 9000.00000 9000.000
   270  706.06    3.062    7.90   80.0    2.4323    0.0344    2.65 9000.00 9000.00   35.12    0.7000 9000.00000 9000.00000 9000.000
   280  702.23    3.107    7.90   74.0    2.5079    0.0357    2.76 9000.00 9000.00   35.22    0.7200 9000.00000 9000.00000 9000.000
   290  698.63    3.149    8.50   68.0    2.5453    0.0364    2.86 9000.00 9000.00   35.22    0.7300 9000.00000 9000.00000 9000.000
   300  694.70    3.196    9.50   62.0    2.5829    0.0372    2.98 9000.00 9000.00   35.23    0.7400 9000.00000 9000.00000 9000.000
   310  690.92    3.242   10.30   56.0    2.7701    0.0401    3.09 9000.00 9000.00   35.23    0.7900 9000.00000 9000.00000 9000.000
   320  687.51    3.283   10.50   53.0    2.9946    0.0436    3.20 9000.00 9000.00   35.23    0.8500 9000.00000 9000.00000 9000.000
   330  684.28    3.322   10.50   48.0    3.2203    0.0471    3.32 9000.00 9000.00   35.33    0.9100 9000.00000 9000.00000 9000.000
   340  680.69    3.366   10.30   48.0    3.3326    0.0490    3.46 9000.00 9000.00   35.33    0.9400 9000.00000 9000.00000 9000.000
   350  677.30    3.407   10.00   50.0    3.3327    0.0492    3.59 9000.00 9000.00   35.34    0.9400 9000.00000 9000.00000 9000.000
   360  673.82    3.450    9.60   51.0    3.2579    0.0483    3.72 9000.00 9000.00   35.34    0.9200 9000.00000 9000.00000 9000.000
   370  670.36    3.493    9.20   52.0    3.1830    0.0475    3.85 9000.00 9000.00   35.34    0.9000 9000.00000 9000.00000 9000.000
   380  666.34    3.543    8.70   53.0    3.1455    0.0472    4.00 9000.00 9000.00   35.34    0.8900 9000.00000 9000.00000 9000.000
   390  661.99    3.597    8.30   54.0    3.1091    0.0470    4.16 9000.00 9000.00   35.44    0.8800 9000.00000 9000.00000 9000.000
   400  657.68    3.651    7.70   55.0    3.0343    0.0461    4.32 9000.00 9000.00   35.45    0.8600 9000.00000 9000.00000 9000.000
   410  653.43    3.704    7.20   56.0    2.9593    0.0453    4.48 9000.00 9000.00   35.45    0.8400 9000.00000 9000.00000 9000.000
   420  650.01    3.747    7.00   55.0    2.9593    0.0455    4.60 9000.00 9000.00   35.45    0.8400 9000.00000 9000.00000 9000.000
   430  646.17    3.796    6.60   53.0    2.9219    0.0452    4.74 9000.00 9000.00   35.45    0.8300 9000.00000 9000.00000 9000.000
