36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20080208
Launch Time (UT)                  : 07:58:00
Burst Pressure (hPa)              : 4.05
Integrated O3 to end of data (DU) : 248.71
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351548
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6276
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.030
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  819.95    1.800   25.50   54.0    2.8308    0.0345    0.00 9000.00 9000.00   34.47    0.8300 9000.00000 9000.00000 9000.000
    10  815.88    1.843   20.60   52.0    2.8670    0.0351    0.11 9000.00 9000.00   34.47    0.8400 9000.00000 9000.00000 9000.000
    20  810.20    1.904   19.30   61.0    3.0132    0.0372    0.27 9000.00 9000.00   34.57    0.8800 9000.00000 9000.00000 9000.000
    30  803.59    1.974   18.70   64.0    3.0859    0.0384    0.47 9000.00 9000.00   34.58    0.9000 9000.00000 9000.00000 9000.000
    40  797.20    2.043   18.30   65.0    3.0859    0.0387    0.67 9000.00 9000.00   34.58    0.9000 9000.00000 9000.00000 9000.000
    50  790.64    2.114   17.50   68.0    3.1233    0.0395    0.87 9000.00 9000.00   34.68    0.9100 9000.00000 9000.00000 9000.000
    60  784.15    2.184   17.00   71.0    3.0870    0.0394    1.07 9000.00 9000.00   34.68    0.9000 9000.00000 9000.00000 9000.000
    70  777.43    2.258   16.30   72.0    3.1234    0.0402    1.28 9000.00 9000.00   34.69    0.9100 9000.00000 9000.00000 9000.000
    80  770.15    2.338   15.50   75.0    3.0871    0.0401    1.51 9000.00 9000.00   34.69    0.9000 9000.00000 9000.00000 9000.000
    90  763.53    2.411   14.90   78.0    3.0880    0.0404    1.72 9000.00 9000.00   34.79    0.9000 9000.00000 9000.00000 9000.000
   100  757.70    2.476   14.20   80.0    3.0881    0.0408    1.91 9000.00 9000.00   34.80    0.9000 9000.00000 9000.00000 9000.000
   110  751.28    2.548   13.20   84.0    3.0881    0.0411    2.12 9000.00 9000.00   34.80    0.9000 9000.00000 9000.00000 9000.000
   120  745.52    2.613   12.50   88.0    3.0892    0.0414    2.30 9000.00 9000.00   34.90    0.9000 9000.00000 9000.00000 9000.000
