36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20070913
Launch Time (UT)                  : 09:24:00
Burst Pressure (hPa)              : 3.98
Integrated O3 to end of data (DU) : 241.32
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351452
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6226
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.940
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  821.63    1.800   14.40   77.0    2.2539    0.0274    0.00 9000.00 9000.00   31.07    0.6800 9000.00000 9000.00000 9000.000
    10  816.90    1.849   13.50   86.0    2.3254    0.0285    0.10 9000.00 9000.00   31.07    0.7000 9000.00000 9000.00000 9000.000
    20  813.12    1.888   13.20   90.0    2.4693    0.0304    0.19 9000.00 9000.00   31.17    0.7400 9000.00000 9000.00000 9000.000
    30  809.21    1.929   12.80   93.0    2.5409    0.0314    0.29 9000.00 9000.00   31.17    0.7600 9000.00000 9000.00000 9000.000
    40  805.22    1.970   12.50   95.0    2.6484    0.0329    0.39 9000.00 9000.00   31.18    0.7900 9000.00000 9000.00000 9000.000
    50  801.35    2.011   12.20   95.0    2.7566    0.0344    0.49 9000.00 9000.00   31.28    0.8200 9000.00000 9000.00000 9000.000
    60  797.21    2.054   12.10   95.0    2.9357    0.0368    0.61 9000.00 9000.00   31.28    0.8700 9000.00000 9000.00000 9000.000
    70  793.37    2.095   12.70   98.0    3.0788    0.0388    0.72 9000.00 9000.00   31.28    0.9100 9000.00000 9000.00000 9000.000
    80  789.76    2.133   13.40   95.0    3.1873    0.0404    0.84 9000.00 9000.00   31.38    0.9400 9000.00000 9000.00000 9000.000
    90  786.36    2.170   13.60   91.0    3.2600    0.0415    0.95 9000.00 9000.00   31.48    0.9600 9000.00000 9000.00000 9000.000
   100  782.86    2.207   13.40   90.0    3.3676    0.0430    1.06 9000.00 9000.00   31.49    0.9900 9000.00000 9000.00000 9000.000
   110  779.24    2.247   13.20   90.0    3.4045    0.0437    1.19 9000.00 9000.00   31.59    1.0000 9000.00000 9000.00000 9000.000
   120  775.69    2.285   13.10   89.0    3.4045    0.0439    1.31 9000.00 9000.00   31.59    1.0000 9000.00000 9000.00000 9000.000
   130  771.69    2.329   13.10   88.0    3.3698    0.0437    1.45 9000.00 9000.00   31.69    0.9900 9000.00000 9000.00000 9000.000
   140  768.02    2.369   12.90   87.0    3.2981    0.0429    1.57 9000.00 9000.00   31.69    0.9700 9000.00000 9000.00000 9000.000
   150  764.29    2.410   12.80   87.0    3.1198    0.0408    1.70 9000.00 9000.00   31.79    0.9200 9000.00000 9000.00000 9000.000
   160  760.83    2.448   12.70   87.0    2.9406    0.0386    1.80 9000.00 9000.00   31.79    0.8700 9000.00000 9000.00000 9000.000
   170  757.22    2.488   12.60   85.0    2.7613    0.0365    1.91 9000.00 9000.00   31.80    0.8200 9000.00000 9000.00000 9000.000
   180  754.21    2.522   12.70   83.0    2.6546    0.0352    2.00 9000.00 9000.00   31.90    0.7900 9000.00000 9000.00000 9000.000
   190  750.48    2.563   12.70   82.0    2.5470    0.0339    2.10 9000.00 9000.00   31.90    0.7600 9000.00000 9000.00000 9000.000
   200  746.95    2.603   12.40   82.0    2.5112    0.0336    2.19 9000.00 9000.00   31.90    0.7500 9000.00000 9000.00000 9000.000
   210  743.57    2.641   12.10   83.0    2.4760    0.0333    2.28 9000.00 9000.00   32.00    0.7400 9000.00000 9000.00000 9000.000
   220  740.13    2.680   11.90   82.0    2.4760    0.0335    2.37 9000.00 9000.00   32.00    0.7400 9000.00000 9000.00000 9000.000
   230  736.44    2.722   11.70   81.0    2.5838    0.0351    2.47 9000.00 9000.00   32.01    0.7700 9000.00000 9000.00000 9000.000
   240  732.98    2.761   11.50   81.0    2.6556    0.0362    2.57 9000.00 9000.00   32.01    0.7900 9000.00000 9000.00000 9000.000
   250  729.28    2.804   11.20   81.0    2.7274    0.0374    2.68 9000.00 9000.00   32.01    0.8100 9000.00000 9000.00000 9000.000
   260  725.58    2.846   11.00   80.0    2.8350    0.0391    2.79 9000.00 9000.00   32.01    0.8400 9000.00000 9000.00000 9000.000
   270  722.22    2.885   10.70   80.0    2.9436    0.0408    2.90 9000.00 9000.00   32.11    0.8700 9000.00000 9000.00000 9000.000
   280  718.80    2.925   10.50   81.0    2.9796    0.0415    3.01 9000.00 9000.00   32.11    0.8800 9000.00000 9000.00000 9000.000
   290  715.27    2.966   10.20   83.0    2.9796    0.0417    3.12 9000.00 9000.00   32.12    0.8800 9000.00000 9000.00000 9000.000
   300  711.97    3.004   10.00   83.0    2.9796    0.0419    3.23 9000.00 9000.00   32.12    0.8800 9000.00000 9000.00000 9000.000
   310  708.62    3.044    9.80   83.0    2.9806    0.0421    3.34 9000.00 9000.00   32.22    0.8800 9000.00000 9000.00000 9000.000
   320  705.05    3.086    9.60   83.0    2.9447    0.0418    3.46 9000.00 9000.00   32.22    0.8700 9000.00000 9000.00000 9000.000
   330  701.93    3.123    9.30   84.0    2.9447    0.0420    3.56 9000.00 9000.00   32.22    0.8700 9000.00000 9000.00000 9000.000
   340  698.76    3.160    9.00   84.0    2.9098    0.0416    3.67 9000.00 9000.00   32.32    0.8600 9000.00000 9000.00000 9000.000
   350  695.43    3.200    8.70   85.0    2.9099    0.0418    3.78 9000.00 9000.00   32.33    0.8600 9000.00000 9000.00000 9000.000
   360  692.42    3.236    8.50   85.0    2.9099    0.0420    3.88 9000.00 9000.00   32.33    0.8600 9000.00000 9000.00000 9000.000
   370  689.09    3.276    8.20   85.0    2.9108    0.0422    3.99 9000.00 9000.00   32.43    0.8600 9000.00000 9000.00000 9000.000
   380  685.67    3.317    7.90   85.0    2.9108    0.0425    4.10 9000.00 9000.00   32.43    0.8600 9000.00000 9000.00000 9000.000
   390  682.59    3.354    7.60   85.0    2.9467    0.0432    4.21 9000.00 9000.00   32.43    0.8700 9000.00000 9000.00000 9000.000
   400  679.09    3.397    7.40   83.0    2.9826    0.0439    4.33 9000.00 9000.00   32.43    0.8800 9000.00000 9000.00000 9000.000
   410  675.58    3.439    7.10   84.0    2.9838    0.0442    4.45 9000.00 9000.00   32.54    0.8800 9000.00000 9000.00000 9000.000
   420  672.22    3.480    7.00   85.0    2.9838    0.0444    4.57 9000.00 9000.00   32.54    0.8800 9000.00000 9000.00000 9000.000
   430  668.77    3.523    6.70   85.0    3.0206    0.0452    4.69 9000.00 9000.00   32.64    0.8900 9000.00000 9000.00000 9000.000
   440  665.04    3.569    6.30   87.0    3.0566    0.0460    4.82 9000.00 9000.00   32.64    0.9000 9000.00000 9000.00000 9000.000
   450  661.19    3.616    6.10   86.0    3.0566    0.0462    4.96 9000.00 9000.00   32.64    0.9000 9000.00000 9000.00000 9000.000
   460  657.59    3.661    5.90   87.0    2.9858    0.0454    5.09 9000.00 9000.00   32.75    0.8800 9000.00000 9000.00000 9000.000
   470  654.49    3.700    5.60   87.0    2.9498    0.0451    5.20 9000.00 9000.00   32.75    0.8700 9000.00000 9000.00000 9000.000
   480  651.13    3.742    5.30   86.0    2.9858    0.0459    5.32 9000.00 9000.00   32.75    0.8800 9000.00000 9000.00000 9000.000
   490  647.62    3.786    5.00   87.0    2.9148    0.0450    5.45 9000.00 9000.00   32.85    0.8600 9000.00000 9000.00000 9000.000
   500  644.31    3.828    4.70   87.0    2.9148    0.0452    5.57 9000.00 9000.00   32.85    0.8600 9000.00000 9000.00000 9000.000
   510  640.79    3.873    4.40   88.0    2.8788    0.0449    5.69 9000.00 9000.00   32.85    0.8500 9000.00000 9000.00000 9000.000
   520  637.14    3.920    4.00   90.0    2.8438    0.0446    5.82 9000.00 9000.00   32.96    0.8400 9000.00000 9000.00000 9000.000
   530  633.85    3.962    3.80   92.0    2.8438    0.0449    5.94 9000.00 9000.00   32.96    0.8400 9000.00000 9000.00000 9000.000
   540  630.80    4.001    3.60   91.0    2.9518    0.0468    6.05 9000.00 9000.00   32.96    0.8700 9000.00000 9000.00000 9000.000
   550  627.51    4.044    3.40   90.0    2.9878    0.0476    6.17 9000.00 9000.00   32.96    0.8800 9000.00000 9000.00000 9000.000
   560  623.97    4.090    3.10   91.0    2.9878    0.0479    6.30 9000.00 9000.00   32.96    0.8800 9000.00000 9000.00000 9000.000
   570  621.14    4.127    3.00   90.0    2.9889    0.0481    6.41 9000.00 9000.00   33.07    0.8800 9000.00000 9000.00000 9000.000
   580  618.00    4.168    2.80   91.0    2.9889    0.0484    6.53 9000.00 9000.00   33.07    0.8800 9000.00000 9000.00000 9000.000
   590  615.01    4.207    2.50   91.0    3.0250    0.0492    6.65 9000.00 9000.00   33.07    0.8900 9000.00000 9000.00000 9000.000
   600  612.00    4.247    2.20   92.0    3.0610    0.0500    6.76 9000.00 9000.00   33.07    0.9000 9000.00000 9000.00000 9000.000
   610  609.17    4.284    2.00   93.0    3.0610    0.0502    6.88 9000.00 9000.00   33.07    0.9000 9000.00000 9000.00000 9000.000
   620  606.38    4.321    1.80   94.0    3.0619    0.0505    6.99 9000.00 9000.00   33.17    0.9000 9000.00000 9000.00000 9000.000
   630  603.62    4.358    1.50   95.0    3.0620    0.0507    7.10 9000.00 9000.00   33.18    0.9000 9000.00000 9000.00000 9000.000
   640  600.81    4.396    1.20   96.0    3.0620    0.0510    7.21 9000.00 9000.00   33.18    0.9000 9000.00000 9000.00000 9000.000
   650  597.65    4.438    1.00   97.0    3.0260    0.0506    7.34 9000.00 9000.00   33.18    0.8900 9000.00000 9000.00000 9000.000
