36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20070801
Launch Time (UT)                  : 08:41:00
Burst Pressure (hPa)              : 8.45
Integrated O3 to end of data (DU) : 190.96
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28351449
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 2.000
Ozonesonde Instrument             : 2Z6236
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.790
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.44    1.800   15.70   91.0    1.6500    0.0200    0.00 9000.00 9000.00   32.87    0.4800 9000.00000 9000.00000 9000.000
    10  824.23    1.802   15.50   88.0    1.6883    0.0205    0.00 9000.00 9000.00   32.87    0.4900 9000.00000 9000.00000 9000.000
    20  820.59    1.840   14.40   91.0    1.8802    0.0229    0.07 9000.00 9000.00   32.87    0.5400 9000.00000 9000.00000 9000.000
    30  815.30    1.895   13.70   95.0    1.9959    0.0245    0.16 9000.00 9000.00   32.97    0.5700 9000.00000 9000.00000 9000.000
    40  809.52    1.955   13.20   98.0    2.0726    0.0256    0.28 9000.00 9000.00   32.97    0.5900 9000.00000 9000.00000 9000.000
    50  804.25    2.010   12.80   97.0    2.1886    0.0272    0.39 9000.00 9000.00   33.08    0.6200 9000.00000 9000.00000 9000.000
    60  798.29    2.072   12.40   99.0    2.3038    0.0289    0.52 9000.00 9000.00   33.08    0.6500 9000.00000 9000.00000 9000.000
    70  792.62    2.132   12.20   99.0    2.3814    0.0300    0.65 9000.00 9000.00   33.18    0.6700 9000.00000 9000.00000 9000.000
    80  786.05    2.202   11.80   99.0    2.3814    0.0303    0.81 9000.00 9000.00   33.18    0.6700 9000.00000 9000.00000 9000.000
    90  779.90    2.268   11.20   98.0    2.4583    0.0315    0.96 9000.00 9000.00   33.19    0.6900 9000.00000 9000.00000 9000.000
   100  774.81    2.323   10.90   98.0    2.6127    0.0337    1.09 9000.00 9000.00   33.29    0.7300 9000.00000 9000.00000 9000.000
   110  769.76    2.378   10.40   96.0    2.7664    0.0359    1.23 9000.00 9000.00   33.29    0.7700 9000.00000 9000.00000 9000.000
   120  764.50    2.435   10.20   97.0    2.8817    0.0377    1.38 9000.00 9000.00   33.29    0.8000 9000.00000 9000.00000 9000.000
   130  759.05    2.494    9.90   98.0    2.9586    0.0390    1.55 9000.00 9000.00   33.30    0.8200 9000.00000 9000.00000 9000.000
   140  754.10    2.549    9.70   99.0    2.9981    0.0398    1.70 9000.00 9000.00   33.40    0.8300 9000.00000 9000.00000 9000.000
   150  748.56    2.610    9.50   99.0    2.9981    0.0401    1.88 9000.00 9000.00   33.40    0.8300 9000.00000 9000.00000 9000.000
   160  743.44    2.667    9.40   99.0    2.9596    0.0398    2.04 9000.00 9000.00   33.40    0.8200 9000.00000 9000.00000 9000.000
   170  737.85    2.730    9.20   99.0    2.8837    0.0391    2.21 9000.00 9000.00   33.51    0.8000 9000.00000 9000.00000 9000.000
   180  731.94    2.797    8.90   99.0    2.8068    0.0383    2.39 9000.00 9000.00   33.51    0.7800 9000.00000 9000.00000 9000.000
   190  726.23    2.862    8.50   98.0    2.8453    0.0392    2.57 9000.00 9000.00   33.51    0.7900 9000.00000 9000.00000 9000.000
   200  720.68    2.926    8.30   98.0    2.8837    0.0400    2.74 9000.00 9000.00   33.51    0.8000 9000.00000 9000.00000 9000.000
   210  715.07    2.990    8.00   98.0    3.0002    0.0420    2.92 9000.00 9000.00   33.62    0.8300 9000.00000 9000.00000 9000.000
   220  709.72    3.052    7.70   98.0    3.1156    0.0439    3.10 9000.00 9000.00   33.62    0.8600 9000.00000 9000.00000 9000.000
   230  704.31    3.116    7.50   97.0    3.1551    0.0448    3.29 9000.00 9000.00   33.72    0.8700 9000.00000 9000.00000 9000.000
   240  699.00    3.178    7.30   98.0    3.1937    0.0457    3.48 9000.00 9000.00   33.73    0.8800 9000.00000 9000.00000 9000.000
   250  693.71    3.241    7.10   97.0    3.2332    0.0466    3.67 9000.00 9000.00   33.83    0.8900 9000.00000 9000.00000 9000.000
   260  688.92    3.298    6.90   97.0    3.1562    0.0458    3.85 9000.00 9000.00   33.83    0.8700 9000.00000 9000.00000 9000.000
   270  683.92    3.358    6.60   97.0    3.1572    0.0462    4.03 9000.00 9000.00   33.93    0.8700 9000.00000 9000.00000 9000.000
