36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20071006
Launch Time (UT)                  : 09:36:00
Burst Pressure (hPa)              : 4.97
Integrated O3 to end of data (DU) : 249.26
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 28511150
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z6225
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.400
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.84    1.800   23.00   54.0    2.9942    0.0364    0.00 9000.00 9000.00   39.97    0.8500 9000.00000 9000.00000 9000.000
    10  817.37    1.858   20.30   57.0    3.0682    0.0375    0.16 9000.00 9000.00   39.87    0.8700 9000.00000 9000.00000 9000.000
    20  812.11    1.914   19.40   61.0    3.1430    0.0387    0.32 9000.00 9000.00   39.87    0.8900 9000.00000 9000.00000 9000.000
    30  805.39    1.985   18.80   64.0    3.1815    0.0395    0.53 9000.00 9000.00   39.98    0.9000 9000.00000 9000.00000 9000.000
    40  797.88    2.066   18.20   66.0    3.1815    0.0399    0.76 9000.00 9000.00   39.98    0.9000 9000.00000 9000.00000 9000.000
    50  790.93    2.141   17.60   68.0    3.1441    0.0398    0.98 9000.00 9000.00   39.98    0.8900 9000.00000 9000.00000 9000.000
    60  785.47    2.200   16.90   71.0    3.1815    0.0405    1.15 9000.00 9000.00   39.98    0.9000 9000.00000 9000.00000 9000.000
    70  782.51    2.232   16.40   72.0    3.2191    0.0411    1.25 9000.00 9000.00   39.99    0.9100 9000.00000 9000.00000 9000.000
    80  779.36    2.267   16.00   74.0    3.2191    0.0413    1.35 9000.00 9000.00   39.99    0.9100 9000.00000 9000.00000 9000.000
    90  775.63    2.307   15.60   75.0    3.2191    0.0415    1.47 9000.00 9000.00   39.99    0.9100 9000.00000 9000.00000 9000.000
   100  771.15    2.357   15.20   76.0    3.1816    0.0413    1.62 9000.00 9000.00   39.99    0.9000 9000.00000 9000.00000 9000.000
   110  767.90    2.392   14.80   78.0    3.1816    0.0414    1.72 9000.00 9000.00   39.99    0.9000 9000.00000 9000.00000 9000.000
   120  765.50    2.419   14.50   80.0    3.1816    0.0416    1.80 9000.00 9000.00   39.99    0.9000 9000.00000 9000.00000 9000.000
   130  761.37    2.465   14.10   82.0    3.2191    0.0423    1.94 9000.00 9000.00   39.99    0.9100 9000.00000 9000.00000 9000.000
   140  757.19    2.511   13.80   79.0    3.1443    0.0415    2.08 9000.00 9000.00   40.00    0.8900 9000.00000 9000.00000 9000.000
   150  753.53    2.552   13.50   80.0    3.1443    0.0417    2.20 9000.00 9000.00   40.00    0.8900 9000.00000 9000.00000 9000.000
   160  749.22    2.601   13.10   80.0    3.0694    0.0410    2.34 9000.00 9000.00   40.00    0.8700 9000.00000 9000.00000 9000.000
