36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20160824
Launch Time (UT)                  : 06:50:02
Burst Pressure (hPa)              : 6.32
Integrated O3 to end of data (DU) : 230.60
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : K4253572
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z28346
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.90    1.800   14.30   86.0 9000.0000 9000.0000    0.00  200.00    1.00 9000.00    0.6100   36.75900   -1.30200 9000.000
     2  825.35    1.806   14.29   68.0    2.2770    0.0276    0.00  150.00    1.30   33.26    0.6100   36.75900   -1.30200 9000.000
     4  824.80    1.811   14.26   70.0    2.2770    0.0276    0.01  144.00    1.50   33.26    0.6100   36.75900   -1.30200 9000.000
     6  823.91    1.820   14.21   72.0    2.2770    0.0276    0.03  145.00    1.70   33.26    0.6100   36.75900   -1.30200 9000.000
     8  822.67    1.833   14.12   74.0    2.3176    0.0282    0.06  145.00    1.80   33.25    0.6200   36.75900   -1.30200 9000.000
    10  821.41    1.846   14.00   75.0    2.3176    0.0282    0.09  144.00    2.00   33.25    0.6200   36.75900   -1.30200 9000.000
    12  820.24    1.858   13.95   76.0    2.3580    0.0287    0.11  145.00    2.10   33.22    0.6300   36.75900   -1.30200 9000.000
    14  819.37    1.867   13.88   76.0    2.3580    0.0288    0.13  145.00    2.10   33.21    0.6300   36.75900   -1.30100 9000.000
    16  818.48    1.876   13.64   76.0    2.3985    0.0293    0.15  146.00    2.20   33.20    0.6400   36.75900   -1.30100 9000.000
    18  817.54    1.886   13.39   76.0    2.3985    0.0293    0.18  147.00    2.20   33.19    0.6400   36.75900   -1.30100 9000.000
    20  816.67    1.895   13.29   77.0    2.4390    0.0299    0.20  148.00    2.20   33.18    0.6500   36.75900   -1.30100 9000.000
    22  815.73    1.905   13.20   78.0    2.4796    0.0304    0.22  149.00    2.20   33.17    0.6600   36.75900   -1.30100 9000.000
    24  814.85    1.914   13.11   78.0    2.4796    0.0304    0.24  151.00    2.20   33.17    0.6600   36.75900   -1.30100 9000.000
    26  814.07    1.922   13.07   79.0    2.4794    0.0305    0.26  152.00    2.30   33.15    0.6600   36.75900   -1.30100 9000.000
    28  813.12    1.932   12.96   79.0    2.4792    0.0305    0.28  153.00    2.30   33.12    0.6600   36.75900   -1.30100 9000.000
    30  812.11    1.942   12.84   79.0    2.5198    0.0310    0.30  153.00    2.40   33.12    0.6700   36.75900   -1.30100 9000.000
    32  811.17    1.952   12.77   80.0    2.5198    0.0311    0.33  153.00    2.40   33.12    0.6700   36.75900   -1.30100 9000.000
    34  810.18    1.962   12.69   81.0    2.5605    0.0316    0.35  152.00    2.50   33.12    0.6800   36.75900   -1.30100 9000.000
    36  809.08    1.974   12.59   81.0    2.5605    0.0316    0.38  151.00    2.60   33.12    0.6800   36.75900   -1.30100 9000.000
    38  807.99    1.985   12.45   82.0    2.5604    0.0317    0.41  150.00    2.70   33.11    0.6800   36.75900   -1.30100 9000.000
    40  807.04    1.995   12.33   82.0    2.5604    0.0317    0.43  149.00    2.80   33.11    0.6800   36.75900   -1.30100 9000.000
    42  806.07    2.005   12.24   82.0    2.6010    0.0323    0.46  148.00    3.00   33.11    0.6900   36.75900   -1.30100 9000.000
    44  805.13    2.015   12.17   82.0    2.5605    0.0318    0.48  147.00    3.10   33.12    0.6800   36.75900   -1.30100 9000.000
    46  804.33    2.023   12.13   82.0    2.5604    0.0318    0.50  146.00    3.10   33.11    0.6800   36.75900   -1.30100 9000.000
    48  803.56    2.031   12.05   82.0    2.6010    0.0324    0.52  145.00    3.20   33.11    0.6900   36.75900   -1.30100 9000.000
    50  802.71    2.040   11.95   82.0    2.6010    0.0324    0.54  144.00    3.30   33.11    0.6900   36.75800   -1.30100 9000.000
    52  801.80    2.049   11.85   83.0    2.6010    0.0324    0.56  144.00    3.30   33.11    0.6900   36.75800   -1.30100 9000.000
    54  800.85    2.059   11.74   83.0    2.6011    0.0325    0.59  144.00    3.30   33.12    0.6900   36.75800   -1.30100 9000.000
    56  799.85    2.070   11.64   84.0    2.6011    0.0325    0.61  145.00    3.30   33.12    0.6900   36.75800   -1.30100 9000.000
    58  798.81    2.081   11.56   84.0    2.6011    0.0326    0.64  145.00    3.30   33.12    0.6900   36.75800   -1.30100 9000.000
    60  797.93    2.090   11.49   85.0    2.6011    0.0326    0.66  145.00    3.30   33.12    0.6900   36.75800   -1.30100 9000.000
    62  797.03    2.099   11.41   85.0    2.6011    0.0326    0.69  146.00    3.20   33.12    0.6900   36.75800   -1.30100 9000.000
    64  796.08    2.109   11.29   86.0    2.6010    0.0327    0.71  147.00    3.20   33.11    0.6900   36.75800   -1.30100 9000.000
    66  795.11    2.120   11.19   87.0    2.6010    0.0327    0.74  148.00    3.10   33.11    0.6900   36.75800   -1.30000 9000.000
    68  794.02    2.131   11.08   87.0    2.6417    0.0333    0.76  149.00    3.00   33.11    0.7000   36.75800   -1.30000 9000.000
    70  793.06    2.141   11.00   87.0    2.6417    0.0333    0.79  149.00    2.90   33.11    0.7000   36.75800   -1.30000 9000.000
    72  792.23    2.150   10.92   86.0    2.6416    0.0333    0.81  150.00    2.80   33.10    0.7000   36.75800   -1.30000 9000.000
    74  791.31    2.160   10.80   87.0    2.6415    0.0334    0.84  152.00    2.70   33.09    0.7000   36.75800   -1.30000 9000.000
    76  790.25    2.171   10.68   89.0    2.6415    0.0334    0.86  153.00    2.70   33.09    0.7000   36.75800   -1.30000 9000.000
    78  789.12    2.183   10.56   90.0    2.6415    0.0335    0.89  154.00    2.60   33.09    0.7000   36.75800   -1.30000 9000.000
    80  787.89    2.196   10.43   91.0    2.6415    0.0335    0.93  155.00    2.50   33.09    0.7000   36.75800   -1.30000 9000.000
    82  786.71    2.208   10.32   91.0    2.6414    0.0336    0.96  155.00    2.50   33.08    0.7000   36.75800   -1.30000 9000.000
    84  785.62    2.220   10.26   91.0    2.6413    0.0336    0.99  156.00    2.40   33.07    0.7000   36.75800   -1.30000 9000.000
    86  784.53    2.232   10.17   91.0    2.6006    0.0331    1.02  157.00    2.40   33.06    0.6900   36.75800   -1.30000 9000.000
    88  783.48    2.243   10.08   92.0    2.6006    0.0332    1.04  157.00    2.30   33.06    0.6900   36.75800   -1.30000 9000.000
    90  782.44    2.254   10.00   92.0    2.6004    0.0332    1.07  157.00    2.30   33.04    0.6900   36.75800   -1.30000 9000.000
    92  781.54    2.263    9.92   92.0    2.6002    0.0333    1.09  157.00    2.20   33.01    0.6900   36.75800   -1.30000 9000.000
    94  780.73    2.272    9.88   91.0    2.6001    0.0333    1.11  157.00    2.20   33.00    0.6900   36.75800   -1.30000 9000.000
    96  779.77    2.282    9.77   92.0    2.6001    0.0333    1.14  157.00    2.10   33.00    0.6900   36.75800   -1.30000 9000.000
    98  778.69    2.294    9.65   93.0    2.6001    0.0334    1.17  157.00    2.10   33.00    0.6900   36.75800   -1.30000 9000.000
   100  777.52    2.306    9.53   94.0    2.6000    0.0334    1.20  157.00    2.00   32.99    0.6900   36.75800   -1.30000 9000.000
   102  776.27    2.320    9.42   94.0    2.6406    0.0340    1.23  157.00    1.90   32.98    0.7000   36.75800   -1.30000 9000.000
   104  775.03    2.333    9.32   94.0    2.6406    0.0341    1.27  157.00    1.80   32.98    0.7000   36.75800   -1.30000 9000.000
   106  773.84    2.346    9.22   94.0    2.5999    0.0336    1.30  156.00    1.80   32.98    0.6900   36.75800   -1.30000 9000.000
   108  772.66    2.359    9.11   95.0    2.5999    0.0336    1.33  156.00    1.70   32.98    0.6900   36.75800   -1.30000 9000.000
   110  771.47    2.371    8.99   95.0    2.5999    0.0337    1.36  156.00    1.60   32.98    0.6900   36.75800   -1.30000 9000.000
   112  770.35    2.383    8.93   95.0    2.5999    0.0338    1.39  155.00    1.50   32.98    0.6900   36.75800   -1.29900 9000.000
   114  769.29    2.395    8.89   95.0    2.5999    0.0338    1.42  154.00    1.40   32.97    0.6900   36.75800   -1.29900 9000.000
   116  768.19    2.407    8.76   95.0    2.6000    0.0338    1.45  151.00    1.30   32.99    0.6900   36.75800   -1.30000 9000.000
   118  767.03    2.419    8.66   95.0    2.5999    0.0339    1.48  148.00    1.20   32.98    0.6900   36.75800   -1.30000 9000.000
   120  765.84    2.432    8.54   96.0    2.5999    0.0339    1.51  144.00    1.20   32.98    0.6900   36.75800   -1.30000 9000.000
   122  764.80    2.443    8.45   96.0    2.5999    0.0340    1.54  140.00    1.20   32.98    0.6900   36.75800   -1.29900 9000.000
   124  763.83    2.454    8.37   96.0    2.5999    0.0340    1.57  136.00    1.30   32.97    0.6900   36.75800   -1.29900 9000.000
   126  762.88    2.464    8.31   97.0    2.5999    0.0341    1.59  133.00    1.30   32.97    0.6900   36.75800   -1.29900 9000.000
   128  761.88    2.475    8.28   97.0    2.5999    0.0341    1.62  132.00    1.50   32.97    0.6900   36.75800   -1.29900 9000.000
   130  760.91    2.486    8.27   98.0    2.5999    0.0342    1.64  131.00    1.60   32.97    0.6900   36.75800   -1.29900 9000.000
   132  759.95    2.496    8.23   98.0    2.5999    0.0342    1.67  133.00    1.80   32.98    0.6900   36.75800   -1.29900 9000.000
   134  758.84    2.508    8.15   98.0    2.5999    0.0343    1.70  134.00    2.00   32.98    0.6900   36.75800   -1.29900 9000.000
   136  757.63    2.521    8.09   98.0    2.5999    0.0343    1.73  137.00    2.10   32.98    0.6900   36.75800   -1.29900 9000.000
   138  756.36    2.535    8.03   98.0    2.5999    0.0344    1.77  139.00    2.30   32.98    0.6900   36.75800   -1.29900 9000.000
   140  754.97    2.550    8.01   98.0    2.5999    0.0344    1.80  142.00    2.50   32.98    0.6900   36.75800   -1.29900 9000.000
   142  753.64    2.565    7.98   98.0    2.5999    0.0345    1.84  145.00    2.70   32.98    0.6900   36.75800   -1.29900 9000.000
   144  752.42    2.578    7.82   97.0    2.5593    0.0340    1.87  148.00    2.80   32.98    0.6800   36.75800   -1.29900 9000.000
   146  751.24    2.591    7.59   97.0    2.5592    0.0341    1.91  150.00    3.00   32.97    0.6800   36.75700   -1.29900 9000.000
   148  750.16    2.603    7.57   97.0    2.5591    0.0341    1.93  152.00    3.10   32.95    0.6800   36.75700   -1.29900 9000.000
   150  749.04    2.616    7.61   97.0    2.5590    0.0342    1.96  154.00    3.20   32.94    0.6800   36.75700   -1.29900 9000.000
   152  747.85    2.629    7.48   97.0    2.5995    0.0348    2.00  156.00    3.20   32.93    0.6900   36.75700   -1.29900 9000.000
   154  746.60    2.642    7.40   97.0    2.5994    0.0348    2.03  158.00    3.20   32.92    0.6900   36.75700   -1.29900 9000.000
   156  745.44    2.655    7.37   97.0    2.5993    0.0349    2.06  160.00    3.20   32.90    0.6900   36.75700   -1.29900 9000.000
   158  744.29    2.668    7.31   97.0    2.5993    0.0349    2.10  162.00    3.20   32.90    0.6900   36.75700   -1.29900 9000.000
   160  743.06    2.682    7.23   96.0    2.5993    0.0350    2.13  164.00    3.10   32.90    0.6900   36.75700   -1.29900 9000.000
   162  741.77    2.696    7.15   96.0    2.5993    0.0350    2.16  166.00    3.10   32.90    0.6900   36.75700   -1.29900 9000.000
   164  740.46    2.711    7.08   96.0    2.5991    0.0351    2.20  169.00    3.10   32.88    0.6900   36.75700   -1.29900 9000.000
   166  739.26    2.724    6.98   96.0    2.5991    0.0352    2.23  171.00    3.10   32.88    0.6900   36.75700   -1.29900 9000.000
   168  738.07    2.737    6.97   96.0    2.5585    0.0347    2.27  174.00    3.20   32.88    0.6800   36.75700   -1.29900 9000.000
   170  736.84    2.751    7.01   97.0    2.5584    0.0347    2.30  177.00    3.30   32.87    0.6800   36.75700   -1.29900 9000.000
   172  735.64    2.764    7.00   97.0    2.5583    0.0348    2.33  180.00    3.50   32.86    0.6800   36.75700   -1.29800 9000.000
   174  734.52    2.777    6.99   96.0    2.5582    0.0348    2.36  182.00    3.60   32.85    0.6800   36.75700   -1.29800 9000.000
   176  733.39    2.790    6.94   96.0    2.5581    0.0349    2.40  183.00    3.80   32.84    0.6800   36.75700   -1.29800 9000.000
   178  732.28    2.802    6.87   96.0    2.5581    0.0349    2.43  184.00    4.00   32.84    0.6800   36.75700   -1.29800 9000.000
   180  731.16    2.815    6.77   96.0    2.5581    0.0350    2.46  184.00    4.20   32.83    0.6800   36.75700   -1.29800 9000.000
   182  730.10    2.827    6.62   89.0    2.5580    0.0350    2.49  184.00    4.30   32.82    0.6800   36.75700   -1.29800 9000.000
   184  729.06    2.838    6.42   70.0    2.5174    0.0345    2.51  182.00    4.40   32.82    0.6700   36.75700   -1.29800 9000.000
   186  728.01    2.850    6.22   67.0    2.5173    0.0346    2.54  181.00    4.50   32.81    0.6700   36.75700   -1.29800 9000.000
   188  726.94    2.862    6.02   68.0    2.5579    0.0352    2.57  179.00    4.50   32.81    0.6800   36.75700   -1.29800 9000.000
   190  726.01    2.873    5.84   66.0    2.6390    0.0363    2.60  176.00    4.50   32.80    0.7000   36.75700   -1.29800 9000.000
   192  725.09    2.883    5.66   63.0    2.6389    0.0364    2.63  173.00    4.50   32.79    0.7000   36.75700   -1.29800 9000.000
   194  724.02    2.895    5.46   61.0    2.7201    0.0376    2.66  170.00    4.40   32.79    0.7200   36.75700   -1.29700 9000.000
   196  722.95    2.907    5.26   59.0    2.7606    0.0382    2.69  167.00    4.30   32.78    0.7300   36.75700   -1.29700 9000.000
   198  722.05    2.918    5.25   58.0    2.8012    0.0388    2.72  163.00    4.20   32.78    0.7400   36.75700   -1.29700 9000.000
   200  721.26    2.927    5.76   51.0    2.8012    0.0388    2.74  160.00    4.20   32.78    0.7400   36.75700   -1.29700 9000.000
   202  720.30    2.937    6.72   44.0    2.8822    0.0400    2.77  156.00    4.10   32.76    0.7600   36.75700   -1.29700 9000.000
   204  719.12    2.951    7.63   40.0    2.8821    0.0401    2.81  153.00    4.00   32.75    0.7600   36.75700   -1.29700 9000.000
   206  717.98    2.964    8.20   38.0    2.9226    0.0407    2.84  150.00    4.00   32.74    0.7700   36.75700   -1.29700 9000.000
   208  717.04    2.975    8.51   36.0    2.9225    0.0408    2.87  147.00    4.00   32.73    0.7700   36.75700   -1.29700 9000.000
   210  716.06    2.986    8.75   34.0    2.9224    0.0408    2.91  144.00    4.00   32.72    0.7700   36.75700   -1.29700 9000.000
   212  715.02    2.998    9.01   31.0    2.9628    0.0414    2.94  142.00    4.00   32.70    0.7800   36.75700   -1.29700 9000.000
   214  714.06    3.009    9.12   30.0    3.0034    0.0421    2.97  139.00    4.10   32.70    0.7900   36.75700   -1.29700 9000.000
   216  713.20    3.019    9.09   29.0    3.0033    0.0421    3.00  137.00    4.10   32.69    0.7900   36.75700   -1.29700 9000.000
   218  712.25    3.030    9.10   28.0    3.0439    0.0427    3.03  135.00    4.20   32.69    0.8000   36.75700   -1.29700 9000.000
