36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20160106
Launch Time (UT)                  : 06:42:21
Burst Pressure (hPa)              : 13.03
Integrated O3 to end of data (DU) : 157.39
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : K4253805
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z25431
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.200
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.50    1.800   17.30   86.0    1.0822    0.0131    0.00   60.00    4.00   34.06    0.3300   36.75930    1.30180 9000.000
     2  823.96    1.806   17.74   78.0    1.0822    0.0131    0.01   47.00    2.70   34.06    0.3300   36.75900    1.30180 9000.000
     4  823.41    1.811   17.50   77.0    1.0822    0.0131    0.01   45.00    2.80   34.06    0.3300   36.75900    1.30170 9000.000
     6  822.64    1.819   17.35   79.0    1.0822    0.0132    0.02   45.00    3.20   34.07    0.3300   36.75890    1.30160 9000.000
     8  821.59    1.830   17.24   80.0    1.0823    0.0132    0.03   44.00    3.40   34.08    0.3300   36.75880    1.30150 9000.000
    10  820.48    1.842   17.10   81.0    1.0823    0.0132    0.04   44.00    3.60   34.08    0.3300   36.75890    1.30140 9000.000
    12  819.35    1.854   16.94   81.0    1.0823    0.0132    0.05   43.00    3.80   34.08    0.3300   36.75890    1.30130 9000.000
    14  818.06    1.867   16.78   82.0    1.1209    0.0137    0.07   42.00    4.00   34.09    0.3400   36.75890    1.30130 9000.000
    16  816.57    1.883   16.61   83.0    1.1209    0.0137    0.08   42.00    4.10   34.09    0.3400   36.75870    1.30130 9000.000
    18  814.99    1.899   16.38   84.0    1.1596    0.0142    0.10   41.00    4.30   34.09    0.3500   36.75870    1.30120 9000.000
    20  813.52    1.915   16.11   85.0    1.1596    0.0143    0.12   41.00    4.40   34.10    0.3500   36.75870    1.30110 9000.000
    22  812.18    1.929   15.93   86.0    1.1596    0.0143    0.13   41.00    4.50   34.10    0.3500   36.75870    1.30110 9000.000
    24  810.85    1.943   15.81   87.0    1.1596    0.0143    0.15   41.00    4.70   34.10    0.3500   36.75860    1.30100 9000.000
    26  809.46    1.957   15.69   87.0    1.1983    0.0148    0.16   41.00    4.80   34.10    0.3600   36.75850    1.30090 9000.000
    28  808.09    1.972   15.58   88.0    1.2369    0.0153    0.18   42.00    5.00   34.10    0.3700   36.75840    1.30090 9000.000
    30  806.93    1.984   15.50   88.0    1.2370    0.0153    0.19   42.00    5.20   34.11    0.3700   36.75850    1.30080 9000.000
    32  805.66    1.997   15.38   88.0    1.2757    0.0158    0.21   43.00    5.40   34.12    0.3800   36.75840    1.30080 9000.000
    34  804.43    2.010   15.25   89.0    1.2757    0.0159    0.22   44.00    5.60   34.13    0.3800   36.75830    1.30070 9000.000
    36  803.26    2.023   15.13   89.0    1.3144    0.0164    0.24   45.00    5.80   34.13    0.3900   36.75820    1.30060 9000.000
    38  801.97    2.036   14.99   89.0    1.3530    0.0169    0.26   46.00    6.00   34.13    0.4000   36.75820    1.30050 9000.000
    40  800.68    2.050   14.88   89.0    1.3530    0.0169    0.27   47.00    6.30   34.13    0.4000   36.75810    1.30050 9000.000
    42  799.56    2.062   14.75   89.0    1.3917    0.0174    0.29   48.00    6.50   34.13    0.4100   36.75800    1.30040 9000.000
    44  798.58    2.072   14.66   88.0    1.3917    0.0174    0.30   49.00    6.70   34.13    0.4100   36.75790    1.30040 9000.000
    46  797.64    2.082   14.61   88.0    1.3917    0.0174    0.32   50.00    6.90   34.13    0.4100   36.75770    1.30030 9000.000
