36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060222
Launch Time (UT)                  : 08:55:00
Burst Pressure (hPa)              : 8.60
Integrated O3 to end of data (DU) : 198.66
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 508501200
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4683
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.900
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.34    1.800   25.00   39.0    1.9108    0.0232    0.00 9000.00 9000.00   34.87    0.5500 9000.00000 9000.00000 9000.000
    10  822.34    1.800   24.90   38.0    1.9115    0.0232    0.00 9000.00 9000.00   34.97    0.5500 9000.00000 9000.00000 9000.000
    20  822.20    1.801   23.90   39.0    1.9489    0.0237    0.00 9000.00 9000.00   34.97    0.5600 9000.00000 9000.00000 9000.000
    30  822.21    1.801   24.10   40.0    1.9496    0.0237    0.00 9000.00 9000.00   35.07    0.5600 9000.00000 9000.00000 9000.000
    40  817.28    1.854   22.10   44.0    1.9877    0.0243    0.10 9000.00 9000.00   35.17    0.5700 9000.00000 9000.00000 9000.000
    50  811.34    1.917   20.30   50.0    2.0252    0.0250    0.21 9000.00 9000.00   35.17    0.5800 9000.00000 9000.00000 9000.000
    60  804.88    1.986   19.40   53.0    2.0259    0.0252    0.34 9000.00 9000.00   35.28    0.5800 9000.00000 9000.00000 9000.000
    70  798.37    2.056   18.60   55.0    2.1010    0.0263    0.47 9000.00 9000.00   35.28    0.6000 9000.00000 9000.00000 9000.000
    80  791.03    2.135   17.80   58.0    2.0641    0.0261    0.62 9000.00 9000.00   35.38    0.5900 9000.00000 9000.00000 9000.000
    90  784.46    2.206   17.20   60.0    2.0641    0.0263    0.76 9000.00 9000.00   35.38    0.5900 9000.00000 9000.00000 9000.000
   100  777.31    2.284   16.40   62.0    2.1017    0.0270    0.91 9000.00 9000.00   35.39    0.6000 9000.00000 9000.00000 9000.000
   110  770.16    2.363   15.60   65.0    2.1017    0.0273    1.06 9000.00 9000.00   35.39    0.6000 9000.00000 9000.00000 9000.000
   120  763.96    2.432   14.80   68.0    2.0649    0.0270    1.20 9000.00 9000.00   35.49    0.5900 9000.00000 9000.00000 9000.000
   130  757.96    2.499   14.10   71.0    2.0649    0.0272    1.32 9000.00 9000.00   35.50    0.5900 9000.00000 9000.00000 9000.000
   140  751.27    2.573   13.30   75.0    2.0649    0.0275    1.47 9000.00 9000.00   35.50    0.5900 9000.00000 9000.00000 9000.000
   150  745.02    2.644   12.70   75.0    1.9905    0.0267    1.60 9000.00 9000.00   35.60    0.5700 9000.00000 9000.00000 9000.000
   160  739.06    2.711   12.10   77.0    1.9906    0.0269    1.73 9000.00 9000.00   35.61    0.5700 9000.00000 9000.00000 9000.000
   170  733.00    2.780   12.50   55.0    2.0281    0.0277    1.86 9000.00 9000.00   35.61    0.5800 9000.00000 9000.00000 9000.000
   180  727.05    2.849   13.20   38.0    2.1408    0.0294    1.99 9000.00 9000.00   35.61    0.6100 9000.00000 9000.00000 9000.000
   190  722.07    2.907   12.90   37.0    2.2159    0.0307    2.11 9000.00 9000.00   35.61    0.6300 9000.00000 9000.00000 9000.000
   200  716.58    2.971   12.50   37.0    2.2166    0.0309    2.25 9000.00 9000.00   35.72    0.6300 9000.00000 9000.00000 9000.000
   210  711.68    3.028   12.20   40.0    2.1791    0.0306    2.37 9000.00 9000.00   35.72    0.6200 9000.00000 9000.00000 9000.000
   220  706.55    3.089   12.00   38.0    2.1039    0.0298    2.49 9000.00 9000.00   35.72    0.6000 9000.00000 9000.00000 9000.000
   230  701.25    3.152   11.70   33.0    2.0288    0.0289    2.61 9000.00 9000.00   35.72    0.5800 9000.00000 9000.00000 9000.000
   240  696.00    3.214   11.30   32.0    1.9907    0.0286    2.73 9000.00 9000.00   35.63    0.5700 9000.00000 9000.00000 9000.000
   250  691.09    3.273   10.90   29.0    1.9907    0.0288    2.84 9000.00 9000.00   35.63    0.5700 9000.00000 9000.00000 9000.000
