36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060809
Launch Time (UT)                  : 09:21:00
Burst Pressure (hPa)              : 7.19
Integrated O3 to end of data (DU) : 232.01
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 508501301
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4696
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.870
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.15    1.800   16.00   65.0    2.3823    0.0288    0.00 9000.00 9000.00   29.97    0.7200 9000.00000 9000.00000 9000.000
    10  821.77    1.845   15.00   68.0    2.3476    0.0286    0.10 9000.00 9000.00   30.07    0.7100 9000.00000 9000.00000 9000.000
    20  815.99    1.905   14.40   71.0    2.3831    0.0292    0.23 9000.00 9000.00   30.07    0.7200 9000.00000 9000.00000 9000.000
    30  809.08    1.977   13.70   73.0    2.3823    0.0294    0.39 9000.00 9000.00   29.97    0.7200 9000.00000 9000.00000 9000.000
    40  802.68    2.044   13.00   76.0    2.3824    0.0297    0.54 9000.00 9000.00   29.98    0.7200 9000.00000 9000.00000 9000.000
    50  797.49    2.098   12.50   79.0    2.3817    0.0299    0.66 9000.00 9000.00   29.88    0.7200 9000.00000 9000.00000 9000.000
    60  791.43    2.162   11.80   82.0    2.3460    0.0296    0.80 9000.00 9000.00   29.88    0.7100 9000.00000 9000.00000 9000.000
    70  785.85    2.222   11.30   84.0    2.3808    0.0303    0.94 9000.00 9000.00   29.78    0.7200 9000.00000 9000.00000 9000.000
    80  781.43    2.269   10.80   86.0    2.3809    0.0305    1.04 9000.00 9000.00   29.79    0.7200 9000.00000 9000.00000 9000.000
    90  776.16    2.325   10.40   88.0    2.3801    0.0307    1.17 9000.00 9000.00   29.69    0.7200 9000.00000 9000.00000 9000.000
   100  771.20    2.379    9.90   86.0    2.3801    0.0309    1.29 9000.00 9000.00   29.69    0.7200 9000.00000 9000.00000 9000.000
   110  766.86    2.426    9.70   86.0    2.3794    0.0310    1.40 9000.00 9000.00   29.59    0.7200 9000.00000 9000.00000 9000.000
   120  761.28    2.487    9.20   84.0    2.4140    0.0317    1.53 9000.00 9000.00   29.49    0.7300 9000.00000 9000.00000 9000.000
   130  756.36    2.540    8.90   85.0    2.4852    0.0329    1.66 9000.00 9000.00   29.50    0.7500 9000.00000 9000.00000 9000.000
