36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060802
Launch Time (UT)                  : 09:45:00
Burst Pressure (hPa)              : 121.51
Integrated O3 to end of data (DU) : 30.98
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 509404703
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4711
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.550
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.07    1.800   21.50   38.0    4.0572    0.0492    0.00 9000.00 9000.00   39.47    1.1200 9000.00000 9000.00000 9000.000
    10  819.90    1.844   19.40   45.0    4.0196    0.0490    0.16 9000.00 9000.00   39.47    1.1100 9000.00000 9000.00000 9000.000
    20  813.83    1.908   18.70   48.0    4.0572    0.0499    0.40 9000.00 9000.00   39.47    1.1200 9000.00000 9000.00000 9000.000
    50  803.43    2.018   17.30   52.0    4.1713    0.0519    0.82 9000.00 9000.00   39.58    1.1500 9000.00000 9000.00000 9000.000
    90  790.45    2.157   16.20   56.0    4.2841    0.0542    1.36 9000.00 9000.00   39.58    1.1800 9000.00000 9000.00000 9000.000
   100  786.72    2.197   15.80   57.0    4.2089    0.0535    1.52 9000.00 9000.00   39.58    1.1600 9000.00000 9000.00000 9000.000
   110  782.37    2.244   15.20   58.0    4.2090    0.0538    1.70 9000.00 9000.00   39.59    1.1600 9000.00000 9000.00000 9000.000
   120  778.78    2.283   14.90   59.0    4.2090    0.0540    1.86 9000.00 9000.00   39.59    1.1600 9000.00000 9000.00000 9000.000
   130  774.13    2.334   14.50   61.0    4.1339    0.0534    2.05 9000.00 9000.00   39.59    1.1400 9000.00000 9000.00000 9000.000
   140  770.81    2.370   14.20   62.0    4.1715    0.0541    2.19 9000.00 9000.00   39.59    1.1500 9000.00000 9000.00000 9000.000
   150  762.88    2.457   13.20   65.0    4.0950    0.0537    2.53 9000.00 9000.00   39.49    1.1300 9000.00000 9000.00000 9000.000
   190  745.92    2.646   11.40   71.0    4.0951    0.0549    3.26 9000.00 9000.00   39.50    1.1300 9000.00000 9000.00000 9000.000
