36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060419
Launch Time (UT)                  : 09:26:00
Burst Pressure (hPa)              : 10.03
Integrated O3 to end of data (DU) : 210.57
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 510109905
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4676
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.770
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.030
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.31    1.800   20.30   65.0    2.4632    0.0299    0.00 9000.00 9000.00   32.27    0.7200 9000.00000 9000.00000 9000.000
    10  824.00    1.803   20.10   66.0    2.5703    0.0312    0.01 9000.00 9000.00   32.27    0.7500 9000.00000 9000.00000 9000.000
    20  819.75    1.848   19.10   68.0    2.6068    0.0318    0.11 9000.00 9000.00   32.37    0.7600 9000.00000 9000.00000 9000.000
    30  814.22    1.906   18.30   70.0    2.6782    0.0329    0.25 9000.00 9000.00   32.37    0.7800 9000.00000 9000.00000 9000.000
    40  808.86    1.963   17.80   70.0    2.7149    0.0336    0.40 9000.00 9000.00   32.47    0.7900 9000.00000 9000.00000 9000.000
    50  803.82    2.016   17.30   72.0    2.7516    0.0342    0.53 9000.00 9000.00   32.58    0.8000 9000.00000 9000.00000 9000.000
    60  798.73    2.071   16.80   74.0    2.7167    0.0340    0.67 9000.00 9000.00   32.68    0.7900 9000.00000 9000.00000 9000.000
    70  793.47    2.127   16.30   76.0    2.6810    0.0338    0.81 9000.00 9000.00   32.68    0.7800 9000.00000 9000.00000 9000.000
    80  788.47    2.181   15.70   79.0    2.6460    0.0336    0.94 9000.00 9000.00   32.78    0.7700 9000.00000 9000.00000 9000.000
    90  783.98    2.230   15.20   81.0    2.6460    0.0338    1.06 9000.00 9000.00   32.78    0.7700 9000.00000 9000.00000 9000.000
   100  778.92    2.284   14.80   82.0    2.6113    0.0335    1.19 9000.00 9000.00   32.89    0.7600 9000.00000 9000.00000 9000.000
   110  773.99    2.338   14.60   79.0    2.6122    0.0337    1.33 9000.00 9000.00   32.99    0.7600 9000.00000 9000.00000 9000.000
   120  769.18    2.391   14.30   78.0    2.5764    0.0335    1.45 9000.00 9000.00   32.99    0.7500 9000.00000 9000.00000 9000.000
   130  763.98    2.448   13.90   79.0    2.5405    0.0333    1.59 9000.00 9000.00   32.99    0.7400 9000.00000 9000.00000 9000.000
   140  758.85    2.505   13.60   78.0    2.5406    0.0335    1.73 9000.00 9000.00   33.00    0.7400 9000.00000 9000.00000 9000.000
   150  754.46    2.554   13.30   77.0    2.5764    0.0341    1.84 9000.00 9000.00   33.00    0.7500 9000.00000 9000.00000 9000.000
   160  749.25    2.613   12.60   82.0    2.5406    0.0339    1.98 9000.00 9000.00   33.00    0.7400 9000.00000 9000.00000 9000.000
   170  743.71    2.675   12.30   79.0    2.5406    0.0342    2.13 9000.00 9000.00   33.00    0.7400 9000.00000 9000.00000 9000.000
   180  738.81    2.731   11.80   83.0    2.5407    0.0344    2.26 9000.00 9000.00   33.01    0.7400 9000.00000 9000.00000 9000.000
   190  733.09    2.796   10.80   88.0    2.5042    0.0342    2.42 9000.00 9000.00   32.91    0.7300 9000.00000 9000.00000 9000.000
   200  727.25    2.863   10.60   85.0    2.5042    0.0344    2.58 9000.00 9000.00   32.91    0.7300 9000.00000 9000.00000 9000.000
   210  722.49    2.917   10.30   86.0    2.5399    0.0352    2.71 9000.00 9000.00   32.91    0.7400 9000.00000 9000.00000 9000.000
   220  718.90    2.959    9.90   89.0    2.5399    0.0353    2.81 9000.00 9000.00   32.91    0.7400 9000.00000 9000.00000 9000.000
   230  715.81    2.995    9.70   91.0    2.5758    0.0360    2.89 9000.00 9000.00   32.92    0.7500 9000.00000 9000.00000 9000.000
   240  712.63    3.032    9.40   91.0    2.6115    0.0366    2.99 9000.00 9000.00   32.92    0.7600 9000.00000 9000.00000 9000.000
   250  708.60    3.079    9.20   90.0    2.6115    0.0369    3.10 9000.00 9000.00   32.92    0.7600 9000.00000 9000.00000 9000.000
   260  704.88    3.123    8.90   87.0    2.6473    0.0376    3.21 9000.00 9000.00   32.92    0.7700 9000.00000 9000.00000 9000.000
   270  701.91    3.158    8.60   88.0    2.6831    0.0382    3.30 9000.00 9000.00   32.92    0.7800 9000.00000 9000.00000 9000.000
   280  698.18    3.202    8.40   88.0    2.7188    0.0389    3.41 9000.00 9000.00   32.92    0.7900 9000.00000 9000.00000 9000.000
   290  693.10    3.262    8.00   87.0    2.7189    0.0392    3.57 9000.00 9000.00   32.93    0.7900 9000.00000 9000.00000 9000.000
   300  687.64    3.328    7.60   89.0    2.7189    0.0395    3.74 9000.00 9000.00   32.93    0.7900 9000.00000 9000.00000 9000.000
   310  682.78    3.386    7.30   84.0    2.7547    0.0403    3.89 9000.00 9000.00   32.93    0.8000 9000.00000 9000.00000 9000.000
   320  677.96    3.445    7.10   82.0    2.7548    0.0406    4.05 9000.00 9000.00   32.94    0.8000 9000.00000 9000.00000 9000.000
   330  673.12    3.504    7.00   82.0    2.7190    0.0404    4.20 9000.00 9000.00   32.94    0.7900 9000.00000 9000.00000 9000.000
   340  668.04    3.566    6.60   86.0    2.6832    0.0402    4.37 9000.00 9000.00   32.94    0.7800 9000.00000 9000.00000 9000.000
   350  663.70    3.620    6.00   89.0    2.6125    0.0394    4.50 9000.00 9000.00   33.04    0.7600 9000.00000 9000.00000 9000.000
   360  659.97    3.666    5.70   90.0    2.6125    0.0396    4.62 9000.00 9000.00   33.04    0.7600 9000.00000 9000.00000 9000.000
   370  656.12    3.714    5.90   92.0    2.6126    0.0398    4.74 9000.00 9000.00   33.05    0.7600 9000.00000 9000.00000 9000.000
   380  652.02    3.765    5.70   91.0    2.5768    0.0395    4.87 9000.00 9000.00   33.05    0.7500 9000.00000 9000.00000 9000.000
   390  647.62    3.821    5.30   90.0    2.5768    0.0398    5.00 9000.00 9000.00   33.05    0.7500 9000.00000 9000.00000 9000.000
   400  643.09    3.878    5.10   91.0    2.5053    0.0390    5.15 9000.00 9000.00   33.05    0.7300 9000.00000 9000.00000 9000.000
   410  638.82    3.933    4.30   87.0    2.5053    0.0392    5.28 9000.00 9000.00   33.06    0.7300 9000.00000 9000.00000 9000.000
   420  634.08    3.993    3.70   84.0    2.4696    0.0389    5.42 9000.00 9000.00   33.06    0.7200 9000.00000 9000.00000 9000.000
   430  630.15    4.044    3.60   88.0    2.4696    0.0392    5.54 9000.00 9000.00   33.06    0.7200 9000.00000 9000.00000 9000.000
   440  625.99    4.098    3.30   90.0    2.3980    0.0383    5.67 9000.00 9000.00   33.06    0.7000 9000.00000 9000.00000 9000.000
   450  621.29    4.159    3.20   91.0    2.3981    0.0386    5.81 9000.00 9000.00   33.07    0.7000 9000.00000 9000.00000 9000.000
   460  616.18    4.226    2.60   90.0    2.3981    0.0389    5.97 9000.00 9000.00   33.07    0.7000 9000.00000 9000.00000 9000.000
   470  610.10    4.306    2.40   92.0    2.3623    0.0387    6.16 9000.00 9000.00   33.07    0.6900 9000.00000 9000.00000 9000.000
   480  604.29    4.384    2.30   92.0    2.3624    0.0391    6.34 9000.00 9000.00   33.08    0.6900 9000.00000 9000.00000 9000.000
   490  596.88    4.484    1.90   91.0    2.3266    0.0390    6.56 9000.00 9000.00   33.08    0.6800 9000.00000 9000.00000 9000.000
   500  589.65    4.582    1.30   91.0    2.3266    0.0395    6.79 9000.00 9000.00   33.08    0.6800 9000.00000 9000.00000 9000.000
   510  584.00    4.660    0.70   88.0    2.2550    0.0386    6.96 9000.00 9000.00   33.09    0.6600 9000.00000 9000.00000 9000.000
   520  579.63    4.720   -0.80   88.0    2.2550    0.0389    7.10 9000.00 9000.00   33.09    0.6600 9000.00000 9000.00000 9000.000
   530  575.12    4.782   -0.60   92.0    2.2550    0.0392    7.24 9000.00 9000.00   33.09    0.6600 9000.00000 9000.00000 9000.000
   540  570.99    4.840   -0.80   89.0    2.2192    0.0389    7.36 9000.00 9000.00   33.09    0.6500 9000.00000 9000.00000 9000.000
   550  566.75    4.900   -1.70   89.0    2.1470    0.0379    7.49 9000.00 9000.00   33.00    0.6300 9000.00000 9000.00000 9000.000
   560  561.51    4.974   -1.60   92.0    2.1470    0.0382    7.65 9000.00 9000.00   33.00    0.6300 9000.00000 9000.00000 9000.000
   570  557.63    5.029   -2.20   89.0    2.2186    0.0398    7.77 9000.00 9000.00   33.00    0.6500 9000.00000 9000.00000 9000.000
   580  553.88    5.082   -3.20   82.0    2.1471    0.0388    7.88 9000.00 9000.00   33.01    0.6300 9000.00000 9000.00000 9000.000
   590  550.41    5.132   -3.70   56.0    2.0755    0.0377    7.99 9000.00 9000.00   33.01    0.6100 9000.00000 9000.00000 9000.000
   600  547.30    5.177   -3.90   49.0    2.1113    0.0386    8.08 9000.00 9000.00   33.01    0.6200 9000.00000 9000.00000 9000.000
   610  543.71    5.229   -4.00   46.0    2.0755    0.0382    8.19 9000.00 9000.00   33.01    0.6100 9000.00000 9000.00000 9000.000
   620  540.60    5.274   -4.30   49.0    2.0397    0.0377    8.28 9000.00 9000.00   33.01    0.6000 9000.00000 9000.00000 9000.000
   630  537.83    5.315   -4.40   44.0    2.0398    0.0379    8.37 9000.00 9000.00   33.02    0.6000 9000.00000 9000.00000 9000.000
   640  534.58    5.362   -4.40   52.0    2.0040    0.0375    8.46 9000.00 9000.00   33.02    0.5900 9000.00000 9000.00000 9000.000
   650  531.42    5.409   -4.50   44.0    1.9682    0.0370    8.56 9000.00 9000.00   33.02    0.5800 9000.00000 9000.00000 9000.000
   660  527.96    5.460   -4.70   40.0    2.0398    0.0386    8.66 9000.00 9000.00   33.02    0.6000 9000.00000 9000.00000 9000.000
   670  523.93    5.521   -4.90   38.0    2.1829    0.0417    8.79 9000.00 9000.00   33.02    0.6400 9000.00000 9000.00000 9000.000
   680  519.59    5.586   -4.50   30.0    2.3262    0.0448    8.94 9000.00 9000.00   33.03    0.6800 9000.00000 9000.00000 9000.000
   690  515.74    5.645   -4.40   27.0    2.4693    0.0479    9.08 9000.00 9000.00   33.03    0.7200 9000.00000 9000.00000 9000.000
   700  511.68    5.707   -4.70   24.0    2.5051    0.0490    9.23 9000.00 9000.00   33.03    0.7300 9000.00000 9000.00000 9000.000
   710  507.77    5.767   -5.10   26.0    2.5409    0.0500    9.39 9000.00 9000.00   33.04    0.7400 9000.00000 9000.00000 9000.000
   720  503.92    5.827   -5.50   23.0    2.5409    0.0504    9.54 9000.00 9000.00   33.04    0.7400 9000.00000 9000.00000 9000.000
   730  499.51    5.896   -5.80   33.0    2.5052    0.0502    9.71 9000.00 9000.00   33.04    0.7300 9000.00000 9000.00000 9000.000
   740  495.31    5.962   -6.20   25.0    2.4694    0.0499    9.88 9000.00 9000.00   33.04    0.7200 9000.00000 9000.00000 9000.000
   750  492.17    6.012   -6.50   23.0    2.4695    0.0502   10.00 9000.00 9000.00   33.05    0.7200 9000.00000 9000.00000 9000.000
   760  488.69    6.067   -6.70   41.0    2.3979    0.0491   10.14 9000.00 9000.00   33.05    0.7000 9000.00000 9000.00000 9000.000
   770  484.75    6.130   -7.10   51.0    2.2548    0.0465   10.29 9000.00 9000.00   33.05    0.6600 9000.00000 9000.00000 9000.000
   780  481.07    6.189   -7.50   53.0    2.1473    0.0446   10.42 9000.00 9000.00   33.05    0.6300 9000.00000 9000.00000 9000.000
   790  477.29    6.251   -8.00   52.0    2.0766    0.0435   10.55 9000.00 9000.00   33.16    0.6100 9000.00000 9000.00000 9000.000
   800  473.10    6.319   -8.30   65.0    2.0766    0.0439   10.70 9000.00 9000.00   33.16    0.6100 9000.00000 9000.00000 9000.000
   810  469.28    6.382   -8.40   76.0    2.0050    0.0427   10.83 9000.00 9000.00   33.16    0.5900 9000.00000 9000.00000 9000.000
   820  465.74    6.441   -8.50   79.0    1.9692    0.0423   10.95 9000.00 9000.00   33.17    0.5800 9000.00000 9000.00000 9000.000
