36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060719
Launch Time (UT)                  : 09:00:00
Burst Pressure (hPa)              : 4.51
Integrated O3 to end of data (DU) : 260.06
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 508501306
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4666
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.070
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.52    1.800   17.80   51.0    2.3109    0.0280    0.00 9000.00 9000.00   32.47    0.6900 9000.00000 9000.00000 9000.000
    10  825.72    1.798   17.60   51.0    2.2755    0.0276   -0.00 9000.00 9000.00   32.57    0.6800 9000.00000 9000.00000 9000.000
    20  825.52    1.800   17.10   52.0    2.3117    0.0280    0.00 9000.00 9000.00   32.57    0.6900 9000.00000 9000.00000 9000.000
    30  821.45    1.842   15.80   58.0    2.3124    0.0281    0.09 9000.00 9000.00   32.67    0.6900 9000.00000 9000.00000 9000.000
    40  816.68    1.891   15.10   62.0    2.3131    0.0283    0.20 9000.00 9000.00   32.77    0.6900 9000.00000 9000.00000 9000.000
    50  811.35    1.947   14.50   64.0    2.3131    0.0285    0.32 9000.00 9000.00   32.77    0.6900 9000.00000 9000.00000 9000.000
    60  806.90    1.993   13.90   66.0    2.3131    0.0287    0.42 9000.00 9000.00   32.77    0.6900 9000.00000 9000.00000 9000.000
    70  802.55    2.039   13.50   68.0    2.2778    0.0284    0.51 9000.00 9000.00   32.88    0.6800 9000.00000 9000.00000 9000.000
    80  799.28    2.073   13.10   70.0    2.2778    0.0285    0.59 9000.00 9000.00   32.88    0.6800 9000.00000 9000.00000 9000.000
    90  794.55    2.123   12.60   72.0    2.2055    0.0278    0.69 9000.00 9000.00   32.88    0.6600 9000.00000 9000.00000 9000.000
   100  790.26    2.169   12.20   74.0    2.1694    0.0275    0.79 9000.00 9000.00   32.88    0.6500 9000.00000 9000.00000 9000.000
   110  786.24    2.212   11.80   75.0    2.1332    0.0271    0.87 9000.00 9000.00   32.88    0.6400 9000.00000 9000.00000 9000.000
   120  783.04    2.246   11.60   75.0    2.1332    0.0272    0.94 9000.00 9000.00   32.88    0.6400 9000.00000 9000.00000 9000.000
   130  779.38    2.285   11.30   76.0    2.1333    0.0274    1.02 9000.00 9000.00   32.89    0.6400 9000.00000 9000.00000 9000.000
   140  775.47    2.327   10.80   78.0    2.0978    0.0271    1.10 9000.00 9000.00   32.99    0.6300 9000.00000 9000.00000 9000.000
   150  772.75    2.356   10.70   79.0    2.1340    0.0276    1.16 9000.00 9000.00   32.99    0.6400 9000.00000 9000.00000 9000.000
   160  769.32    2.394   10.40   80.0    2.1340    0.0277    1.24 9000.00 9000.00   32.99    0.6400 9000.00000 9000.00000 9000.000
   170  763.45    2.457    9.90   82.0    2.0985    0.0275    1.37 9000.00 9000.00   33.09    0.6300 9000.00000 9000.00000 9000.000
   180  759.35    2.502    9.50   84.0    2.0986    0.0276    1.46 9000.00 9000.00   33.10    0.6300 9000.00000 9000.00000 9000.000
   190  754.77    2.553    9.10   86.0    2.0986    0.0278    1.56 9000.00 9000.00   33.10    0.6300 9000.00000 9000.00000 9000.000
   200  750.04    2.605    8.80   86.0    2.0986    0.0280    1.66 9000.00 9000.00   33.10    0.6300 9000.00000 9000.00000 9000.000
   210  745.49    2.655    8.60   86.0    2.0992    0.0282    1.76 9000.00 9000.00   33.20    0.6300 9000.00000 9000.00000 9000.000
   220  740.69    2.709    8.40   86.0    2.0992    0.0283    1.87 9000.00 9000.00   33.20    0.6300 9000.00000 9000.00000 9000.000
   230  736.17    2.759    9.10   79.0    2.1717    0.0295    1.97 9000.00 9000.00   33.21    0.6500 9000.00000 9000.00000 9000.000
   240  731.23    2.815   10.90   68.0    2.2803    0.0312    2.09 9000.00 9000.00   33.21    0.6800 9000.00000 9000.00000 9000.000
   250  728.42    2.848   11.00   64.0    2.3534    0.0323    2.16 9000.00 9000.00   33.31    0.7000 9000.00000 9000.00000 9000.000
   260  724.90    2.888   11.00   62.0    2.3534    0.0325    2.25 9000.00 9000.00   33.31    0.7000 9000.00000 9000.00000 9000.000
   270  721.50    2.927   10.70   62.0    2.3172    0.0321    2.34 9000.00 9000.00   33.31    0.6900 9000.00000 9000.00000 9000.000
   280  718.19    2.966   10.50   61.0    2.3535    0.0328    2.42 9000.00 9000.00   33.32    0.7000 9000.00000 9000.00000 9000.000
   290  715.02    3.003   10.40   61.0    2.3543    0.0329    2.50 9000.00 9000.00   33.42    0.7000 9000.00000 9000.00000 9000.000
   300  711.95    3.038   10.10   61.0    2.3905    0.0336    2.58 9000.00 9000.00   33.42    0.7100 9000.00000 9000.00000 9000.000
   310  708.52    3.079    9.80   61.0    2.3905    0.0337    2.68 9000.00 9000.00   33.42    0.7100 9000.00000 9000.00000 9000.000
   320  705.24    3.117    9.50   62.0    2.3551    0.0334    2.76 9000.00 9000.00   33.52    0.7000 9000.00000 9000.00000 9000.000
   330  702.03    3.155    9.30   61.0    2.3913    0.0341    2.85 9000.00 9000.00   33.52    0.7100 9000.00000 9000.00000 9000.000
   340  698.28    3.199    9.10   61.0    2.3913    0.0342    2.95 9000.00 9000.00   33.52    0.7100 9000.00000 9000.00000 9000.000
   350  694.40    3.246    8.80   61.0    2.3914    0.0344    3.05 9000.00 9000.00   33.53    0.7100 9000.00000 9000.00000 9000.000
   360  690.75    3.289    8.40   62.0    2.4284    0.0352    3.15 9000.00 9000.00   33.63    0.7200 9000.00000 9000.00000 9000.000
   370  686.92    3.335    8.10   64.0    2.4646    0.0359    3.26 9000.00 9000.00   33.63    0.7300 9000.00000 9000.00000 9000.000
   380  682.26    3.391    7.90   62.0    2.5009    0.0367    3.40 9000.00 9000.00   33.63    0.7400 9000.00000 9000.00000 9000.000
   390  678.99    3.431    8.00   59.0    2.5742    0.0379    3.49 9000.00 9000.00   33.73    0.7600 9000.00000 9000.00000 9000.000
   400  675.76    3.470    8.10   57.0    2.5743    0.0381    3.59 9000.00 9000.00   33.74    0.7600 9000.00000 9000.00000 9000.000
   410  672.98    3.504    8.00   57.0    2.5743    0.0383    3.67 9000.00 9000.00   33.74    0.7600 9000.00000 9000.00000 9000.000
   420  670.52    3.535    7.70   57.0    2.6114    0.0389    3.75 9000.00 9000.00   33.84    0.7700 9000.00000 9000.00000 9000.000
   430  667.43    3.573    7.40   57.0    2.6477    0.0397    3.84 9000.00 9000.00   33.84    0.7800 9000.00000 9000.00000 9000.000
   440  664.17    3.613    7.20   54.0    2.7203    0.0410    3.95 9000.00 9000.00   33.84    0.8000 9000.00000 9000.00000 9000.000
   450  660.53    3.658    6.90   56.0    2.7564    0.0417    4.07 9000.00 9000.00   33.84    0.8100 9000.00000 9000.00000 9000.000
   460  657.70    3.694    6.60   57.0    2.7565    0.0419    4.16 9000.00 9000.00   33.85    0.8100 9000.00000 9000.00000 9000.000
   470  654.36    3.735    6.20   57.0    2.7203    0.0416    4.27 9000.00 9000.00   33.85    0.8000 9000.00000 9000.00000 9000.000
   480  649.96    3.791    5.60   60.0    2.6849    0.0413    4.41 9000.00 9000.00   33.95    0.7900 9000.00000 9000.00000 9000.000
   490  646.58    3.833    5.40   61.0    2.6849    0.0415    4.52 9000.00 9000.00   33.95    0.7900 9000.00000 9000.00000 9000.000
   500  643.41    3.874    5.00   62.0    2.6124    0.0406    4.63 9000.00 9000.00   33.95    0.7700 9000.00000 9000.00000 9000.000
   510  640.48    3.911    4.70   65.0    2.6486    0.0414    4.72 9000.00 9000.00   33.95    0.7800 9000.00000 9000.00000 9000.000
   520  636.94    3.956    4.40   67.0    2.6124    0.0410    4.84 9000.00 9000.00   33.96    0.7700 9000.00000 9000.00000 9000.000
   530  633.84    3.996    4.30   66.0    2.6133    0.0412    4.94 9000.00 9000.00   34.06    0.7700 9000.00000 9000.00000 9000.000
   540  631.10    4.031    3.90   66.0    2.5770    0.0408    5.03 9000.00 9000.00   34.06    0.7600 9000.00000 9000.00000 9000.000
   550  628.41    4.066    3.60   68.0    2.6133    0.0416    5.11 9000.00 9000.00   34.06    0.7700 9000.00000 9000.00000 9000.000
   560  625.19    4.108    3.20   70.0    2.6141    0.0418    5.22 9000.00 9000.00   34.16    0.7700 9000.00000 9000.00000 9000.000
   570  621.82    4.151    2.90   69.0    2.5779    0.0415    5.33 9000.00 9000.00   34.17    0.7600 9000.00000 9000.00000 9000.000
   580  619.22    4.185    2.80   66.0    2.5779    0.0416    5.42 9000.00 9000.00   34.17    0.7600 9000.00000 9000.00000 9000.000
   590  616.57    4.220    2.60   66.0    2.5779    0.0418    5.50 9000.00 9000.00   34.17    0.7600 9000.00000 9000.00000 9000.000
   600  614.16    4.252    2.40   67.0    2.5788    0.0420    5.58 9000.00 9000.00   34.27    0.7600 9000.00000 9000.00000 9000.000
   610  611.43    4.288    2.30   64.0    2.6150    0.0428    5.67 9000.00 9000.00   34.27    0.7700 9000.00000 9000.00000 9000.000
   620  608.97    4.320    2.30   60.0    2.6877    0.0441    5.76 9000.00 9000.00   34.27    0.7900 9000.00000 9000.00000 9000.000
   630  606.21    4.357    2.10   56.0    2.7249    0.0449    5.86 9000.00 9000.00   34.37    0.8000 9000.00000 9000.00000 9000.000
   640  603.58    4.392    1.90   58.0    2.7250    0.0451    5.95 9000.00 9000.00   34.38    0.8000 9000.00000 9000.00000 9000.000
   650  601.17    4.424    1.80   57.0    2.7613    0.0459    6.04 9000.00 9000.00   34.38    0.8100 9000.00000 9000.00000 9000.000
   660  597.99    4.467    1.70   58.0    2.6887    0.0450    6.15 9000.00 9000.00   34.38    0.7900 9000.00000 9000.00000 9000.000
   670  595.46    4.501    1.60   57.0    2.6523    0.0445    6.24 9000.00 9000.00   34.38    0.7800 9000.00000 9000.00000 9000.000
   680  592.59    4.540    1.40   53.0    2.6532    0.0448    6.34 9000.00 9000.00   34.48    0.7800 9000.00000 9000.00000 9000.000
   690  588.62    4.594    0.90   53.0    2.6532    0.0451    6.48 9000.00 9000.00   34.48    0.7800 9000.00000 9000.00000 9000.000
   700  584.33    4.653    0.50   55.0    2.6532    0.0454    6.63 9000.00 9000.00   34.49    0.7800 9000.00000 9000.00000 9000.000
   710  581.32    4.695    0.20   57.0    2.6532    0.0456    6.74 9000.00 9000.00   34.49    0.7800 9000.00000 9000.00000 9000.000
   720  577.74    4.744   -0.10   59.0    2.6532    0.0459    6.87 9000.00 9000.00   34.49    0.7800 9000.00000 9000.00000 9000.000
   730  574.87    4.784   -0.20   58.0    2.6532    0.0462    6.98 9000.00 9000.00   34.49    0.7800 9000.00000 9000.00000 9000.000
   740  572.53    4.817   -0.50   57.0    2.6170    0.0457    7.06 9000.00 9000.00   34.49    0.7700 9000.00000 9000.00000 9000.000
   750  570.03    4.852   -0.70   57.0    2.6171    0.0459    7.15 9000.00 9000.00   34.50    0.7700 9000.00000 9000.00000 9000.000
   760  567.41    4.889   -1.00   58.0    2.5807    0.0455    7.25 9000.00 9000.00   34.50    0.7600 9000.00000 9000.00000 9000.000
   770  565.00    4.923   -1.20   59.0    2.5807    0.0457    7.33 9000.00 9000.00   34.50    0.7600 9000.00000 9000.00000 9000.000
   780  562.74    4.954   -1.50   60.0    2.5815    0.0459    7.41 9000.00 9000.00   34.60    0.7600 9000.00000 9000.00000 9000.000
   790  560.17    4.991   -1.80   60.0    2.5815    0.0461    7.51 9000.00 9000.00   34.60    0.7600 9000.00000 9000.00000 9000.000
   800  557.62    5.027   -2.00   58.0    2.5815    0.0463    7.60 9000.00 9000.00   34.60    0.7600 9000.00000 9000.00000 9000.000
   810  554.20    5.076   -2.40   65.0    2.5460    0.0459    7.73 9000.00 9000.00   34.71    0.7500 9000.00000 9000.00000 9000.000
   820  550.76    5.126   -2.70   62.0    2.5460    0.0462    7.85 9000.00 9000.00   34.71    0.7500 9000.00000 9000.00000 9000.000
