36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20060524
Launch Time (UT)                  : 08:20:00
Burst Pressure (hPa)              : 7.65
Integrated O3 to end of data (DU) : 222.39
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 510106410
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z4681
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.810
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.99    1.800   20.50   43.0    1.6428    0.0199    0.00 9000.00 9000.00   31.97    0.5100 9000.00000 9000.00000 9000.000
    10  826.87    1.801   20.30   41.0    1.5699    0.0190    0.00 9000.00 9000.00   31.67    0.4900 9000.00000 9000.00000 9000.000
    20  826.78    1.802   19.80   42.0    1.6056    0.0194    0.00 9000.00 9000.00   31.67    0.5000 9000.00000 9000.00000 9000.000
    30  826.80    1.802   20.10   42.0    1.6071    0.0194    0.00 9000.00 9000.00   31.97    0.5000 9000.00000 9000.00000 9000.000
    40  826.81    1.802   19.90   41.0    1.6077    0.0194    0.00 9000.00 9000.00   32.07    0.5000 9000.00000 9000.00000 9000.000
    50  826.95    1.800   19.80   42.0    1.6077    0.0194    0.00 9000.00 9000.00   32.07    0.5000 9000.00000 9000.00000 9000.000
    60  827.01    1.800   19.70   43.0    1.6434    0.0199   -0.00 9000.00 9000.00   32.07    0.5100 9000.00000 9000.00000 9000.000
    70  826.99    1.800   20.10   43.0    1.6802    0.0203   -0.00 9000.00 9000.00   32.27    0.5200 9000.00000 9000.00000 9000.000
    80  827.00    1.800   20.10   41.0    1.6445    0.0199   -0.00 9000.00 9000.00   32.27    0.5100 9000.00000 9000.00000 9000.000
    90  827.01    1.800   19.90   42.0    1.6451    0.0199   -0.00 9000.00 9000.00   32.37    0.5100 9000.00000 9000.00000 9000.000
   100  826.98    1.800   19.90   43.0    1.6451    0.0199    0.00 9000.00 9000.00   32.37    0.5100 9000.00000 9000.00000 9000.000
   110  827.10    1.799   20.00   44.0    1.6092    0.0195   -0.00 9000.00 9000.00   32.37    0.5000 9000.00000 9000.00000 9000.000
   120  827.02    1.800   20.30   43.0    1.6098    0.0195   -0.00 9000.00 9000.00   32.47    0.5000 9000.00000 9000.00000 9000.000
