36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20110706
Launch Time (UT)                  : 07:31:32
Burst Pressure (hPa)              : 9.29
Integrated O3 to end of data (DU) : 210.18
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : G2433256
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z18364
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.310
Flowrate Correction (%)           : 2.11
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.20    1.800   17.00   85.0    1.3595    0.0165    0.00    0.00    0.00   36.95    0.3900   36.75900   -1.30200 9000.000
     2  824.21    1.810   15.72   63.0    1.3596    0.0165    0.01   82.00    1.10   36.97    0.3900   36.75900   -1.30200 9000.000
     4  823.07    1.822   15.65   66.0    1.3596    0.0165    0.03   93.00    1.40   36.97    0.3900   36.75900   -1.30200 9000.000
     6  821.90    1.834   15.62   69.0    1.3597    0.0165    0.04   89.00    1.40   36.98    0.3900   36.75900   -1.30200 9000.000
     8  820.63    1.847   15.47   70.0    1.3597    0.0166    0.06   88.00    1.40   36.98    0.3900   36.75900   -1.30200 9000.000
    10  819.30    1.861   15.33   71.0    1.3596    0.0166    0.08   87.00    1.40   36.97    0.3900   36.75900   -1.30200 9000.000
    12  817.87    1.876   15.27   72.0    1.3996    0.0171    0.10   87.00    1.40   36.96    0.4000   36.75900   -1.30200 9000.000
    14  816.41    1.891   15.27   73.0    1.3996    0.0171    0.12   88.00    1.30   36.96    0.4000   36.75900   -1.30200 9000.000
    16  814.94    1.906   15.29   74.0    1.4395    0.0177    0.14   90.00    1.30   36.95    0.4100   36.75900   -1.30200 9000.000
    18  813.55    1.921   15.08   74.0    1.4395    0.0177    0.16   93.00    1.20   36.94    0.4100   36.75900   -1.30200 9000.000
    20  812.32    1.934   14.90   74.0    1.4394    0.0177    0.17   97.00    1.20   36.93    0.4100   36.75900   -1.30200 9000.000
    22  811.08    1.947   14.83   75.0    1.4394    0.0177    0.19  102.00    1.10   36.92    0.4100   36.75900   -1.30200 9000.000
