36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 16 January, 2018
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20171115
Launch Time (UT)                  : 07:05:50
Burst Pressure (hPa)              : 8.06
Integrated O3 to end of data (DU) : 203.10
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N1423308
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z28397
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.200
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.10    1.800   18.00   78.0    2.5220    0.0306    0.00   80.00    3.90   29.70    0.6900   -1.30180   36.75930 9000.000
     2  822.98    1.812   17.93   58.0    2.5615    0.0311    0.03   74.00    1.90   29.71    0.7000   -1.30180   36.75900 9000.000
     4  821.54    1.827   17.68   60.0    2.5615    0.0312    0.06   72.00    2.10   29.72    0.7000   -1.30180   36.75900 9000.000
     6  819.91    1.844   17.39   61.0    2.5615    0.0312    0.10   70.00    2.50   29.72    0.7000   -1.30180   36.75900 9000.000
     8  818.21    1.861   17.16   62.0    2.5615    0.0313    0.14   69.00    2.90   29.72    0.7000   -1.30180   36.75890 9000.000
    10  816.64    1.878   17.02   63.0    2.5615    0.0314    0.18   67.00    3.20   29.71    0.7000   -1.30190   36.75880 9000.000
    12  815.15    1.893   16.88   63.0    2.5615    0.0314    0.22   66.00    3.60   29.71    0.7000   -1.30190   36.75870 9000.000
    14  813.85    1.907   16.61   64.0    2.5615    0.0315    0.25   65.00    4.10   29.71    0.7000   -1.30200   36.75870 9000.000
    16  812.58    1.920   16.43   65.0    2.5615    0.0315    0.28   64.00    4.50   29.71    0.7000   -1.30190   36.75880 9000.000
    18  811.05    1.936   16.22   66.0    2.6009    0.0321    0.32   63.00    5.00   29.71    0.7100   -1.30200   36.75870 9000.000
    20  809.64    1.951   16.06   67.0    2.6008    0.0321    0.36   62.00    5.40   29.70    0.7100   -1.30200   36.75860 9000.000
    22  808.37    1.965   15.96   67.0    2.6008    0.0322    0.39   61.00    5.90   29.70    0.7100   -1.30210   36.75840 9000.000
