36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 14 June, 2018
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20171213
Launch Time (UT)                  : 08:22:33
Burst Pressure (hPa)              : 8.14
Integrated O3 to end of data (DU) : 201.25
Radiosonde                        : OIF-92
Radiosonde Serial Number          : N1423858
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z28414
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.90    1.800   19.60   60.0    2.9351    0.0356    0.00    0.00    1.20   36.81    0.7900   -1.30180   36.75930 9000.000
     2  824.27    1.807   19.42   47.0    2.9748    0.0361    0.02   65.00    2.10   36.82    0.8000   -1.30190   36.75910 9000.000
     4  823.45    1.815   19.18   49.0    2.9748    0.0361    0.04   75.00    2.40   36.82    0.8000   -1.30190   36.75900 9000.000
     6  822.27    1.827   18.84   50.0    2.9747    0.0362    0.07   73.00    2.70   36.81    0.8000   -1.30180   36.75900 9000.000
     8  820.89    1.842   18.44   51.0    2.9350    0.0358    0.11   74.00    2.90   36.80    0.7900   -1.30180   36.75890 9000.000
    10  819.77    1.854   18.26   51.0    2.9349    0.0358    0.15   75.00    3.20   36.79    0.7900   -1.30180   36.75890 9000.000
    12  818.75    1.864   18.30   53.0    2.9347    0.0358    0.17   76.00    3.30   36.77    0.7900   -1.30200   36.75880 9000.000
    14  817.61    1.876   18.19   54.0    2.9346    0.0359    0.21   77.00    3.50   36.76    0.7900   -1.30200   36.75870 9000.000
    16  816.51    1.888   17.94   54.0    2.9741    0.0364    0.24   79.00    3.60   36.74    0.8000   -1.30200   36.75860 9000.000
    18  815.33    1.900   17.67   54.0    2.9739    0.0365    0.27   80.00    3.70   36.72    0.8000   -1.30190   36.75850 9000.000
    20  814.25    1.911   17.48   55.0    2.9739    0.0365    0.30   82.00    3.80   36.72    0.8000   -1.30190   36.75850 9000.000
    22  813.46    1.920   17.45   55.0    3.0134    0.0370    0.33   83.00    3.80   36.71    0.8100   -1.30200   36.75840 9000.000
    24  812.46    1.930   17.49   56.0    3.0134    0.0371    0.36   84.00    3.80   36.71    0.8100   -1.30210   36.75840 9000.000
    26  811.31    1.942   17.39   56.0    3.0530    0.0376    0.39   85.00    3.90   36.70    0.8200   -1.30210   36.75830 9000.000
    28  810.14    1.955   17.21   57.0    3.0530    0.0377    0.42   86.00    3.90   36.70    0.8200   -1.30210   36.75820 9000.000
    30  808.95    1.967   17.01   57.0    3.0926    0.0382    0.46   86.00    4.00   36.70    0.8300   -1.30200   36.75810 9000.000
    32  807.77    1.980   16.85   57.0    3.0926    0.0383    0.50   86.00    4.10   36.70    0.8300   -1.30200   36.75810 9000.000
    34  806.62    1.992   16.74   58.0    3.0926    0.0383    0.53   84.00    4.10   36.70    0.8300   -1.30190   36.75800 9000.000
    36  805.49    2.004   16.60   58.0    3.1324    0.0389    0.56   83.00    4.30   36.71    0.8400   -1.30190   36.75800 9000.000
    38  804.25    2.017   16.43   59.0    3.1324    0.0389    0.60   80.00    4.40   36.71    0.8400   -1.30190   36.75790 9000.000
    40  802.90    2.031   16.28   59.0    3.1324    0.0390    0.64   78.00    4.50   36.71    0.8400   -1.30200   36.75790 9000.000
    42  801.74    2.044   16.16   59.0    3.1720    0.0396    0.68   75.00    4.60   36.71    0.8500   -1.30200   36.75770 9000.000
    44  800.65    2.055   16.04   60.0    3.1720    0.0396    0.71   72.00    4.80   36.71    0.8500   -1.30200   36.75760 9000.000
    46  799.46    2.068   15.80   60.0    3.1720    0.0397    0.75   68.00    4.90   36.71    0.8500   -1.30200   36.75750 9000.000
    48  798.30    2.080   15.62   61.0    3.1719    0.0397    0.79   65.00    5.00   36.70    0.8500   -1.30200   36.75740 9000.000
    50  797.21    2.092   15.57   61.0    3.1718    0.0398    0.82   62.00    5.10   36.69    0.8500   -1.30210   36.75740 9000.000
    52  796.04    2.104   15.50   62.0    3.1717    0.0398    0.86   59.00    5.20   36.68    0.8500   -1.30220   36.75730 9000.000
    54  794.87    2.117   15.44   62.0    3.1321    0.0394    0.90   57.00    5.20   36.68    0.8400   -1.30230   36.75720 9000.000
    56  793.70    2.129   15.39   62.0    3.1321    0.0395    0.93   54.00    5.30   36.68    0.8400   -1.30230   36.75700 9000.000
    58  792.57    2.141   15.29   63.0    3.1321    0.0395    0.97   52.00    5.30   36.68    0.8400   -1.30240   36.75700 9000.000
    60  791.51    2.153   15.17   63.0    3.1320    0.0396    1.00   50.00    5.30   36.67    0.8400   -1.30240   36.75700 9000.000
    62  790.49    2.164   15.04   63.0    3.1320    0.0396    1.03   48.00    5.30   36.67    0.8400   -1.30250   36.75700 9000.000
