36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:10 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240306
Launch Time (UT)                  : 09:46:20
Burst Pressure (hPa)              : 7.53
Integrated O3 to end of data (DU) : 184.96
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5010390
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37037
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 32.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.00    1.790   25.40   56.0    2.3828    0.0289    0.00   90.00    4.00   40.10    0.5900   -1.30000   36.76000    1.780
     1  824.72    1.793   24.29   52.0    2.4261    0.0294    0.01   69.61    3.10   40.10    0.6000   -1.30000   36.76000    1.780
     2  824.29    1.797   23.86   53.0    2.4262    0.0294    0.02   60.08    3.05   40.11    0.6000   -1.30000   36.76000    1.790
     3  823.84    1.802   23.40   55.0    2.4262    0.0294    0.03   57.94    3.20   40.11    0.6000   -1.30000   36.76000    1.790
     4  823.39    1.807   22.99   56.0    2.4262    0.0295    0.04   59.37    3.41   40.12    0.6000   -1.30000   36.76000    1.800
     5  823.13    1.810   22.69   56.0    2.4262    0.0295    0.04   61.53    3.65   40.12    0.6000   -1.30000   36.76000    1.800
     6  822.83    1.813   22.55   57.0    2.4697    0.0300    0.05   63.44    3.88   40.13    0.6100   -1.30000   36.76000    1.800
     7  822.38    1.817   22.54   57.0    2.4697    0.0300    0.06   65.01    4.09   40.14    0.6100   -1.30000   36.76000    1.810
     8  821.94    1.822   22.49   57.0    2.4697    0.0300    0.07   66.42    4.29   40.14    0.6100   -1.30000   36.76000    1.810
     9  821.39    1.828   22.36   57.0    2.4698    0.0301    0.08   67.83    4.49   40.15    0.6100   -1.30000   36.76000    1.820
    10  820.69    1.835   22.27   57.0    2.4698    0.0301    0.10   69.26    4.67   40.15    0.6100   -1.30000   36.76000    1.820
