36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:39 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240425
Launch Time (UT)                  : 08:01:12
Burst Pressure (hPa)              : 6.94
Integrated O3 to end of data (DU) : 204.80
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4250883
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37016
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 31.000
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  821.95    1.790   23.90   76.0    1.4804    0.0180    0.00  200.00    1.70   34.73    0.4000   -1.30000   36.76000    1.780
     1  821.76    1.792   22.37   75.0    1.4804    0.0180    0.00  192.89    0.68   34.73    0.4000   -1.30000   36.76000    1.780
     2  821.43    1.795   22.28   75.0    1.4804    0.0180    0.01  186.77    0.34   34.74    0.4000   -1.30000   36.76000    1.780
     3  821.02    1.800   22.16   79.0    1.5630    0.0190    0.01  238.61    1.45   34.80    0.4200   -1.30000   36.76000    1.790
     4  820.41    1.806   22.02   79.0    1.5630    0.0191    0.02  239.90    1.56   34.80    0.4200   -1.30000   36.76000    1.790
     5  820.04    1.810   21.93   79.0    1.5630    0.0191    0.03  241.08    1.67   34.81    0.4200   -1.30000   36.76000    1.800
     6  819.98    1.811   21.90   78.0    1.5630    0.0191    0.03  242.18    1.77   34.81    0.4200   -1.30000   36.76000    1.800
     7  819.80    1.813   21.82   75.0    1.6043    0.0196    0.03  244.13    1.96   34.83    0.4300   -1.30000   36.76000    1.800
     8  819.41    1.817   21.73   75.0    1.6043    0.0196    0.04  245.00    2.06   34.83    0.4300   -1.30000   36.76000    1.800
     9  819.14    1.820   21.64   75.0    1.6043    0.0196    0.04  245.80    2.14   34.83    0.4300   -1.30000   36.76000    1.810
    10  818.94    1.822   21.57   76.0    1.6043    0.0196    0.05  246.51    2.23   34.84    0.4300   -1.30000   36.76000    1.810
    11  818.29    1.829   21.47   76.0    1.6043    0.0196    0.06  247.14    2.31   34.84    0.4300   -1.30000   36.76000    1.820
    12  817.39    1.838   21.37   76.0    1.6043    0.0196    0.07  247.67    2.39   34.84    0.4300   -1.30000   36.76000    1.830
    13  816.82    1.844   21.31   77.0    1.6455    0.0201    0.08  248.11    2.47   34.85    0.4400   -1.30000   36.76000    1.830
    14  816.60    1.847   21.25   77.0    1.6455    0.0202    0.08  248.45    2.55   34.85    0.4400   -1.30000   36.76000    1.840
    15  816.17    1.851   21.20   77.0    1.6456    0.0202    0.09  248.68    2.62   34.86    0.4400   -1.30000   36.76000    1.840
    16  815.54    1.858   21.17   77.0    1.6456    0.0202    0.10  248.80    2.70   34.86    0.4400   -1.30000   36.76000    1.850
    17  814.99    1.864   21.18   77.0    1.6456    0.0202    0.11  248.82    2.77   34.86    0.4400   -1.30000   36.76000    1.850
    18  814.50    1.869   21.22   76.0    1.6456    0.0202    0.11  248.76    2.84   34.86    0.4400   -1.30000   36.76000    1.860
    19  813.96    1.875   21.23   76.0    1.6456    0.0202    0.12  248.61    2.91   34.87    0.4400   -1.30000   36.76000    1.860
    20  813.35    1.881   21.21   76.0    1.6456    0.0202    0.13  248.39    2.98   34.87    0.4400   -1.30000   36.76000    1.870
    21  812.77    1.888   21.17   76.0    1.6456    0.0202    0.14  248.12    3.05   34.87    0.4400   -1.30000   36.76000    1.880
    22  812.16    1.894   21.14   76.0    1.6456    0.0203    0.15  247.78    3.11   34.87    0.4400   -1.30000   36.76000    1.880
    23  811.58    1.900   21.11   76.0    1.6457    0.0203    0.16  247.40    3.17   34.88    0.4400   -1.30000   36.76000    1.890
    24  811.15    1.905   21.08   76.0    1.6457    0.0203    0.17  246.98    3.24   34.88    0.4400   -1.30000   36.76000    1.890
    25  810.82    1.908   21.04   76.0    1.6868    0.0208    0.17  246.51    3.30   34.88    0.4500   -1.30000   36.76000    1.900
    26  810.38    1.913   21.02   77.0    1.6869    0.0208    0.18  246.01    3.35   34.89    0.4500   -1.30000   36.76000    1.900
    27  809.84    1.919   21.01   77.0    1.6869    0.0208    0.19  245.47    3.40   34.89    0.4500   -1.30000   36.76000    1.910
    28  809.37    1.924   21.00   78.0    1.6869    0.0208    0.20  244.92    3.45   34.89    0.4500   -1.30000   36.76000    1.910
    29  808.99    1.928   20.95   78.0    1.6869    0.0209    0.20  244.35    3.50   34.89    0.4500   -1.30000   36.76000    1.920
    30  808.56    1.933   20.88   78.0    1.6869    0.0209    0.21  243.78    3.53   34.90    0.4500   -1.30000   36.76000    1.920
    31  808.08    1.938   20.81   78.0    1.6869    0.0209    0.22  243.20    3.57   34.90    0.4500   -1.30000   36.76000    1.930
