36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:15:15 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240710
Launch Time (UT)                  : 07:53:49
Burst Pressure (hPa)              : 7.08
Integrated O3 to end of data (DU) : 220.84
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4310331
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z43026
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.60    1.790   17.00   80.0    1.9604    0.0237    0.00    0.00    0.00   33.26    0.5400   -1.30000   36.76000    1.780
     1  825.60    1.800   17.20   82.0    1.9996    0.0242    0.02   41.42    0.65   33.26    0.5500   -1.30000   36.76000    1.790
     2  825.11    1.805   16.95   83.0    2.0781    0.0252    0.03   40.88    0.94   33.27    0.5700   -1.30000   36.76000    1.790
     3  824.70    1.809   16.84   84.0    2.1565    0.0261    0.04   40.27    1.07   33.27    0.5900   -1.30000   36.76000    1.800
     4  824.29    1.814   16.77   83.0    2.1565    0.0262    0.05   39.58    1.12   33.27    0.5900   -1.30000   36.76000    1.800
     5  823.80    1.819   16.69   83.0    2.1565    0.0262    0.06   38.88    1.17   33.27    0.5900   -1.30000   36.76000    1.810
     6  823.32    1.824   16.62   83.0    2.1565    0.0262    0.07   38.22    1.21   33.27    0.5900   -1.30000   36.76000    1.810
     7  822.85    1.829   16.57   83.0    2.1958    0.0267    0.08   37.64    1.27   33.28    0.6000   -1.30000   36.76000    1.820
     8  822.34    1.834   16.53   83.0    2.1958    0.0267    0.09   37.12    1.32   33.28    0.6000   -1.30000   36.76000    1.820
     9  821.78    1.840   16.49   83.0    2.1958    0.0267    0.10   36.67    1.38   33.28    0.6000   -1.30000   36.76000    1.830
    10  821.31    1.845   16.44   83.0    2.2743    0.0277    0.11   36.31    1.44   33.28    0.6200   -1.30000   36.76000    1.830
    11  820.89    1.849   16.40   83.0    2.2743    0.0277    0.12   36.04    1.50   33.29    0.6200   -1.30000   36.76000    1.840
    12  820.51    1.853   16.36   83.0    2.2743    0.0277    0.13   35.89    1.56   33.29    0.6200   -1.30000   36.76000    1.840
    13  820.13    1.857   16.31   83.0    2.3135    0.0282    0.13   35.87    1.62   33.29    0.6300   -1.30000   36.76000    1.850
    14  819.65    1.862   16.26   84.0    2.3135    0.0282    0.14   35.98    1.68   33.29    0.6300   -1.30000   36.76000    1.850
    15  819.20    1.867   16.21   84.0    2.3528    0.0287    0.15   36.22    1.75   33.29    0.6400   -1.30000   36.76000    1.860
    16  818.75    1.871   16.17   84.0    2.3528    0.0287    0.16   36.60    1.81   33.30    0.6400   -1.30000   36.76000    1.860
    17  818.23    1.877   16.12   84.0    2.3528    0.0288    0.18   37.09    1.88   33.30    0.6400   -1.30000   36.76000    1.870
    18  817.67    1.883   16.08   84.0    2.3921    0.0293    0.19   37.68    1.95   33.30    0.6500   -1.30000   36.76000    1.870
    19  817.15    1.888   16.03   84.0    2.4313    0.0298    0.20   38.36    2.03   33.30    0.6600   -1.30000   36.76000    1.880
    20  816.65    1.893   15.98   85.0    2.4313    0.0298    0.21   39.11    2.10   33.30    0.6600   -1.30000   36.76000    1.880
    21  816.13    1.898   15.92   85.0    2.4705    0.0303    0.23   39.92    2.18   33.30    0.6700   -1.30000   36.76000    1.890
    22  815.57    1.904   15.87   85.0    2.4706    0.0303    0.24   40.79    2.25   33.31    0.6700   -1.30000   36.76000    1.890
    23  815.02    1.910   15.81   85.0    2.5098    0.0308    0.25   41.71    2.33   33.31    0.6800   -1.30000   36.76000    1.900
    24  814.55    1.915   15.75   86.0    2.5098    0.0308    0.26   42.67    2.40   33.31    0.6800   -1.30000   36.76000    1.900
    25  814.15    1.919   15.70   86.0    2.5098    0.0308    0.27   43.66    2.48   33.31    0.6800   -1.30000   36.76000    1.910
    26  813.80    1.923   15.66   86.0    2.5098    0.0308    0.28   44.68    2.55   33.31    0.6800   -1.30000   36.76000    1.910
    27  813.50    1.926   15.62   87.0    2.5490    0.0313    0.29   45.71    2.62   33.31    0.6900   -1.30000   36.76000    1.920
    28  813.22    1.929   15.58   87.0    2.5490    0.0313    0.30   46.73    2.69   33.31    0.6900   -1.30000   36.76000    1.920
    29  812.83    1.933   15.55   87.0    2.5882    0.0318    0.31   47.73    2.75   33.31    0.7000   -1.30000   36.76000    1.920
    30  812.40    1.938   15.51   87.0    2.5882    0.0319    0.32   48.69    2.81   33.31    0.7000   -1.30000   36.76000    1.930
    31  811.96    1.942   15.48   87.0    2.5882    0.0319    0.33   49.61    2.87   33.31    0.7000   -1.30000   36.76000    1.930
    32  811.51    1.947   15.44   87.0    2.5883    0.0319    0.34   50.48    2.91   33.32    0.7000   -1.30000   36.76000    1.940
    33  811.07    1.952   15.40   88.0    2.6275    0.0324    0.35   51.29    2.95   33.32    0.7100   -1.30000   36.76000    1.940
    34  810.64    1.956   15.35   88.0    2.6275    0.0324    0.36   52.05    2.98   33.32    0.7100   -1.30000   36.76000    1.950
    35  810.25    1.960   15.30   88.0    2.6275    0.0324    0.37   52.77    3.00   33.32    0.7100   -1.30000   36.76000    1.950
    36  809.91    1.964   15.25   89.0    2.6275    0.0324    0.38   53.43    3.00   33.32    0.7100   -1.30000   36.76000    1.950
