36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20100630
Launch Time (UT)                  : 06:24:01
Burst Pressure (hPa)              : 50.05
Integrated O3 to end of data (DU) : 37.87
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : D2434525
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z15724
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.500
Flowrate Correction (%)           : 0.77
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.10    1.800   15.60   72.0    2.1765    0.0263    0.00    0.00    0.00   30.12    0.6300   36.75900   -1.30200 9000.000
     2  825.72    1.804   15.41   70.0    2.1765    0.0264    0.01  144.00    1.50   30.12    0.6300   36.75900   -1.30200 9000.000
     4  825.20    1.809   15.11   71.0    2.2141    0.0268    0.02  160.00    1.80   30.13    0.6400   36.75900   -1.30200 9000.000
     6  824.09    1.821   14.89   73.0    2.2142    0.0269    0.04  159.00    2.00   30.14    0.6400   36.75900   -1.30200 9000.000
     8  822.80    1.834   14.81   74.0    2.2142    0.0269    0.07  163.00    2.20   30.14    0.6400   36.75900   -1.30200 9000.000
    10  821.45    1.848   14.75   74.0    2.2142    0.0270    0.10  166.00    2.40   30.14    0.6400   36.75900   -1.30200 9000.000
    12  820.21    1.861   14.62   75.0    2.2141    0.0270    0.12  170.00    2.50   30.13    0.6400   36.75900   -1.30200 9000.000
    14  819.23    1.871   14.54   75.0    2.2516    0.0275    0.15  173.00    2.60   30.12    0.6500   36.75900   -1.30100 9000.000
    16  818.38    1.880   14.49   76.0    2.2515    0.0275    0.16  177.00    2.70   30.11    0.6500   36.75900   -1.30100 9000.000
    18  817.54    1.888   14.38   76.0    2.2515    0.0275    0.18  180.00    2.70   30.11    0.6500   36.75900   -1.30100 9000.000
    20  816.80    1.896   14.31   76.0    2.2889    0.0280    0.20  182.00    2.70   30.10    0.6600   36.75900   -1.30100 9000.000
    22  816.07    1.903   14.23   76.0    2.2889    0.0280    0.22  185.00    2.70   30.09    0.6600   36.75900   -1.30100 9000.000
    24  815.22    1.912   14.13   76.0    2.2888    0.0281    0.23  188.00    2.70   30.08    0.6600   36.75900   -1.30100 9000.000
    26  814.30    1.922   14.06   77.0    2.3263    0.0286    0.25  191.00    2.60   30.08    0.6700   36.75900   -1.30100 9000.000
    28  813.23    1.933   14.01   77.0    2.3263    0.0286    0.28  194.00    2.50   30.08    0.6700   36.75900   -1.30100 9000.000
    30  812.01    1.946   13.90   77.0    2.3638    0.0291    0.31  197.00    2.40   30.08    0.6800   36.75900   -1.30100 9000.000
    32  810.70    1.959   13.74   78.0    2.4013    0.0296    0.34  200.00    2.30   30.08    0.6900   36.75900   -1.30100 9000.000
    34  809.42    1.973   13.63   78.0    2.4014    0.0297    0.37  204.00    2.20   30.09    0.6900   36.75900   -1.30100 9000.000
    36  808.23    1.985   13.50   79.0    2.4014    0.0297    0.39  208.00    2.20   30.09    0.6900   36.75900   -1.30100 9000.000
    38  807.23    1.995   13.41   79.0    2.4014    0.0297    0.42  213.00    2.20   30.09    0.6900   36.75900   -1.30100 9000.000
    40  806.54    2.003   13.37   79.0    2.4014    0.0298    0.43  217.00    2.20   30.09    0.6900   36.75900   -1.30100 9000.000
    42  805.86    2.010   13.34   79.0    2.4013    0.0298    0.45  221.00    2.30   30.08    0.6900   36.75900   -1.30100 9000.000
    44  804.92    2.020   13.25   79.0    2.4014    0.0298    0.47  224.00    2.40   30.09    0.6900   36.75900   -1.30100 9000.000
    46  803.83    2.031   13.08   79.0    2.4014    0.0299    0.50  227.00    2.50   30.09    0.6900   36.75900   -1.30100 9000.000
    48  802.65    2.043   12.92   80.0    2.4014    0.0299    0.53  229.00    2.60   30.09    0.6900   36.75900   -1.30100 9000.000
    50  801.35    2.057   12.78   81.0    2.4014    0.0300    0.56  230.00    2.70   30.09    0.6900   36.75900   -1.30100 9000.000
    52  800.21    2.069   12.70   81.0    2.4015    0.0300    0.58  231.00    2.80   30.10    0.6900   36.75900   -1.30100 9000.000
    54  799.35    2.078   12.67   82.0    2.4015    0.0300    0.60  231.00    2.90   30.10    0.6900   36.75900   -1.30100 9000.000
    56  798.40    2.088   12.59   82.0    2.4014    0.0301    0.63  231.00    3.00   30.09    0.6900   36.75900   -1.30100 9000.000
    58  797.34    2.099   12.48   82.0    2.4014    0.0301    0.65  230.00    3.10   30.09    0.6900   36.76000   -1.30100 9000.000
    60  796.40    2.109   12.42   82.0    2.4389    0.0306    0.67  230.00    3.10   30.08    0.7000   36.75900   -1.30100 9000.000
    62  795.47    2.119   12.32   81.0    2.4388    0.0307    0.70  228.00    3.20   30.07    0.7000   36.75900   -1.30100 9000.000
    64  794.56    2.129   12.18   82.0    2.4387    0.0307    0.72  227.00    3.20   30.06    0.7000   36.76000   -1.30100 9000.000
    66  793.76    2.137   12.13   82.0    2.4386    0.0307    0.74  226.00    3.30   30.05    0.7000   36.76000   -1.30000 9000.000
    68  792.91    2.146   12.13   82.0    2.4385    0.0308    0.76  224.00    3.30   30.04    0.7000   36.76000   -1.30100 9000.000
    70  791.82    2.158   12.06   82.0    2.4385    0.0308    0.79  223.00    3.40   30.04    0.7000   36.76000   -1.30100 9000.000
    72  790.64    2.170   11.87   82.0    2.4385    0.0308    0.81  222.00    3.50   30.03    0.7000   36.76000   -1.30100 9000.000
    74  789.57    2.182   11.72   84.0    2.4384    0.0309    0.84  221.00    3.60   30.02    0.7000   36.76000   -1.30000 9000.000
    76  788.53    2.193   11.61   84.0    2.4383    0.0309    0.87  221.00    3.80   30.01    0.7000   36.76000   -1.30000 9000.000
    78  787.40    2.205   11.50   85.0    2.4382    0.0310    0.89  220.00    3.90   30.00    0.7000   36.76000   -1.30000 9000.000
    80  786.24    2.217   11.46   85.0    2.4382    0.0310    0.92  220.00    4.00   30.00    0.7000   36.76000   -1.30000 9000.000
    82  785.03    2.230   11.37   85.0    2.4382    0.0311    0.95  220.00    4.20   30.00    0.7000   36.76000   -1.30000 9000.000
    84  783.91    2.242   11.28   84.0    2.4382    0.0311    0.98  220.00    4.30   30.00    0.7000   36.76000   -1.30000 9000.000
    86  782.89    2.253   11.17   85.0    2.4383    0.0311    1.00  220.00    4.50   30.01    0.7000   36.76000   -1.30000 9000.000
    88  781.91    2.263   11.05   86.0    2.4383    0.0312    1.03  220.00    4.60   30.01    0.7000   36.76000   -1.30000 9000.000
    90  780.72    2.276   10.95   86.0    2.4382    0.0312    1.06  220.00    4.70   30.00    0.7000   36.76000   -1.30000 9000.000
    92  779.44    2.290   10.83   86.0    2.4382    0.0313    1.09  220.00    4.90   30.00    0.7000   36.76000   -1.30000 9000.000
