36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20120112
Launch Time (UT)                  : 07:11:13
Burst Pressure (hPa)              : 6.37
Integrated O3 to end of data (DU) : 193.92
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : F1324462
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z18378
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.760
Flowrate Correction (%)           : 0.75
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.030
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  819.90    1.800   17.70   75.0    1.8332    0.0224    0.00   70.00    4.00   35.35    0.4900   36.75900   -1.30200 9000.000
     2  818.60    1.814   16.74   67.0    1.8332    0.0224    0.02   64.00    4.30   35.35    0.4900   36.75900   -1.30200 9000.000
     4  817.34    1.827   16.65   70.0    1.8332    0.0224    0.05   62.00    4.70   35.35    0.4900   36.75900   -1.30200 9000.000
     6  816.09    1.840   16.37   73.0    1.8731    0.0230    0.07   62.00    5.10   35.35    0.5000   36.75900   -1.30200 9000.000
     8  814.87    1.852   16.08   74.0    1.8728    0.0230    0.09   62.00    5.30   35.31    0.5000   36.75900   -1.30200 9000.000
    10  813.70    1.865   15.93   75.0    1.8725    0.0230    0.11   62.00    5.60   35.26    0.5000   36.75900   -1.30200 9000.000
    12  812.48    1.878   15.84   77.0    1.8724    0.0230    0.13   62.00    5.80   35.23    0.5000   36.75900   -1.30200 9000.000
    14  811.31    1.890   15.78   78.0    1.8722    0.0231    0.15   62.00    5.90   35.20    0.5000   36.75900   -1.30200 9000.000
    16  810.32    1.900   15.71   78.0    1.9119    0.0236    0.17   61.00    5.90   35.19    0.5100   36.75800   -1.30200 9000.000
    18  809.26    1.911   15.64   79.0    1.9119    0.0236    0.19   61.00    6.00   35.18    0.5100   36.75800   -1.30200 9000.000
    20  808.04    1.924   15.51   79.0    1.9118    0.0237    0.22   60.00    6.00   35.17    0.5100   36.75800   -1.30200 9000.000
    22  806.84    1.937   15.37   80.0    1.9117    0.0237    0.24   59.00    5.90   35.15    0.5100   36.75800   -1.30200 9000.000
    24  805.80    1.948   15.26   80.0    1.9513    0.0242    0.26   58.00    5.90   35.12    0.5200   36.75800   -1.30300 9000.000
    26  804.75    1.959   15.20   81.0    1.9511    0.0242    0.28   57.00    5.90   35.09    0.5200   36.75800   -1.30300 9000.000
    28  803.79    1.969   15.10   81.0    1.9510    0.0243    0.30   56.00    5.80   35.06    0.5200   36.75800   -1.30300 9000.000
    30  802.73    1.980   14.98   81.0    1.9510    0.0243    0.32   54.00    5.80   35.06    0.5200   36.75800   -1.30300 9000.000
    32  801.43    1.994   14.88   82.0    1.9508    0.0243    0.34   53.00    5.80   35.03    0.5200   36.75800   -1.30300 9000.000
    34  800.08    2.008   14.74   83.0    1.9904    0.0249    0.37   51.00    5.80   35.00    0.5300   36.75800   -1.30300 9000.000
    36  798.87    2.021   14.58   83.0    1.9903    0.0249    0.39   49.00    5.80   34.99    0.5300   36.75700   -1.30300 9000.000
    38  797.87    2.032   14.50   84.0    1.9903    0.0249    0.41   48.00    5.90   34.99    0.5300   36.75700   -1.30300 9000.000
    40  797.09    2.040   14.50   84.0    1.9903    0.0250    0.43   47.00    5.90   34.99    0.5300   36.75700   -1.30300 9000.000
    42  796.47    2.047   14.43   84.0    1.9903    0.0250    0.44   46.00    6.00   34.99    0.5300   36.75700   -1.30300 9000.000
    44  795.76    2.054   14.30   85.0    1.9901    0.0250    0.45   45.00    6.10   34.95    0.5300   36.75700   -1.30300 9000.000
    46  795.01    2.062   14.18   86.0    1.9899    0.0250    0.47   45.00    6.30   34.92    0.5300   36.75700   -1.30300 9000.000
    48  794.19    2.071   14.11   86.0    1.9895    0.0251    0.48   45.00    6.40   34.87    0.5300   36.75700   -1.30300 9000.000
    50  793.21    2.081   14.03   86.0    1.9893    0.0251    0.50   46.00    6.50   34.83    0.5300   36.75700   -1.30300 9000.000
    52  792.24    2.092   13.90   87.0    1.9890    0.0251    0.52   46.00    6.60   34.78    0.5300   36.75700   -1.30400 9000.000
    54  791.33    2.101   13.77   87.0    1.9886    0.0251    0.54   47.00    6.80   34.72    0.5300   36.75700   -1.30400 9000.000
    56  790.37    2.112   13.69   88.0    1.9486    0.0247    0.56   48.00    6.90   34.69    0.5200   36.75700   -1.30400 9000.000
    58  789.29    2.123   13.60   88.0    1.9484    0.0247    0.58   49.00    7.00   34.66    0.5200   36.75700   -1.30400 9000.000
    60  788.04    2.137   13.51   88.0    1.9484    0.0247    0.60   50.00    7.00   34.66    0.5200   36.75700   -1.30400 9000.000
