36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20120620
Launch Time (UT)                  : 07:45:08
Burst Pressure (hPa)              : 9.63
Integrated O3 to end of data (DU) : 198.13
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : H0753451
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z18437
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.820
Flowrate Correction (%)           : 1.67
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.40    1.800   15.20   81.0    1.5608    0.0189    0.00  140.00    2.50   33.23    0.4300   36.75900   -1.30200 9000.000
     2  825.25    1.812   15.16   75.0    1.6009    0.0194    0.02  166.00    2.00   33.24    0.4400   36.75900   -1.30200 9000.000
     4  824.11    1.824   14.98   75.0    1.6009    0.0194    0.03  169.00    2.20   33.24    0.4400   36.75900   -1.30200 9000.000
     6  822.93    1.836   14.77   77.0    1.6009    0.0195    0.05  167.00    2.50   33.24    0.4400   36.75900   -1.30200 9000.000
     8  821.92    1.846   14.66   78.0    1.6409    0.0200    0.07  167.00    2.80   33.23    0.4500   36.75900   -1.30200 9000.000
    10  820.86    1.857   14.49   79.0    1.6409    0.0200    0.09  167.00    3.10   33.23    0.4500   36.75900   -1.30200 9000.000
    12  819.60    1.870   14.33   80.0    1.6408    0.0200    0.11  167.00    3.40   33.22    0.4500   36.75900   -1.30100 9000.000
    14  818.24    1.884   14.17   81.0    1.6408    0.0201    0.13  166.00    3.60   33.21    0.4500   36.75900   -1.30100 9000.000
    16  817.00    1.897   13.98   82.0    1.6408    0.0201    0.15  166.00    3.70   33.21    0.4500   36.75900   -1.30100 9000.000
    18  815.92    1.908   13.86   82.0    1.6808    0.0206    0.16  166.00    3.90   33.21    0.4600   36.75900   -1.30100 9000.000
    20  814.93    1.918   13.79   82.0    1.6808    0.0206    0.18  166.00    4.00   33.21    0.4600   36.75900   -1.30100 9000.000
    22  813.89    1.929   13.68   83.0    1.6808    0.0207    0.20  166.00    4.00   33.21    0.4600   36.75900   -1.30100 9000.000
