36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20120425
Launch Time (UT)                  : 07:32:32
Burst Pressure (hPa)              : 8.92
Integrated O3 to end of data (DU) : 198.67
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : G2534918
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z18439
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.340
Flowrate Correction (%)           : 1.49
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.10    1.800   19.60   69.0    2.4669    0.0299    0.00  310.00    2.50   32.06    0.6800   36.75900   -1.30200 9000.000
     2  824.14    1.821 9000.00   65.0    2.5061    0.0304    0.05  275.00    1.60   32.07    0.6900   36.75900   -1.30200 9000.000
     4  822.80    1.834   19.18   65.0    2.5062    0.0305    0.08  276.00    1.80   32.08    0.6900   36.75900   -1.30200 9000.000
     6  821.50    1.848   18.96   66.0    2.5062    0.0305    0.11  280.00    2.00   32.08    0.6900   36.75900   -1.30200 9000.000
     8  820.15    1.862   18.82   67.0    2.5061    0.0306    0.14  282.00    2.10   32.07    0.6900   36.75900   -1.30200 9000.000
    10  818.74    1.877   18.68   68.0    2.5060    0.0306    0.18  284.00    2.30   32.06    0.6900   36.75900   -1.30200 9000.000
    12  817.36    1.892   18.60   68.0    2.5057    0.0307    0.21  286.00    2.30   32.02    0.6900   36.75900   -1.30200 9000.000
    14  816.17    1.904   18.52   68.0    2.5052    0.0307    0.24  287.00    2.40   31.96    0.6900   36.75900   -1.30200 9000.000
    16  815.04    1.916   18.35   67.0    2.5048    0.0307    0.27  287.00    2.30   31.91    0.6900   36.75900   -1.30200 9000.000
    18  813.85    1.929   18.07   67.0    2.5046    0.0308    0.30  287.00    2.30   31.88    0.6900   36.76000   -1.30200 9000.000
    20  812.45    1.943   17.87   68.0    2.5435    0.0313    0.33  287.00    2.20   31.86    0.7000   36.76000   -1.30200 9000.000
    22  810.94    1.959   17.75   69.0    2.5434    0.0314    0.37  285.00    2.00   31.84    0.7000   36.76000   -1.30200 9000.000
    24  809.54    1.974   17.58   69.0    2.5432    0.0314    0.40  283.00    1.90   31.82    0.7000   36.76000   -1.30200 9000.000
    26  808.27    1.987   17.46   69.0    2.5430    0.0315    0.43  280.00    1.70   31.80    0.7000   36.76000   -1.30200 9000.000
    28  806.89    2.002   17.39   70.0    2.5429    0.0315    0.47  275.00    1.50   31.78    0.7000   36.76000   -1.30200 9000.000
    30  805.53    2.017   17.27   71.0    2.5819    0.0321    0.50  270.00    1.30   31.77    0.7100   36.76000   -1.30200 9000.000
    32  804.29    2.030   17.18   71.0    2.5817    0.0321    0.53  265.00    1.20   31.75    0.7100   36.76000   -1.30200 9000.000
    34  802.91    2.045   17.02   71.0    2.5816    0.0322    0.57  259.00    1.00   31.74    0.7100   36.76000   -1.30200 9000.000
    36  801.45    2.060   16.82   72.0    2.6207    0.0327    0.61  255.00    0.90   31.73    0.7200   36.76000   -1.30200 9000.000
    38  800.01    2.075   16.64   73.0    2.6206    0.0328    0.64  254.00    0.90   31.72    0.7200   36.76000   -1.30200 9000.000
    40  798.81    2.088   16.56   73.0    2.6206    0.0328    0.67  255.00    0.80   31.72    0.7200   36.76000   -1.30200 9000.000
    42  797.72    2.100   16.49   73.0    2.6205    0.0328    0.70  258.00    0.80   31.71    0.7200   36.76000   -1.30200 9000.000
    44  796.35    2.115   16.35   74.0    2.6204    0.0329    0.74  263.00    0.80   31.70    0.7200   36.76000   -1.30200 9000.000
    46  794.97    2.129   16.17   74.0    2.6202    0.0330    0.77  267.00    0.90   31.68    0.7200   36.76000   -1.30200 9000.000
    48  793.88    2.141   16.05   74.0    2.6202    0.0330    0.80  270.00    0.90   31.67    0.7200   36.76000   -1.30200 9000.000
