36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20120524
Launch Time (UT)                  : 06:41:48
Burst Pressure (hPa)              : 7.95
Integrated O3 to end of data (DU) : 205.83
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : G2534874
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z18435
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.430
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.40    1.800   20.00   66.0    1.9396    0.0235    0.00  100.00    1.50   33.63    0.5400   36.75900   -1.30200 9000.000
     2  822.63    1.819   18.26   63.0    1.9793    0.0241    0.03    0.00    0.30   33.64    0.5500 9000.00000   -1.30200 9000.000
     4  821.19    1.834   17.93   65.0    2.0189    0.0246    0.06    0.00    0.20   33.65    0.5600   36.75900   -1.30200 9000.000
     6  819.68    1.849   17.99   67.0    2.0190    0.0246    0.09    0.00    0.30   33.66    0.5600   36.75900   -1.30200 9000.000
     8  818.16    1.865   18.01   68.0    2.0586    0.0252    0.12    0.00    0.20   33.66    0.5700   36.75900   -1.30200 9000.000
    10  816.65    1.881   17.79   68.0    2.0585    0.0252    0.15    0.00    0.20   33.65    0.5700   36.75900   -1.30200 9000.000
    12  815.26    1.896   17.55   69.0    2.0584    0.0252    0.18    0.00    0.10   33.64    0.5700   36.75900   -1.30200 9000.000
    14  813.84    1.911   17.39   71.0    2.0584    0.0253    0.21    0.00    0.00   33.63    0.5700   36.75900   -1.30200 9000.000
    16  812.32    1.927   17.22   72.0    2.0979    0.0258    0.24    0.00    0.10   33.62    0.5800   36.75900   -1.30200 9000.000
    18  810.71    1.944   16.95   72.0    2.0979    0.0259    0.27    0.00    0.30   33.62    0.5800   36.75900   -1.30200 9000.000
    20  808.99    1.962   16.63   74.0    2.1375    0.0264    0.31    0.00    0.40   33.62    0.5900   36.75900   -1.30200 9000.000
    22  807.25    1.980   16.44   75.0    2.1374    0.0265    0.34  151.00    0.60   33.61    0.5900   36.75900   -1.30200 9000.000
    24  805.68    1.997   16.47   75.0    2.1374    0.0265    0.37  150.00    0.70   33.61    0.5900   36.75900   -1.30200 9000.000
    26  804.20    2.012   16.44   75.0    2.1374    0.0266    0.41  148.00    0.80   33.61    0.5900   36.75900   -1.30200 9000.000
    28  802.68    2.029   16.32   76.0    2.1374    0.0266    0.44  147.00    0.90   33.61    0.5900   36.75900   -1.30200 9000.000
    30  801.31    2.043   16.19   76.0    2.1373    0.0267    0.47  145.00    1.00   33.60    0.5900   36.75900   -1.30200 9000.000
    32  800.09    2.056   16.00   76.0    2.1769    0.0272    0.49  143.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    34  798.85    2.069   15.65   77.0    2.1769    0.0273    0.52  141.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    36  797.66    2.082   15.44   77.0    2.1769    0.0273    0.54  138.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    38  796.41    2.095   15.38   78.0    2.1769    0.0273    0.57  135.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    40  795.02    2.110   15.30   78.0    2.1769    0.0274    0.60  132.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    42  793.55    2.126   15.11   79.0    2.1769    0.0274    0.63  129.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    44  792.04    2.142   14.91   80.0    2.1769    0.0275    0.67  126.00    1.10   33.60    0.6000   36.75900   -1.30200 9000.000
    46  790.62    2.157   14.76   81.0    2.1769    0.0275    0.70  124.00    1.20   33.60    0.6000   36.75900   -1.30200 9000.000
    48  789.26    2.172   14.59   81.0    2.2165    0.0281    0.73  122.00    1.20   33.60    0.6100   36.75900   -1.30200 9000.000
    50  787.90    2.187   14.37   81.0    2.2165    0.0281    0.76  122.00    1.20   33.60    0.6100   36.75900   -1.30200 9000.000
    52  786.58    2.201   14.22   81.0    2.2165    0.0282    0.79  123.00    1.20   33.60    0.6100   36.75900   -1.30200 9000.000
    54  785.37    2.214   14.20   81.0    2.2164    0.0282    0.81  125.00    1.20   33.59    0.6100   36.75900   -1.30200 9000.000
    56  784.06    2.228   14.10   82.0    2.2164    0.0283    0.84  129.00    1.20   33.59    0.6100   36.75900   -1.30200 9000.000
    58  782.52    2.244   13.88   83.0    2.2164    0.0283    0.88  134.00    1.30   33.59    0.6100   36.75900   -1.30200 9000.000
    60  780.90    2.262   13.71   83.0    2.2164    0.0284    0.91  139.00    1.40   33.59    0.6100   36.75900   -1.30200 9000.000
    62  779.32    2.279   13.51   83.0    2.2163    0.0284    0.95  144.00    1.50   33.58    0.6100   36.75900   -1.30100 9000.000
    64  777.86    2.295   13.36   85.0    2.2163    0.0285    0.98  147.00    1.70   33.57    0.6100   36.75900   -1.30100 9000.000
    66  776.66    2.308   13.33   83.0    2.2163    0.0285    1.01  150.00    1.90   33.57    0.6100   36.75900   -1.30200 9000.000
    68  775.60    2.319   13.25   82.0    2.1766    0.0281    1.03  151.00    2.20   33.56    0.6000   36.75900   -1.30200 9000.000
