36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 20120725
Launch Time (UT)                  : 08:46:33
Burst Pressure (hPa)              : 9.30
Integrated O3 to end of data (DU) : 198.12
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : G2534364
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z21083
KI Solution                       : 0.5% Half Buffer (5 g/L KI, 12.5 g/L KBr, 2.5 g/L Na2HPO4 12H2O, 0.625 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.800
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.20    1.800   17.50   67.0    2.5059    0.0303    0.00 9000.00    0.00   31.81    0.6900   36.75900   -1.30200 9000.000
     2  824.92    1.813   16.94   54.0    2.4668    0.0299    0.03  223.00    0.90   31.81    0.6800   36.75900   -1.30200 9000.000
     4  823.88    1.824   16.48   57.0    2.4669    0.0299    0.06  220.00    1.10   31.83    0.6800   36.75900   -1.30200 9000.000
     6  822.92    1.834   16.18   59.0    2.4669    0.0300    0.08  229.00    1.30   31.83    0.6800   36.75900   -1.30200 9000.000
     8  821.87    1.845   15.98   60.0    2.4669    0.0300    0.10  229.00    1.50   31.83    0.6800   36.75900   -1.30200 9000.000
    10  820.66    1.857   15.82   62.0    2.5062    0.0305    0.13  228.00    1.70   31.84    0.6900   36.75900   -1.30200 9000.000
    12  819.41    1.870   15.72   63.0    2.5062    0.0306    0.16  227.00    1.80   31.84    0.6900   36.75900   -1.30200 9000.000
    14  818.20    1.883   15.65   64.0    2.5453    0.0311    0.19  224.00    2.00   31.84    0.7000   36.75900   -1.30200 9000.000
    16  817.10    1.894   15.60   64.0    2.5453    0.0312    0.22  221.00    2.10   31.84    0.7000   36.75900   -1.30200 9000.000
    18  816.20    1.904   15.52   64.0    2.5844    0.0317    0.24  218.00    2.30   31.83    0.7100   36.75900   -1.30200 9000.000
    20  815.37    1.912   15.42   65.0    2.5844    0.0317    0.26  215.00    2.40   31.83    0.7100   36.75900   -1.30200 9000.000
    22  814.33    1.923   15.24   65.0    2.6235    0.0322    0.29  211.00    2.50   31.83    0.7200   36.76000   -1.30200 9000.000
    24  813.22    1.935   15.09   66.0    2.6626    0.0327    0.32  208.00    2.60   31.82    0.7300   36.76000   -1.30100 9000.000
    26  812.09    1.946   15.02   66.0    2.6626    0.0328    0.35  205.00    2.80   31.82    0.7300   36.76000   -1.30100 9000.000
    28  810.84    1.959   14.89   67.0    2.6626    0.0328    0.38  202.00    2.90   31.82    0.7300   36.75900   -1.30100 9000.000
    30  809.92    1.969   14.78   67.0    2.6626    0.0329    0.40  201.00    3.00   31.82    0.7300   36.75900   -1.30100 9000.000
    32  809.28    1.976   14.77   68.0    2.6626    0.0329    0.42  200.00    3.10   31.82    0.7300   36.75900   -1.30100 9000.000
    34  808.45    1.985   14.72   67.0    2.7018    0.0334    0.44  199.00    3.20   31.82    0.7400   36.75900   -1.30100 9000.000
    36  807.52    1.994   14.60   68.0    2.7409    0.0339    0.46  199.00    3.30   31.82    0.7500   36.75900   -1.30100 9000.000
    38  806.55    2.004   14.51   68.0    2.7409    0.0340    0.49  200.00    3.40   31.82    0.7500   36.75900   -1.30100 9000.000
    40  805.42    2.016   14.43   68.0    2.7410    0.0340    0.52  202.00    3.40   31.83    0.7500   36.76000   -1.30100 9000.000
    42  804.22    2.029   14.28   69.0    2.7410    0.0341    0.55  204.00    3.40   31.83    0.7500   36.76000   -1.30100 9000.000
    44  803.35    2.038   14.22   69.0    2.7410    0.0341    0.58  206.00    3.50   31.83    0.7500   36.76000   -1.30100 9000.000
    46  802.59    2.046   14.21   69.0    2.7410    0.0342    0.60  209.00    3.50   31.83    0.7500   36.76000   -1.30100 9000.000
    48  801.53    2.057   14.05   70.0    2.7411    0.0342    0.63  211.00    3.50   31.84    0.7500   36.76000   -1.30100 9000.000
    50  800.41    2.069   13.89   71.0    2.7802    0.0347    0.66  214.00    3.50   31.83    0.7600   36.76000   -1.30100 9000.000
    52  799.48    2.079   13.82   71.0    2.7802    0.0348    0.68  216.00    3.50   31.83    0.7600   36.76000   -1.30100 9000.000
    54  798.67    2.088   13.80   71.0    2.7803    0.0348    0.70  218.00    3.50   31.84    0.7600   36.76000   -1.30100 9000.000
    56  797.78    2.097   13.74   70.0    2.7803    0.0349    0.73  220.00    3.50   31.84    0.7600   36.76000   -1.30100 9000.000
    58  796.82    2.107   13.73   70.0    2.7803    0.0349    0.75  222.00    3.60   31.84    0.7600   36.76000   -1.30100 9000.000
    60  795.86    2.117   13.73   69.0    2.7803    0.0349    0.78  224.00    3.60   31.84    0.7600   36.76000   -1.30100 9000.000
    62  794.79    2.129   13.60   70.0    2.7803    0.0350    0.81  225.00    3.60   31.84    0.7600   36.76000   -1.30100 9000.000
    64  793.77    2.139   13.47   70.0    2.8195    0.0355    0.84  225.00    3.60   31.85    0.7700   36.76000   -1.30100 9000.000
    66  792.72    2.151   13.37   71.0    2.8195    0.0356    0.87  226.00    3.60   31.85    0.7700   36.76000   -1.30000 9000.000
    68  791.59    2.163   13.30   70.0    2.8195    0.0356    0.90  226.00    3.60   31.85    0.7700   36.76000   -1.30000 9000.000
    70  790.36    2.176   13.21   71.0    2.8195    0.0357    0.94  227.00    3.60   31.85    0.7700   36.76000   -1.30000 9000.000
    72  789.15    2.189   13.06   71.0    2.8587    0.0362    0.97  227.00    3.60   31.85    0.7800   36.76000   -1.30000 9000.000
    74  788.05    2.200   12.90   72.0    2.8587    0.0363    1.00  227.00    3.60   31.85    0.7800   36.76000   -1.30000 9000.000
    76  787.07    2.211   12.80   72.0    2.8587    0.0363    1.03  227.00    3.60   31.85    0.7800   36.76000   -1.30000 9000.000
    78  786.12    2.221   12.74   71.0    2.8587    0.0364    1.06  227.00    3.60   31.85    0.7800   36.76000   -1.30000 9000.000
    80  785.08    2.232   12.67   71.0    2.8587    0.0364    1.09  227.00    3.50   31.85    0.7800   36.76000   -1.30000 9000.000
    82  783.99    2.244   12.58   71.0    2.8586    0.0365    1.12  227.00    3.50   31.84    0.7800   36.76000   -1.30000 9000.000
    84  783.15    2.253   12.51   72.0    2.8586    0.0365    1.14  227.00    3.50   31.84    0.7800   36.76100   -1.30000 9000.000
    86  782.42    2.261   12.44   72.0    2.8587    0.0365    1.16  227.00    3.40   31.85    0.7800   36.76100   -1.30000 9000.000
    88  781.63    2.269   12.32   72.0    2.8587    0.0366    1.19  227.00    3.40   31.85    0.7800   36.76100   -1.30000 9000.000
    90  780.76    2.279   12.23   73.0    2.8587    0.0366    1.21  227.00    3.40   31.85    0.7800   36.76100   -1.30000 9000.000
    92  779.86    2.288   12.16   74.0    2.8587    0.0367    1.24  227.00    3.30   31.85    0.7800   36.76100   -1.30000 9000.000
    94  778.88    2.299   12.11   74.0    2.8978    0.0372    1.27  226.00    3.30   31.85    0.7900   36.76100   -1.30000 9000.000
    96  777.90    2.309   12.08   74.0    2.8587    0.0367    1.29  225.00    3.20   31.85    0.7800   36.76100   -1.30000 9000.000
    98  777.13    2.318   12.04   73.0    2.8977    0.0373    1.32  224.00    3.10   31.84    0.7900   36.76100   -1.30000 9000.000
   100  776.36    2.326   11.91   74.0    2.8977    0.0373    1.34  223.00    3.10   31.84    0.7900   36.76100   -1.30000 9000.000
   102  775.53    2.335   11.77   74.0    2.8977    0.0374    1.36  221.00    3.00   31.84    0.7900   36.76100   -1.30000 9000.000
   104  774.73    2.343   11.70   74.0    2.8977    0.0374    1.39  220.00    3.00   31.84    0.7900   36.76100   -1.30000 9000.000
   106  773.93    2.352   11.67   73.0    2.8977    0.0374    1.41  219.00    2.90   31.84    0.7900   36.76100   -1.29900 9000.000
   108  773.06    2.362   11.62   73.0    2.8978    0.0375    1.44  218.00    2.90   31.85    0.7900   36.76100   -1.29900 9000.000
   110  772.01    2.373   11.56   73.0    2.8978    0.0375    1.47  217.00    2.90   31.85    0.7900   36.76100   -1.29900 9000.000
   112  771.09    2.383   11.55   73.0    2.8978    0.0376    1.50  217.00    2.90   31.85    0.7900   36.76100   -1.29900 9000.000
   114  770.43    2.390   11.57   73.0    2.9370    0.0381    1.51  218.00    3.00   31.85    0.8000   36.76100   -1.29900 9000.000
   116  769.60    2.399   11.46   74.0    2.9370    0.0382    1.54  220.00    3.00   31.85    0.8000   36.76100   -1.29900 9000.000
   118  768.58    2.410   11.27   75.0    2.9370    0.0382    1.57  222.00    3.00   31.85    0.8000   36.76100   -1.29900 9000.000
   120  767.70    2.420   11.16   75.0    2.9370    0.0383    1.60  225.00    3.10   31.85    0.8000   36.76100   -1.29900 9000.000
   122  766.89    2.429   11.09   76.0    2.9762    0.0388    1.62  228.00    3.20   31.85    0.8100   36.76100   -1.29900 9000.000
   124  766.04    2.438   10.97   76.0    2.9762    0.0389    1.65  231.00    3.20   31.85    0.8100   36.76100   -1.29900 9000.000
   126  765.08    2.448   10.85   77.0    2.9762    0.0389    1.68  233.00    3.30   31.85    0.8100   36.76100   -1.29900 9000.000
   128  764.11    2.459   10.79   77.0    2.9761    0.0389    1.71  235.00    3.30   31.84    0.8100   36.76100   -1.29900 9000.000
   130  763.32    2.468   10.77   78.0    2.9762    0.0390    1.73  237.00    3.40   31.85    0.8100   36.76100   -1.29900 9000.000
   132  762.57    2.476   10.70   78.0    2.9761    0.0390    1.75  238.00    3.40   31.84    0.8100   36.76200   -1.29900 9000.000
   134  761.69    2.486   10.59   78.0    2.9761    0.0391    1.78  238.00    3.40   31.84    0.8100   36.76200   -1.29900 9000.000
   136  760.74    2.496   10.51   78.0    2.9762    0.0391    1.81  237.00    3.40   31.85    0.8100   36.76200   -1.29900 9000.000
   138  759.74    2.507   10.40   79.0    2.9762    0.0392    1.84  236.00    3.30   31.85    0.8100   36.76200   -1.29900 9000.000
   140  758.65    2.519   10.26   79.0    2.9762    0.0392    1.88  233.00    3.30   31.85    0.8100   36.76200   -1.29900 9000.000
   142  757.46    2.532   10.12   80.0    2.9762    0.0393    1.91  230.00    3.20   31.85    0.8100   36.76200   -1.29900 9000.000
   144  756.26    2.545   10.00   80.0    2.9762    0.0394    1.95  227.00    3.20   31.85    0.8100   36.76200   -1.29900 9000.000
   146  755.20    2.557    9.91   81.0    2.9761    0.0394    1.98  223.00    3.20   31.84    0.8100   36.76200   -1.29900 9000.000
   148  754.38    2.566    9.85   81.0    2.9761    0.0395    2.01  219.00    3.30   31.84    0.8100   36.76200   -1.29900 9000.000
   150  753.66    2.574    9.75   81.0    2.9761    0.0395    2.03  216.00    3.30   31.84    0.8100   36.76200   -1.29900 9000.000
   152  752.87    2.582    9.61   82.0    2.9761    0.0395    2.06  213.00    3.40   31.84    0.8100   36.76200   -1.29900 9000.000
   154  752.01    2.592    9.46   82.0    2.9760    0.0396    2.08  210.00    3.50   31.83    0.8100   36.76200   -1.29900 9000.000
   156  751.15    2.602    9.35   83.0    2.9760    0.0396    2.11  208.00    3.60   31.83    0.8100   36.76200   -1.29800 9000.000
   158  750.23    2.612    9.29   84.0    2.9760    0.0397    2.14  206.00    3.70   31.83    0.8100   36.76200   -1.29800 9000.000
   160  749.28    2.622    9.22   84.0    2.9760    0.0397    2.17  205.00    3.80   31.83    0.8100   36.76200   -1.29800 9000.000
   162  748.42    2.632    9.18   84.0    2.9761    0.0398    2.19  205.00    3.80   31.84    0.8100   36.76200   -1.29800 9000.000
   164  747.67    2.640    9.18   83.0    2.9761    0.0398    2.22  205.00    3.90   31.84    0.8100   36.76200   -1.29800 9000.000
   166  746.86    2.649    9.12   82.0    2.9761    0.0398    2.24  206.00    4.00   31.84    0.8100   36.76200   -1.29800 9000.000
   168  745.92    2.660    8.96   83.0    2.9761    0.0399    2.27  207.00    4.00   31.84    0.8100   36.76200   -1.29800 9000.000
   170  744.94    2.671    8.84   84.0    2.9761    0.0400    2.30  208.00    4.00   31.84    0.8100   36.76200   -1.29800 9000.000
   172  744.13    2.680    8.79   84.0    2.9761    0.0400    2.33  210.00    4.10   31.84    0.8100   36.76200   -1.29800 9000.000
   174  743.30    2.689    8.70   84.0    2.9761    0.0400    2.36  211.00    4.10   31.84    0.8100   36.76200   -1.29800 9000.000
   176  742.39    2.699    8.62   85.0    2.9761    0.0401    2.38  213.00    4.10   31.84    0.8100   36.76200   -1.29800 9000.000
   178  741.50    2.709    8.59   85.0    2.9761    0.0401    2.41  215.00    4.20   31.84    0.8100   36.76200   -1.29800 9000.000
   180  740.68    2.718    8.56   83.0    3.0152    0.0407    2.44  217.00    4.20   31.84    0.8200   36.76200   -1.29800 9000.000
   182  739.80    2.728    8.46   84.0    3.0152    0.0408    2.47  218.00    4.20   31.84    0.8200   36.76300   -1.29800 9000.000
   184  738.79    2.739    8.32   85.0    3.0153    0.0408    2.50  218.00    4.20   31.85    0.8200   36.76300   -1.29800 9000.000
   186  737.63    2.752    8.16   86.0    3.0153    0.0409    2.54  219.00    4.20   31.85    0.8200   36.76300   -1.29800 9000.000
   188  736.52    2.765    8.04   87.0    3.0153    0.0409    2.57  219.00    4.20   31.85    0.8200   36.76300   -1.29800 9000.000
   190  735.54    2.776    7.97   87.0    3.0153    0.0410    2.60  218.00    4.20   31.85    0.8200   36.76300   -1.29800 9000.000
