36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19990414
Launch Time (UT)                  : 07:37:00
Burst Pressure (hPa)              : 4.49
Integrated O3 to end of data (DU) : 248.76
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 82751403
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0929
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.300
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.62    1.800   20.40   61.0    1.6872    0.0204    0.00 9000.00 9000.00   30.87    0.4900 9000.00000 9000.00000 9000.000
    10  825.90    1.797   20.50   58.0    1.6877    0.0204   -0.00 9000.00 9000.00   30.97    0.4900 9000.00000 9000.00000 9000.000
    20  824.41    1.813   18.90   62.0    1.7258    0.0209    0.02 9000.00 9000.00   31.07    0.5000 9000.00000 9000.00000 9000.000
    30  818.67    1.873   17.10   68.0    1.7258    0.0211    0.12 9000.00 9000.00   31.07    0.5000 9000.00000 9000.00000 9000.000
    40  814.11    1.920   16.20   72.0    1.7639    0.0217    0.19 9000.00 9000.00   31.17    0.5100 9000.00000 9000.00000 9000.000
    50  810.57    1.957   15.80   74.0    1.8020    0.0222    0.25 9000.00 9000.00   31.27    0.5200 9000.00000 9000.00000 9000.000
    60  806.58    1.999   15.20   76.0    1.8020    0.0223    0.32 9000.00 9000.00   31.27    0.5200 9000.00000 9000.00000 9000.000
    70  802.43    2.043   14.80   79.0    1.8402    0.0229    0.40 9000.00 9000.00   31.38    0.5300 9000.00000 9000.00000 9000.000
    80  799.22    2.077   14.40   80.0    1.8408    0.0230    0.46 9000.00 9000.00   31.48    0.5300 9000.00000 9000.00000 9000.000
    90  795.50    2.116   14.10   82.0    1.8408    0.0231    0.52 9000.00 9000.00   31.48    0.5300 9000.00000 9000.00000 9000.000
   100  791.39    2.160   13.70   83.0    1.8414    0.0233    0.60 9000.00 9000.00   31.58    0.5300 9000.00000 9000.00000 9000.000
   110  787.74    2.199   13.50   82.0    1.8420    0.0234    0.67 9000.00 9000.00   31.68    0.5300 9000.00000 9000.00000 9000.000
   120  784.90    2.230   13.20   83.0    1.8426    0.0235    0.72 9000.00 9000.00   31.78    0.5300 9000.00000 9000.00000 9000.000
