36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19991215
Launch Time (UT)                  : 07:15:00
Burst Pressure (hPa)              : 4.08
Integrated O3 to end of data (DU) : 243.05
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 843358003
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z1011
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  820.44    1.800   20.70   48.0    2.1346    0.0260    0.00 9000.00 9000.00   31.77    0.6100 9000.00000 9000.00000 9000.000
    10  815.56    1.851   18.90   52.0    2.2497    0.0276    0.10 9000.00 9000.00   31.87    0.6400 9000.00000 9000.00000 9000.000
    20  810.80    1.902   17.90   55.0    2.3259    0.0287    0.21 9000.00 9000.00   31.87    0.6600 9000.00000 9000.00000 9000.000
    30  806.76    1.944   17.40   57.0    2.3259    0.0288    0.30 9000.00 9000.00   31.87    0.6600 9000.00000 9000.00000 9000.000
    40  802.85    1.986   17.00   59.0    2.4022    0.0299    0.39 9000.00 9000.00   31.88    0.6800 9000.00000 9000.00000 9000.000
    50  798.50    2.032   16.50   61.0    2.4403    0.0306    0.50 9000.00 9000.00   31.88    0.6900 9000.00000 9000.00000 9000.000
    60  794.73    2.073   16.00   63.0    2.4403    0.0307    0.59 9000.00 9000.00   31.88    0.6900 9000.00000 9000.00000 9000.000
    70  790.53    2.118   15.60   64.0    2.4403    0.0309    0.69 9000.00 9000.00   31.88    0.6900 9000.00000 9000.00000 9000.000
    80  785.68    2.170   15.30   62.0    2.4785    0.0315    0.81 9000.00 9000.00   31.88    0.7000 9000.00000 9000.00000 9000.000
    90  781.03    2.220   14.90   60.0    2.4404    0.0312    0.92 9000.00 9000.00   31.89    0.6900 9000.00000 9000.00000 9000.000
   100  776.25    2.272   14.70   56.0    2.4023    0.0309    1.04 9000.00 9000.00   31.89    0.6800 9000.00000 9000.00000 9000.000
   110  771.58    2.323   14.40   52.0    2.3642    0.0306    1.15 9000.00 9000.00   31.89    0.6700 9000.00000 9000.00000 9000.000
   120  767.55    2.368   14.40   46.0    2.4023    0.0313    1.25 9000.00 9000.00   31.89    0.6800 9000.00000 9000.00000 9000.000
   130  762.46    2.424   14.00   43.0    2.4404    0.0320    1.38 9000.00 9000.00   31.89    0.6900 9000.00000 9000.00000 9000.000
   140  758.06    2.473   14.10   34.0    2.4024    0.0317    1.49 9000.00 9000.00   31.90    0.6800 9000.00000 9000.00000 9000.000
   150  754.89    2.508   13.90   33.0    2.4786    0.0328    1.57 9000.00 9000.00   31.90    0.7000 9000.00000 9000.00000 9000.000
   160  750.13    2.561   13.40   35.0    2.4786    0.0330    1.70 9000.00 9000.00   31.90    0.7000 9000.00000 9000.00000 9000.000
   170  747.18    2.594   13.10   34.0    2.5549    0.0342    1.77 9000.00 9000.00   31.90    0.7200 9000.00000 9000.00000 9000.000
   180  743.99    2.630   12.70   34.0    2.5549    0.0343    1.86 9000.00 9000.00   31.90    0.7200 9000.00000 9000.00000 9000.000
   190  740.55    2.669   12.40   34.0    2.5549    0.0345    1.95 9000.00 9000.00   31.90    0.7200 9000.00000 9000.00000 9000.000
   200  735.62    2.725   11.80   35.0    2.5558    0.0347    2.09 9000.00 9000.00   32.01    0.7200 9000.00000 9000.00000 9000.000
   210  731.40    2.773   11.50   36.0    2.5558    0.0349    2.20 9000.00 9000.00   32.01    0.7200 9000.00000 9000.00000 9000.000
   220  727.99    2.812   11.20   37.0    2.5558    0.0351    2.30 9000.00 9000.00   32.01    0.7200 9000.00000 9000.00000 9000.000
   230  724.61    2.851   10.80   39.0    2.5558    0.0353    2.39 9000.00 9000.00   32.01    0.7200 9000.00000 9000.00000 9000.000
   240  721.20    2.890   10.60   39.0    2.5558    0.0354    2.49 9000.00 9000.00   32.01    0.7200 9000.00000 9000.00000 9000.000
   250  717.60    2.932   10.30   37.0    2.5178    0.0351    2.59 9000.00 9000.00   32.02    0.7100 9000.00000 9000.00000 9000.000
   260  713.96    2.974   10.20   29.0    2.5559    0.0358    2.69 9000.00 9000.00   32.02    0.7200 9000.00000 9000.00000 9000.000
   270  709.54    3.026    9.80   38.0    2.5941    0.0366    2.82 9000.00 9000.00   32.02    0.7300 9000.00000 9000.00000 9000.000
   280  705.07    3.078    9.40   40.0    2.5941    0.0368    2.95 9000.00 9000.00   32.02    0.7300 9000.00000 9000.00000 9000.000
   290  701.26    3.123    9.00   41.0    2.5941    0.0370    3.06 9000.00 9000.00   32.02    0.7300 9000.00000 9000.00000 9000.000
   300  697.29    3.170    8.70   39.0    2.5569    0.0367    3.17 9000.00 9000.00   32.13    0.7200 9000.00000 9000.00000 9000.000
   310  693.10    3.220    8.30   44.0    2.5187    0.0363    3.29 9000.00 9000.00   32.13    0.7100 9000.00000 9000.00000 9000.000
   320  688.70    3.272    8.20   42.0    2.4423    0.0355    3.42 9000.00 9000.00   32.13    0.6900 9000.00000 9000.00000 9000.000
