36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19990728
Launch Time (UT)                  : 04:40:00
Burst Pressure (hPa)              : 6.79
Integrated O3 to end of data (DU) : 238.08
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 827251400
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0890
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.500
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  828.19    1.800   13.90   66.0    2.1061    0.0254    0.00 9000.00 9000.00   29.57    0.6200 9000.00000 9000.00000 9000.000
    10  828.11    1.801   13.60   67.0    2.1061    0.0254    0.00 9000.00 9000.00   29.57    0.6200 9000.00000 9000.00000 9000.000
    20  828.18    1.800   13.90   69.0    2.0699    0.0250    0.00 9000.00 9000.00   29.57    0.6100 9000.00000 9000.00000 9000.000
    30  828.24    1.799   13.90   69.0    2.0705    0.0250   -0.00 9000.00 9000.00   29.67    0.6100 9000.00000 9000.00000 9000.000
    40  828.19    1.800   13.90   68.0    2.0705    0.0250    0.00 9000.00 9000.00   29.67    0.6100 9000.00000 9000.00000 9000.000
    50  828.22    1.800   14.00   68.0    2.0705    0.0250   -0.00 9000.00 9000.00   29.67    0.6100 9000.00000 9000.00000 9000.000
    60  828.21    1.800   14.10   68.0    2.0348    0.0246   -0.00 9000.00 9000.00   29.77    0.6000 9000.00000 9000.00000 9000.000
    70  828.20    1.800   14.10   68.0    1.9985    0.0241   -0.00 9000.00 9000.00   29.77    0.5900 9000.00000 9000.00000 9000.000
    80  828.21    1.800   14.10   68.0    1.9621    0.0237   -0.00 9000.00 9000.00   29.77    0.5800 9000.00000 9000.00000 9000.000
    90  828.25    1.799   14.30   68.0    1.9628    0.0237   -0.00 9000.00 9000.00   29.87    0.5800 9000.00000 9000.00000 9000.000
   100  828.23    1.800   14.00   67.0    1.9628    0.0237   -0.00 9000.00 9000.00   29.87    0.5800 9000.00000 9000.00000 9000.000
   110  828.28    1.799   13.70   68.0    1.9992    0.0241   -0.00 9000.00 9000.00   29.87    0.5900 9000.00000 9000.00000 9000.000
   120  828.28    1.799   14.00   68.0    2.0362    0.0246   -0.00 9000.00 9000.00   29.97    0.6000 9000.00000 9000.00000 9000.000
   130  826.49    1.817   13.40   70.0    2.0362    0.0246    0.03 9000.00 9000.00   29.97    0.6000 9000.00000 9000.00000 9000.000
   140  821.56    1.868   12.20   75.0    2.1089    0.0257    0.13 9000.00 9000.00   29.97    0.6200 9000.00000 9000.00000 9000.000
   150  817.34    1.911   11.70   77.0    2.1460    0.0263    0.22 9000.00 9000.00   30.07    0.6300 9000.00000 9000.00000 9000.000
   160  812.37    1.962   11.20   80.0    2.1824    0.0269    0.32 9000.00 9000.00   30.07    0.6400 9000.00000 9000.00000 9000.000
   170  808.00    2.007   10.80   81.0    2.2188    0.0275    0.42 9000.00 9000.00   30.07    0.6500 9000.00000 9000.00000 9000.000
   180  803.72    2.051   10.40   83.0    2.1825    0.0272    0.51 9000.00 9000.00   30.08    0.6400 9000.00000 9000.00000 9000.000
   190  798.38    2.107   10.00   83.0    2.2552    0.0282    0.62 9000.00 9000.00   30.08    0.6600 9000.00000 9000.00000 9000.000
   200  793.89    2.154    9.70   83.0    2.3279    0.0293    0.73 9000.00 9000.00   30.08    0.6800 9000.00000 9000.00000 9000.000
   210  789.04    2.205    9.20   85.0    2.4007    0.0304    0.84 9000.00 9000.00   30.08    0.7000 9000.00000 9000.00000 9000.000
   220  783.76    2.260    8.90   88.0    2.4007    0.0306    0.97 9000.00 9000.00   30.08    0.7000 9000.00000 9000.00000 9000.000
   230  779.34    2.307    8.60   89.0    2.4372    0.0313    1.08 9000.00 9000.00   30.09    0.7100 9000.00000 9000.00000 9000.000
   240  775.43    2.349    8.30   91.0    2.4735    0.0319    1.17 9000.00 9000.00   30.09    0.7200 9000.00000 9000.00000 9000.000
   250  770.45    2.402    7.90   93.0    2.4372    0.0316    1.30 9000.00 9000.00   30.09    0.7100 9000.00000 9000.00000 9000.000
   260  765.57    2.455    7.60   94.0    2.4372    0.0318    1.42 9000.00 9000.00   30.09    0.7100 9000.00000 9000.00000 9000.000
   270  761.11    2.503    7.30   95.0    2.4372    0.0320    1.53 9000.00 9000.00   30.09    0.7100 9000.00000 9000.00000 9000.000
   280  756.43    2.554    7.20   95.0    2.4372    0.0322    1.65 9000.00 9000.00   30.10    0.7100 9000.00000 9000.00000 9000.000
   290  751.44    2.609    7.10   95.0    2.4372    0.0324    1.78 9000.00 9000.00   30.10    0.7100 9000.00000 9000.00000 9000.000
   300  747.45    2.652    6.90   95.0    2.5100    0.0336    1.88 9000.00 9000.00   30.10    0.7300 9000.00000 9000.00000 9000.000
   310  743.70    2.694    6.70   95.0    2.5463    0.0342    1.98 9000.00 9000.00   30.10    0.7400 9000.00000 9000.00000 9000.000
   320  739.50    2.740    6.40   95.0    2.5827    0.0349    2.10 9000.00 9000.00   30.10    0.7500 9000.00000 9000.00000 9000.000
   330  734.99    2.791    6.20   95.0    2.5828    0.0351    2.22 9000.00 9000.00   30.11    0.7500 9000.00000 9000.00000 9000.000
   340  730.66    2.839    6.00   95.0    2.5828    0.0353    2.34 9000.00 9000.00   30.11    0.7500 9000.00000 9000.00000 9000.000
   350  726.45    2.886    5.70   95.0    2.5828    0.0356    2.46 9000.00 9000.00   30.11    0.7500 9000.00000 9000.00000 9000.000
   360  721.82    2.939    5.40   95.0    2.5828    0.0358    2.59 9000.00 9000.00   30.11    0.7500 9000.00000 9000.00000 9000.000
