36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19990818
Launch Time (UT)                  : 07:52:00
Burst Pressure (hPa)              : 4.26
Integrated O3 to end of data (DU) : 258.97
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 827351708
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0912
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 28.900
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.38    1.800   15.50   62.0    1.6073    0.0195    0.00 9000.00 9000.00   27.17    0.4900 9000.00000 9000.00000 9000.000
    10  826.63    1.797   15.40   62.0    1.4617    0.0177   -0.00 9000.00 9000.00   27.27    0.4500 9000.00000 9000.00000 9000.000
    20  826.65    1.797   15.80   62.0    1.5348    0.0186   -0.00 9000.00 9000.00   27.27    0.4700 9000.00000 9000.00000 9000.000
    30  826.39    1.800   15.70   62.0    1.6444    0.0199   -0.00 9000.00 9000.00   27.27    0.5000 9000.00000 9000.00000 9000.000
    40  821.52    1.850   15.10   65.0    1.6084    0.0196    0.08 9000.00 9000.00   27.37    0.4900 9000.00000 9000.00000 9000.000
    50  814.53    1.922   14.10   69.0    1.7546    0.0215    0.19 9000.00 9000.00   27.37    0.5300 9000.00000 9000.00000 9000.000
    60  806.43    2.007   13.30   72.0    1.9009    0.0236    0.33 9000.00 9000.00   27.37    0.5700 9000.00000 9000.00000 9000.000
    70  798.94    2.085   12.60   75.0    2.0113    0.0252    0.48 9000.00 9000.00   27.48    0.6000 9000.00000 9000.00000 9000.000
    80  792.78    2.150   11.80   77.0    2.1209    0.0268    0.60 9000.00 9000.00   27.48    0.6300 9000.00000 9000.00000 9000.000
    90  787.20    2.209   11.20   79.0    2.1941    0.0279    0.72 9000.00 9000.00   27.48    0.6500 9000.00000 9000.00000 9000.000
   100  782.14    2.263   10.80   79.0    2.2308    0.0285    0.84 9000.00 9000.00   27.49    0.6600 9000.00000 9000.00000 9000.000
   110  776.58    2.323   10.30   81.0    2.2681    0.0292    0.96 9000.00 9000.00   27.59    0.6700 9000.00000 9000.00000 9000.000
   120  771.54    2.377    9.80   82.0    2.3047    0.0299    1.08 9000.00 9000.00   27.59    0.6800 9000.00000 9000.00000 9000.000
   130  766.26    2.434    9.30   86.0    2.3047    0.0301    1.21 9000.00 9000.00   27.59    0.6800 9000.00000 9000.00000 9000.000
   140  761.24    2.489    8.50   92.0    2.3047    0.0303    1.33 9000.00 9000.00   27.59    0.6800 9000.00000 9000.00000 9000.000
   150  756.72    2.538    8.00   91.0    2.3054    0.0305    1.43 9000.00 9000.00   27.70    0.6800 9000.00000 9000.00000 9000.000
   160  753.19    2.577    8.00   89.0    2.3421    0.0311    1.52 9000.00 9000.00   27.70    0.6900 9000.00000 9000.00000 9000.000
   170  749.44    2.618    7.70   91.0    2.3421    0.0313    1.61 9000.00 9000.00   27.70    0.6900 9000.00000 9000.00000 9000.000
   180  744.99    2.667    7.30   91.0    2.3421    0.0314    1.72 9000.00 9000.00   27.70    0.6900 9000.00000 9000.00000 9000.000
   190  740.69    2.715    7.20   85.0    2.3795    0.0321    1.83 9000.00 9000.00   27.80    0.7000 9000.00000 9000.00000 9000.000
   200  736.55    2.761    7.20   82.0    2.4528    0.0333    1.94 9000.00 9000.00   27.81    0.7200 9000.00000 9000.00000 9000.000
   210  731.50    2.818    7.00   81.0    2.4894    0.0340    2.07 9000.00 9000.00   27.81    0.7300 9000.00000 9000.00000 9000.000
   220  726.44    2.875    6.50   82.0    2.5260    0.0348    2.21 9000.00 9000.00   27.81    0.7400 9000.00000 9000.00000 9000.000
   230  720.94    2.937    6.10   82.0    2.5626    0.0355    2.36 9000.00 9000.00   27.81    0.7500 9000.00000 9000.00000 9000.000
   240  714.94    3.006    5.70   82.0    2.5993    0.0364    2.53 9000.00 9000.00   27.82    0.7600 9000.00000 9000.00000 9000.000
   250  709.60    3.067    5.10   85.0    2.5993    0.0366    2.69 9000.00 9000.00   27.82    0.7600 9000.00000 9000.00000 9000.000
   260  703.63    3.136    4.50   89.0    2.6002    0.0370    2.86 9000.00 9000.00   27.92    0.7600 9000.00000 9000.00000 9000.000
   270  698.24    3.199    4.00   93.0    2.6002    0.0372    3.02 9000.00 9000.00   27.92    0.7600 9000.00000 9000.00000 9000.000
   280  692.65    3.264    3.70   95.0    2.5270    0.0365    3.18 9000.00 9000.00   27.93    0.7400 9000.00000 9000.00000 9000.000
   290  687.29    3.328    3.30   94.0    2.4903    0.0362    3.33 9000.00 9000.00   27.93    0.7300 9000.00000 9000.00000 9000.000
   300  681.52    3.396    2.90   94.0    2.4538    0.0360    3.50 9000.00 9000.00   27.93    0.7200 9000.00000 9000.00000 9000.000
   310  677.09    3.449    2.60   94.0    2.4172    0.0357    3.62 9000.00 9000.00   27.94    0.7100 9000.00000 9000.00000 9000.000
   320  672.82    3.500    2.20   93.0    2.3806    0.0354    3.74 9000.00 9000.00   27.94    0.7000 9000.00000 9000.00000 9000.000
   330  669.19    3.544    1.80   90.0    2.3439    0.0350    3.84 9000.00 9000.00   27.94    0.6900 9000.00000 9000.00000 9000.000
   340  666.02    3.582    1.50   88.0    2.3447    0.0352    3.93 9000.00 9000.00   28.04    0.6900 9000.00000 9000.00000 9000.000
   350  661.18    3.641    1.50   71.0    2.3081    0.0349    4.07 9000.00 9000.00   28.04    0.6800 9000.00000 9000.00000 9000.000
   360  656.08    3.703    2.50   64.0    2.2716    0.0346    4.21 9000.00 9000.00   28.05    0.6700 9000.00000 9000.00000 9000.000
   370  651.99    3.754    3.70   62.0    2.2349    0.0343    4.32 9000.00 9000.00   28.05    0.6600 9000.00000 9000.00000 9000.000
   380  647.88    3.806    4.20   59.0    2.2349    0.0345    4.43 9000.00 9000.00   28.05    0.6600 9000.00000 9000.00000 9000.000
   390  644.15    3.853    4.10   60.0    2.1616    0.0336    4.53 9000.00 9000.00   28.05    0.6400 9000.00000 9000.00000 9000.000
   400  640.20    3.903    3.70   60.0    2.1616    0.0338    4.63 9000.00 9000.00   28.05    0.6400 9000.00000 9000.00000 9000.000
   410  635.14    3.967    3.30   60.0    2.1617    0.0340    4.77 9000.00 9000.00   28.06    0.6400 9000.00000 9000.00000 9000.000
   420  631.19    4.018    2.90   56.0    2.1617    0.0342    4.88 9000.00 9000.00   28.06    0.6400 9000.00000 9000.00000 9000.000
   430  627.56    4.064    2.60   51.0    2.1624    0.0345    4.97 9000.00 9000.00   28.16    0.6400 9000.00000 9000.00000 9000.000
   440  623.84    4.112    2.40   48.0    2.1257    0.0341    5.08 9000.00 9000.00   28.16    0.6300 9000.00000 9000.00000 9000.000
   450  619.80    4.165    2.00   48.0    2.0892    0.0337    5.18 9000.00 9000.00   28.17    0.6200 9000.00000 9000.00000 9000.000
   460  616.19    4.212    1.60   49.0    2.0892    0.0339    5.28 9000.00 9000.00   28.17    0.6200 9000.00000 9000.00000 9000.000
   470  613.02    4.253    1.30   49.0    2.0525    0.0335    5.36 9000.00 9000.00   28.17    0.6100 9000.00000 9000.00000 9000.000
   480  609.05    4.306    0.80   51.0    2.0159    0.0331    5.47 9000.00 9000.00   28.17    0.6000 9000.00000 9000.00000 9000.000
   490  605.22    4.356    0.40   52.0    1.9792    0.0327    5.57 9000.00 9000.00   28.17    0.5900 9000.00000 9000.00000 9000.000
   500  601.75    4.403    0.10   51.0    1.9799    0.0329    5.66 9000.00 9000.00   28.28    0.5900 9000.00000 9000.00000 9000.000
