36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Anne M. Thompson (NASA/Goddard Space Flight Center, USA; anne.m.thompson@nasa.gov)
SHADOZ Archive Curator            : Jacquelyn C Witte (SSAI affiliated with NASA/GSFC, USA; jacquelyn.witte@nasa.gov)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : 12 December, 2017
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.80
Elevation (m)                     : 1795.00
Launch Date                       : 19990106
Launch Time (UT)                  : 08:46:00
Burst Pressure (hPa)              : 5.38
Integrated O3 to end of data (DU) : 235.01
Radiosonde                        : Vaisala RS80
Radiosonde Serial Number          : 827251402
Geom. Press. Offset Correction    : No
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 2Z0944
KI Solution                       : 1% Full Buffer (10 g/L KI, 25 g/L KBr, 5.0 g/L Na2HPO4 12H2O, 1.25 g/L NaH2PO4 H2O)
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 27.800
Flowrate Correction (%)           : 1.76
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al, 1995
Transfer Function                 : Yes
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : Transfer function solution correction applied. https://doi.org/10.5194/amt-10-2021-2017
Comment : 
Time  Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lon    GPS_Lat   GPS_Alt
sec   hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  822.35    1.800   17.70   64.0    2.0244    0.0246    0.00 9000.00 9000.00   30.37    0.6200 9000.00000 9000.00000 9000.000
    10  817.93    1.846   16.70   68.0    2.0605    0.0252    0.09 9000.00 9000.00   30.47    0.6300 9000.00000 9000.00000 9000.000
    20  813.47    1.893   16.20   70.0    2.0961    0.0258    0.18 9000.00 9000.00   30.47    0.6400 9000.00000 9000.00000 9000.000
    30  808.42    1.946   15.80   71.0    2.1323    0.0264    0.28 9000.00 9000.00   30.57    0.6500 9000.00000 9000.00000 9000.000
    40  804.07    1.992   15.40   72.0    2.1679    0.0270    0.37 9000.00 9000.00   30.58    0.6600 9000.00000 9000.00000 9000.000
    50  800.61    2.028   15.10   72.0    2.1330    0.0266    0.45 9000.00 9000.00   30.68    0.6500 9000.00000 9000.00000 9000.000
    60  797.45    2.062   14.90   73.0    2.1686    0.0272    0.51 9000.00 9000.00   30.68    0.6600 9000.00000 9000.00000 9000.000
    70  792.92    2.110   14.40   75.0    2.1686    0.0274    0.61 9000.00 9000.00   30.68    0.6600 9000.00000 9000.00000 9000.000
    80  787.88    2.164   14.00   77.0    2.1693    0.0275    0.72 9000.00 9000.00   30.78    0.6600 9000.00000 9000.00000 9000.000
    90  782.47    2.222   13.30   79.0    2.1694    0.0277    0.84 9000.00 9000.00   30.79    0.6600 9000.00000 9000.00000 9000.000
   100  777.91    2.271   12.90   80.0    2.1694    0.0279    0.94 9000.00 9000.00   30.79    0.6600 9000.00000 9000.00000 9000.000
   110  772.47    2.330   12.40   81.0    2.1701    0.0281    1.06 9000.00 9000.00   30.89    0.6600 9000.00000 9000.00000 9000.000
   120  767.97    2.380   12.10   81.0    2.1701    0.0283    1.16 9000.00 9000.00   30.89    0.6600 9000.00000 9000.00000 9000.000
   130  764.18    2.421   11.70   82.0    2.1708    0.0284    1.24 9000.00 9000.00   30.99    0.6600 9000.00000 9000.00000 9000.000
   140  760.20    2.465   11.40   80.0    2.1353    0.0281    1.33 9000.00 9000.00   31.00    0.6500 9000.00000 9000.00000 9000.000
   150  756.58    2.505   11.00   81.0    2.1708    0.0287    1.41 9000.00 9000.00   31.00    0.6600 9000.00000 9000.00000 9000.000
   160  752.73    2.547   11.20   72.0    2.1716    0.0288    1.50 9000.00 9000.00   31.10    0.6600 9000.00000 9000.00000 9000.000
   170  748.48    2.595   12.20   51.0    2.2072    0.0295    1.60 9000.00 9000.00   31.10    0.6700 9000.00000 9000.00000 9000.000
   180  744.15    2.644   13.30   35.0    2.2435    0.0301    1.70 9000.00 9000.00   31.20    0.6800 9000.00000 9000.00000 9000.000
   190  740.46    2.685   13.50   33.0    2.2791    0.0308    1.79 9000.00 9000.00   31.20    0.6900 9000.00000 9000.00000 9000.000
   200  737.32    2.721   13.30   33.0    2.3148    0.0314    1.87 9000.00 9000.00   31.21    0.7000 9000.00000 9000.00000 9000.000
   210  734.01    2.759   13.10   31.0    2.3156    0.0315    1.95 9000.00 9000.00   31.31    0.7000 9000.00000 9000.00000 9000.000
   220  730.60    2.798   13.00   28.0    2.3512    0.0322    2.03 9000.00 9000.00   31.31    0.7100 9000.00000 9000.00000 9000.000
   230  726.74    2.842   12.70   28.0    2.4225    0.0333    2.13 9000.00 9000.00   31.31    0.7300 9000.00000 9000.00000 9000.000
   240  723.05    2.885   12.40   28.0    2.4232    0.0335    2.23 9000.00 9000.00   31.41    0.7300 9000.00000 9000.00000 9000.000
   250  719.62    2.925   12.10   32.0    2.4232    0.0337    2.32 9000.00 9000.00   31.41    0.7300 9000.00000 9000.00000 9000.000
   260  715.90    2.968   11.80   38.0    2.3877    0.0334    2.42 9000.00 9000.00   31.42    0.7200 9000.00000 9000.00000 9000.000
   270  712.68    3.006   11.70   39.0    2.3529    0.0330    2.50 9000.00 9000.00   31.52    0.7100 9000.00000 9000.00000 9000.000
   280  709.54    3.043   11.20   39.0    2.3172    0.0327    2.59 9000.00 9000.00   31.52    0.7000 9000.00000 9000.00000 9000.000
   290  706.16    3.083   10.80   40.0    2.2815    0.0323    2.67 9000.00 9000.00   31.52    0.6900 9000.00000 9000.00000 9000.000
   300  701.88    3.133   10.30   41.0    2.2823    0.0325    2.78 9000.00 9000.00   31.62    0.6900 9000.00000 9000.00000 9000.000
   310  698.86    3.169   10.00   41.0    2.2823    0.0327    2.86 9000.00 9000.00   31.62    0.6900 9000.00000 9000.00000 9000.000
   320  695.61    3.208    9.70   41.0    2.2831    0.0328    2.94 9000.00 9000.00   31.73    0.6900 9000.00000 9000.00000 9000.000
   330  692.41    3.246    9.30   42.0    2.2831    0.0330    3.03 9000.00 9000.00   31.73    0.6900 9000.00000 9000.00000 9000.000
   340  689.20    3.285    9.00   42.0    2.2831    0.0331    3.11 9000.00 9000.00   31.73    0.6900 9000.00000 9000.00000 9000.000
   350  686.11    3.322    8.60   41.0    2.3188    0.0338    3.19 9000.00 9000.00   31.73    0.7000 9000.00000 9000.00000 9000.000
   360  682.88    3.361    8.30   41.0    2.3196    0.0340    3.28 9000.00 9000.00   31.83    0.7000 9000.00000 9000.00000 9000.000
   370  679.27    3.405    7.90   43.0    2.3553    0.0347    3.38 9000.00 9000.00   31.83    0.7100 9000.00000 9000.00000 9000.000
   380  675.62    3.449    7.50   44.0    2.3910    0.0354    3.48 9000.00 9000.00   31.84    0.7200 9000.00000 9000.00000 9000.000
   390  671.72    3.497    7.10   46.0    2.3561    0.0351    3.59 9000.00 9000.00   31.94    0.7100 9000.00000 9000.00000 9000.000
   400  668.35    3.538    6.80   47.0    2.2847    0.0342    3.68 9000.00 9000.00   31.94    0.6900 9000.00000 9000.00000 9000.000
   410  664.85    3.581    6.30   46.0    2.2490    0.0338    3.77 9000.00 9000.00   31.94    0.6800 9000.00000 9000.00000 9000.000
   420  661.05    3.628    6.00   46.0    2.1776    0.0329    3.87 9000.00 9000.00   31.94    0.6600 9000.00000 9000.00000 9000.000
   430  657.41    3.673    5.60   46.0    2.1426    0.0326    3.97 9000.00 9000.00   32.05    0.6500 9000.00000 9000.00000 9000.000
   440  653.77    3.719    5.30   46.0    2.1426    0.0328    4.06 9000.00 9000.00   32.05    0.6500 9000.00000 9000.00000 9000.000
   450  649.22    3.776    4.70   48.0    2.0712    0.0319    4.18 9000.00 9000.00   32.05    0.6300 9000.00000 9000.00000 9000.000
   460  645.73    3.819    4.20   49.0    2.0712    0.0321    4.27 9000.00 9000.00   32.05    0.6300 9000.00000 9000.00000 9000.000
   470  642.29    3.863    3.90   49.0    2.0362    0.0317    4.35 9000.00 9000.00   32.15    0.6200 9000.00000 9000.00000 9000.000
   480  638.66    3.909    3.50   48.0    2.0363    0.0319    4.44 9000.00 9000.00   32.16    0.6200 9000.00000 9000.00000 9000.000
   490  635.40    3.951    3.10   48.0    2.0005    0.0315    4.52 9000.00 9000.00   32.16    0.6100 9000.00000 9000.00000 9000.000
   500  631.23    4.004    2.60   49.0    2.0005    0.0317    4.63 9000.00 9000.00   32.16    0.6100 9000.00000 9000.00000 9000.000
   510  627.54    4.051    2.20   50.0    1.9655    0.0313    4.72 9000.00 9000.00   32.26    0.6000 9000.00000 9000.00000 9000.000
   520  624.30    4.093    1.80   51.0    1.9297    0.0309    4.80 9000.00 9000.00   32.26    0.5900 9000.00000 9000.00000 9000.000
   530  620.56    4.141    1.40   53.0    1.9298    0.0311    4.89 9000.00 9000.00   32.27    0.5900 9000.00000 9000.00000 9000.000
   540  616.85    4.190    0.90   53.0    1.9298    0.0313    4.98 9000.00 9000.00   32.27    0.5900 9000.00000 9000.00000 9000.000
   550  613.59    4.232    0.50   54.0    1.9298    0.0315    5.06 9000.00 9000.00   32.27    0.5900 9000.00000 9000.00000 9000.000
   560  609.54    4.285    0.00   54.0    1.8947    0.0311    5.16 9000.00 9000.00   32.37    0.5800 9000.00000 9000.00000 9000.000
   570  604.87    4.347   -0.30   51.0    1.7874    0.0296    5.28 9000.00 9000.00   32.37    0.5500 9000.00000 9000.00000 9000.000
   580  600.78    4.401   -0.70   48.0    1.6802    0.0280    5.37 9000.00 9000.00   32.38    0.5200 9000.00000 9000.00000 9000.000
   590  597.60    4.444   -1.00   52.0    1.6088    0.0269    5.44 9000.00 9000.00   32.38    0.5000 9000.00000 9000.00000 9000.000
   600  594.08    4.491   -1.40   56.0    1.5020    0.0253    5.51 9000.00 9000.00   32.48    0.4700 9000.00000 9000.00000 9000.000
   610  590.73    4.536   -1.60   51.0    1.5020    0.0254    5.58 9000.00 9000.00   32.48    0.4700 9000.00000 9000.00000 9000.000
   620  586.84    4.588   -1.90   61.0    1.5378    0.0262    5.66 9000.00 9000.00   32.49    0.4800 9000.00000 9000.00000 9000.000
   630  583.52    4.633   -2.20   70.0    1.5735    0.0270    5.73 9000.00 9000.00   32.49    0.4900 9000.00000 9000.00000 9000.000
   640  580.35    4.677   -2.40   69.0    1.5735    0.0271    5.79 9000.00 9000.00   32.49    0.4900 9000.00000 9000.00000 9000.000
   650  577.08    4.722   -2.00   44.0    1.6809    0.0291    5.87 9000.00 9000.00   32.49    0.5200 9000.00000 9000.00000 9000.000
   660  574.15    4.762   -1.70   35.0    1.8239    0.0318    5.94 9000.00 9000.00   32.49    0.5600 9000.00000 9000.00000 9000.000
   670  571.26    4.802   -1.70   33.0    1.8596    0.0326    6.01 9000.00 9000.00   32.49    0.5700 9000.00000 9000.00000 9000.000
   680  568.33    4.843   -1.50   21.0    2.1466    0.0378    6.09 9000.00 9000.00   32.60    0.6500 9000.00000 9000.00000 9000.000
   690  565.04    4.889   -1.60   25.0    2.2539    0.0399    6.19 9000.00 9000.00   32.60    0.6800 9000.00000 9000.00000 9000.000
   700  562.37    4.927   -1.80   29.0    2.2181    0.0394    6.28 9000.00 9000.00   32.60    0.6700 9000.00000 9000.00000 9000.000
   710  559.72    4.964   -1.70   22.0    2.1823    0.0390    6.36 9000.00 9000.00   32.60    0.6600 9000.00000 9000.00000 9000.000
   720  556.95    5.004   -1.60   26.0    2.1823    0.0392    6.44 9000.00 9000.00   32.60    0.6600 9000.00000 9000.00000 9000.000
   730  554.28    5.042   -1.80   27.0    2.1115    0.0381    6.52 9000.00 9000.00   32.71    0.6400 9000.00000 9000.00000 9000.000
   740  551.74    5.079   -2.00   26.0    2.0042    0.0363    6.60 9000.00 9000.00   32.71    0.6100 9000.00000 9000.00000 9000.000
   750  549.17    5.116   -2.20   27.0    1.8968    0.0345    6.67 9000.00 9000.00   32.71    0.5800 9000.00000 9000.00000 9000.000
   760  546.07    5.161   -2.30   27.0    1.7894    0.0328    6.75 9000.00 9000.00   32.71    0.5500 9000.00000 9000.00000 9000.000
   770  543.06    5.205   -2.60   26.0    1.7178    0.0316    6.83 9000.00 9000.00   32.71    0.5300 9000.00000 9000.00000 9000.000
   780  540.04    5.249   -2.70   26.0    1.6820    0.0311    6.91 9000.00 9000.00   32.71    0.5200 9000.00000 9000.00000 9000.000
   790  537.48    5.286   -2.80   27.0    1.6821    0.0313    6.97 9000.00 9000.00   32.72    0.5200 9000.00000 9000.00000 9000.000
   800  534.51    5.330   -2.90   26.0    1.7179    0.0321    7.04 9000.00 9000.00   32.72    0.5300 9000.00000 9000.00000 9000.000
   810  531.06    5.381   -2.90   18.0    1.8252    0.0344    7.13 9000.00 9000.00   32.72    0.5600 9000.00000 9000.00000 9000.000
   820  528.39    5.421   -2.90   20.0    1.9691    0.0373    7.21 9000.00 9000.00   32.82    0.6000 9000.00000 9000.00000 9000.000
   830  525.79    5.460   -3.20   24.0    2.0049    0.0381    7.29 9000.00 9000.00   32.82    0.6100 9000.00000 9000.00000 9000.000
   840  522.96    5.503   -3.30   27.0    1.9692    0.0377    7.37 9000.00 9000.00   32.83    0.6000 9000.00000 9000.00000 9000.000
   850  520.40    5.542   -3.60   28.0    1.9333    0.0372    7.45 9000.00 9000.00   32.83    0.5900 9000.00000 9000.00000 9000.000
   860  517.71    5.583   -4.10   31.0    1.8617    0.0360    7.52 9000.00 9000.00   32.83    0.5700 9000.00000 9000.00000 9000.000
   870  515.05    5.623   -4.30   31.0    1.7901    0.0348    7.60 9000.00 9000.00   32.83    0.5500 9000.00000 9000.00000 9000.000
   880  512.08    5.669   -4.50   28.0    1.7543    0.0343    7.68 9000.00 9000.00   32.83    0.5400 9000.00000 9000.00000 9000.000
   890  508.61    5.722   -5.10   26.0    1.7185    0.0338    7.77 9000.00 9000.00   32.83    0.5300 9000.00000 9000.00000 9000.000
   900  506.02    5.762   -5.30   23.0    1.7186    0.0340    7.84 9000.00 9000.00   32.84    0.5300 9000.00000 9000.00000 9000.000
   910  502.68    5.814   -5.60   26.0    1.7192    0.0342    7.93 9000.00 9000.00   32.94    0.5300 9000.00000 9000.00000 9000.000
   920  499.43    5.865   -5.80   27.0    1.7908    0.0359    8.02 9000.00 9000.00   32.94    0.5500 9000.00000 9000.00000 9000.000
   930  496.57    5.910   -5.80   23.0    1.8266    0.0368    8.10 9000.00 9000.00   32.94    0.5600 9000.00000 9000.00000 9000.000
   940  493.72    5.955   -6.00   20.0    1.8266    0.0370    8.19 9000.00 9000.00   32.95    0.5600 9000.00000 9000.00000 9000.000
   950  491.00    5.998   -6.30   19.0    1.8266    0.0372    8.27 9000.00 9000.00   32.95    0.5600 9000.00000 9000.00000 9000.000
   960  488.44    6.039   -6.60   19.0    1.7908    0.0367    8.34 9000.00 9000.00   32.95    0.5500 9000.00000 9000.00000 9000.000
   970  486.03    6.078   -6.90   19.0    1.7908    0.0368    8.41 9000.00 9000.00   32.95    0.5500 9000.00000 9000.00000 9000.000
   980  483.28    6.122   -7.30   19.0    1.7908    0.0371    8.49 9000.00 9000.00   32.95    0.5500 9000.00000 9000.00000 9000.000
   990  480.63    6.165   -7.70   18.0    1.7908    0.0373    8.57 9000.00 9000.00   32.95    0.5500 9000.00000 9000.00000 9000.000
  1000  478.32    6.202   -7.90   15.0    1.7909    0.0374    8.64 9000.00 9000.00   32.96    0.5500 9000.00000 9000.00000 9000.000
  1010  474.83    6.259   -8.30   10.0    1.7551    0.0370    8.74 9000.00 9000.00   32.96    0.5400 9000.00000 9000.00000 9000.000
  1020  471.95    6.306   -8.40    7.0    1.6835    0.0357    8.82 9000.00 9000.00   32.96    0.5200 9000.00000 9000.00000 9000.000
  1030  469.35    6.349   -8.70    7.0    1.6476    0.0351    8.89 9000.00 9000.00   32.96    0.5100 9000.00000 9000.00000 9000.000
  1040  466.28    6.400   -9.10    7.0    1.6476    0.0353    8.98 9000.00 9000.00   32.97    0.5100 9000.00000 9000.00000 9000.000
  1050  463.64    6.444   -9.50    7.0    1.6476    0.0355    9.05 9000.00 9000.00   32.97    0.5100 9000.00000 9000.00000 9000.000
