36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:48 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240508
Launch Time (UT)                  : 07:28:11
Burst Pressure (hPa)              : 7.04
Integrated O3 to end of data (DU) : 203.13
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4310413
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.250
Ozonesonde Instrument             : 1Z37021
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  825.05    1.790   20.10   80.0    0.5714    0.0069    0.00    0.00    0.00   33.44    0.1800   -1.30000   36.76000    1.780
     1  824.16    1.799   19.92   82.0    0.5714    0.0069    0.00  123.86    1.41   33.44    0.1800   -1.30000   36.76000    1.790
     2  823.84    1.802   19.65   83.0    0.5714    0.0069    0.01  124.56    2.02   33.44    0.1800   -1.30000   36.76000    1.790
     3  823.56    1.805   19.42   84.0    0.5714    0.0069    0.01  125.38    2.32   33.44    0.1800   -1.30000   36.76000    1.790
     4  823.38    1.807   19.24   84.0    0.5714    0.0069    0.01  126.37    2.46   33.44    0.1800   -1.30000   36.76000    1.800
     5  823.18    1.809   19.12   85.0    0.6123    0.0074    0.01  127.44    2.57   33.44    0.1900   -1.30000   36.76000    1.800
     6  822.93    1.812   19.04   85.0    0.6122    0.0074    0.01  128.50    2.67   33.43    0.1900   -1.30000   36.76000    1.800
     7  822.51    1.816   18.98   85.0    0.6122    0.0074    0.01  129.52    2.79   33.43    0.1900   -1.30000   36.76000    1.810
     8  821.90    1.823   18.91   85.0    0.6530    0.0080    0.02  130.47    2.91   33.42    0.2000   -1.30000   36.76000    1.810
     9  821.36    1.828   18.83   85.0    0.6938    0.0084    0.02  131.39    3.03   33.41    0.2100   -1.30000   36.76000    1.820
    10  820.72    1.835   18.76   86.0    0.6938    0.0084    0.03  132.26    3.14   33.40    0.2100   -1.30000   36.76000    1.820
    11  820.03    1.842   18.70   86.0    0.7346    0.0090    0.03  133.08    3.24   33.38    0.2200   -1.30000   36.76000    1.830
    12  819.50    1.848   18.66   85.0    0.7345    0.0090    0.03  133.84    3.33   33.36    0.2200   -1.30000   36.76000    1.840
    13  818.69    1.857   18.63   85.0    0.7344    0.0090    0.04  134.54    3.42   33.33    0.2200   -1.30000   36.76000    1.850
    14  818.16    1.862   18.59   86.0    0.7752    0.0095    0.04  135.17    3.49   33.31    0.2300   -1.30000   36.76000    1.850
    15  817.69    1.867   18.55   86.0    0.7751    0.0095    0.05  135.72    3.56   33.29    0.2300   -1.30000   36.76000    1.860
    16  817.13    1.873   18.51   86.0    0.7751    0.0095    0.05  136.20    3.62   33.27    0.2300   -1.30000   36.76000    1.860
    17  816.64    1.878   18.42   86.0    0.8158    0.0100    0.06  136.57    3.67   33.25    0.2400   -1.30000   36.76000    1.870
    18  816.29    1.882   18.34   86.0    0.8158    0.0100    0.06  136.85    3.72   33.23    0.2400   -1.30000   36.76000    1.870
    19  816.01    1.885   18.28   86.0    0.8157    0.0100    0.06  137.03    3.75   33.21    0.2400   -1.30000   36.76000    1.870
    20  815.50    1.890   18.21   87.0    0.8565    0.0105    0.06  137.09    3.78   33.19    0.2500   -1.30000   36.76000    1.880
    21  815.08    1.895   18.16   87.0    0.8564    0.0105    0.07  137.05    3.81   33.18    0.2500   -1.30000   36.76000    1.880
    22  814.78    1.898   18.12   87.0    0.8564    0.0105    0.07  136.90    3.82   33.16    0.2500   -1.30000   36.76000    1.890
    23  814.43    1.901   18.08   87.0    0.8972    0.0110    0.07  136.65    3.84   33.16    0.2600   -1.30000   36.76000    1.890
    24  814.01    1.906   18.04   88.0    0.8972    0.0110    0.08  136.31    3.84   33.16    0.2600   -1.30000   36.76000    1.890
    25  813.59    1.910   17.99   88.0    0.8972    0.0110    0.08  135.87    3.85   33.16    0.2600   -1.30000   36.76000    1.900
    26  813.20    1.914   17.93   88.0    0.8972    0.0110    0.08  135.35    3.85   33.16    0.2600   -1.30000   36.76000    1.900
    27  812.71    1.919   17.86   88.0    0.9380    0.0115    0.09  134.75    3.84   33.17    0.2700   -1.30000   36.76000    1.910
    28  812.33    1.923   17.79   89.0    0.9380    0.0115    0.09  134.08    3.84   33.17    0.2700   -1.30000   36.76000    1.910
    29  811.87    1.928   17.72   89.0    0.9380    0.0116    0.10  133.35    3.83   33.18    0.2700   -1.30000   36.76000    1.920
    30  811.32    1.934   17.67   89.0    0.9380    0.0116    0.10  132.57    3.82   33.18    0.2700   -1.30000   36.76000    1.920
    31  810.76    1.940   17.63   88.0    0.9788    0.0121    0.11  131.76    3.81   33.19    0.2800   -1.30000   36.76000    1.930
    32  810.28    1.945   17.59   88.0    0.9789    0.0121    0.11  130.95    3.80   33.20    0.2800   -1.30000   36.76000    1.930
    33  809.79    1.950   17.57   88.0    0.9789    0.0121    0.12  130.13    3.78   33.20    0.2800   -1.30000   36.76000    1.940
    34  809.29    1.956   17.55   88.0    0.9789    0.0121    0.12  129.34    3.77   33.21    0.2800   -1.30000   36.76000    1.940
    35  808.80    1.961   17.51   88.0    0.9789    0.0121    0.12  128.60    3.75   33.21    0.2800   -1.30000   36.76000    1.950
    36  808.34    1.966   17.46   89.0    1.0197    0.0126    0.13  127.90    3.73   33.22    0.2900   -1.30000   36.76000    1.950
    37  807.90    1.970   17.40   89.0    1.0197    0.0126    0.13  127.26    3.71   33.22    0.2900   -1.30000   36.76000    1.960
    38  807.43    1.975   17.33   90.0    1.0197    0.0126    0.14  126.68    3.68   33.23    0.2900   -1.30000   36.76000    1.970
    39  806.84    1.982   17.26   90.0    1.0197    0.0126    0.14  126.16    3.65   33.23    0.2900   -1.30000   36.76000    1.970
    40  806.17    1.989   17.19   90.0    1.0605    0.0132    0.15  125.71    3.61   33.23    0.3000   -1.30000   36.76000    1.980
    41  805.75    1.993   17.17   90.0    1.0606    0.0132    0.16  125.31    3.56   33.25    0.3000   -1.30000   36.76000    1.980
    42  805.57    1.995   17.17   89.0    1.0606    0.0132    0.16  124.96    3.52   33.25    0.3000   -1.30000   36.76000    1.980
    43  805.29    1.998   17.16   90.0    1.0606    0.0132    0.16  124.68    3.46   33.25    0.3000   -1.30000   36.76000    1.990
    44  804.88    2.003   17.11   91.0    1.0606    0.0132    0.16  124.45    3.40   33.26    0.3000   -1.30000   36.76000    1.990
    45  804.56    2.006   17.03   92.0    1.0606    0.0132    0.17  124.28    3.34   33.26    0.3000   -1.30000   36.76000    1.990
    46  804.16    2.010   16.96   93.0    1.1014    0.0137    0.17  124.17    3.27   33.27    0.3100   -1.30000   36.76000    2.000
    47  803.63    2.016   16.92   93.0    1.1014    0.0137    0.18  124.12    3.20   33.27    0.3100   -1.30000   36.76000    2.000
    48  803.06    2.022   16.88   93.0    1.1014    0.0137    0.18  124.14    3.12   33.27    0.3100   -1.30000   36.76000    2.010
    49  802.48    2.028   16.83   93.0    1.1015    0.0137    0.19  124.19    3.04   33.28    0.3100   -1.30000   36.76000    2.020
    50  801.85    2.035   16.78   92.0    1.1015    0.0137    0.20  124.27    2.96   33.28    0.3100   -1.30000   36.76000    2.020
    51  801.29    2.041   16.72   92.0    1.1015    0.0137    0.20  124.36    2.88   33.29    0.3100   -1.30000   36.76000    2.030
    52  800.76    2.046   16.68   92.0    1.1015    0.0138    0.21  124.44    2.80   33.29    0.3100   -1.30000   36.76000    2.040
    53  800.24    2.052   16.64   92.0    1.1423    0.0143    0.21  124.50    2.72   33.29    0.3200   -1.30000   36.76000    2.040
    54  799.79    2.057   16.61   92.0    1.1423    0.0143    0.22  124.55    2.65   33.29    0.3200   -1.30000   36.76000    2.050
    55  799.42    2.061   16.58   92.0    1.1423    0.0143    0.22  124.57    2.58   33.29    0.3200   -1.30000   36.76000    2.050
    56  799.09    2.064   16.55   92.0    1.1423    0.0143    0.23  124.59    2.51   33.29    0.3200   -1.30000   36.76000    2.050
    57  798.78    2.068   16.53   92.0    1.1423    0.0143    0.23  124.59    2.45   33.29    0.3200   -1.30000   36.76000    2.060
    58  798.39    2.072   16.54   92.0    1.1424    0.0143    0.24  124.58    2.40   33.30    0.3200   -1.30000   36.76000    2.060
    59  797.91    2.077   16.54   91.0    1.1424    0.0143    0.24  124.53    2.36   33.30    0.3200   -1.30000   36.76000    2.070
    60  797.56    2.081   16.52   92.0    1.1424    0.0143    0.25  124.44    2.32   33.30    0.3200   -1.30000   36.76000    2.070
