36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:15:23 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240724
Launch Time (UT)                  : 10:19:49
Burst Pressure (hPa)              : 7.30
Integrated O3 to end of data (DU) : 226.45
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4250700
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z43022
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.600
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  827.20    1.790   20.00   63.0    3.4000    0.0411    0.00    0.00    0.00   33.86    0.8800   -1.30000   36.76000    1.780
     1  826.53    1.797   19.75   62.0    3.4001    0.0411    0.02  168.66    0.66   33.87    0.8800   -1.30000   36.76000    1.780
     2  826.25    1.800   19.30   63.0    3.4406    0.0416    0.03  168.44    0.93   33.87    0.8900   -1.30000   36.76000    1.790
     3  825.94    1.803   18.85   64.0    3.4406    0.0417    0.04  168.21    1.06   33.87    0.8900   -1.30000   36.76000    1.790
     4  825.67    1.806   18.50   65.0    3.4406    0.0417    0.05  167.97    1.11   33.87    0.8900   -1.30000   36.76000    1.790
     5  825.34    1.809   18.33   66.0    3.4407    0.0417    0.06  167.77    1.14   33.88    0.8900   -1.30000   36.76000    1.800
     6  825.02    1.812   18.29   66.0    3.4811    0.0422    0.07  167.63    1.18   33.88    0.9000   -1.30000   36.76000    1.800
     7  824.50    1.818   18.28   66.0    3.4811    0.0422    0.09  167.55    1.23   33.88    0.9000   -1.30000   36.76000    1.810
     8  823.80    1.825   18.25   66.0    3.4812    0.0423    0.11  167.52    1.28   33.88    0.9000   -1.30000   36.76000    1.810
     9  823.11    1.832   18.19   66.0    3.5216    0.0428    0.14  167.54    1.33   33.88    0.9100   -1.30000   36.76000    1.820
    10  822.38    1.840   18.10   66.0    3.5218    0.0428    0.16  167.63    1.38   33.89    0.9100   -1.30000   36.76000    1.830
    11  821.64    1.848   17.99   66.0    3.5218    0.0429    0.18  167.78    1.43   33.89    0.9100   -1.30000   36.76000    1.840
    12  821.02    1.854   17.84   66.0    3.5218    0.0429    0.21  167.99    1.48   33.89    0.9100   -1.30000   36.76000    1.840
    13  820.51    1.859   17.72   66.0    3.5622    0.0434    0.22  168.24    1.53   33.89    0.9200   -1.30000   36.76000    1.850
    14  819.98    1.865   17.64   67.0    3.5622    0.0434    0.24  168.51    1.59   33.89    0.9200   -1.30000   36.76000    1.850
    15  819.45    1.870   17.59   67.0    3.5622    0.0435    0.26  168.77    1.64   33.89    0.9200   -1.30000   36.76000    1.860
    16  818.93    1.876   17.56   67.0    3.5622    0.0435    0.28  168.98    1.70   33.89    0.9200   -1.30000   36.76000    1.860
    17  818.45    1.881   17.53   67.0    3.5623    0.0435    0.29  169.14    1.76   33.89    0.9200   -1.30000   36.76000    1.870
    18  817.95    1.886   17.50   67.0    3.5623    0.0436    0.31  169.21    1.81   33.89    0.9200   -1.30000   36.76000    1.880
    19  817.37    1.892   17.45   68.0    3.6027    0.0441    0.33  169.18    1.87   33.89    0.9300   -1.30000   36.76000    1.880
    20  816.76    1.899   17.38   68.0    3.6027    0.0441    0.35  169.05    1.93   33.89    0.9300   -1.30000   36.76000    1.890
    21  816.19    1.905   17.31   68.0    3.6027    0.0441    0.37  168.80    1.98   33.89    0.9300   -1.30000   36.76000    1.890
    22  815.65    1.910   17.25   68.0    3.6432    0.0447    0.39  168.42    2.03   33.89    0.9400   -1.30000   36.76000    1.900
