36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:14:15 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240313
Launch Time (UT)                  : 07:31:57
Burst Pressure (hPa)              : 7.85
Integrated O3 to end of data (DU) : 178.27
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : R5020861
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z37045
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 32.200
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.20    1.790   24.20   59.0    2.2689    0.0275    0.00  110.00    3.00   35.43    0.5700   -1.30000   36.76000    1.780
     1  825.55    1.797   24.12   58.0    2.2690    0.0275    0.01   82.28    2.16   35.44    0.5700   -1.30000   36.76000    1.780
     2  825.13    1.801   24.00   57.0    2.2690    0.0275    0.02   67.06    2.13   35.44    0.5700   -1.30000   36.76000    1.790
     3  824.72    1.805   23.88   58.0    2.3119    0.0280    0.03   61.96    2.26   35.45    0.5800   -1.30000   36.76000    1.790
     4  824.31    1.810   23.75   58.0    2.3119    0.0280    0.04   61.66    2.41   35.45    0.5800   -1.30000   36.76000    1.800
     5  823.81    1.815   23.61   58.0    2.3119    0.0281    0.05   62.33    2.55   35.45    0.5800   -1.30000   36.76000    1.800
     6  823.26    1.821   23.45   58.0    2.3119    0.0281    0.06   62.65    2.69   35.45    0.5800   -1.30000   36.76000    1.810
     7  822.74    1.827   23.29   58.0    2.2692    0.0276    0.08   62.48    2.81   35.46    0.5700   -1.30000   36.76000    1.820
     8  822.18    1.832   23.13   58.0    2.2692    0.0276    0.09   62.05    2.93   35.46    0.5700   -1.30000   36.76000    1.820
     9  821.57    1.839   22.95   58.0    2.3120    0.0281    0.10   61.60    3.03   35.46    0.5800   -1.30000   36.76000    1.830
    10  820.92    1.846   22.77   59.0    2.3120    0.0282    0.12   61.13    3.12   35.46    0.5800   -1.30000   36.76000    1.830
    11  820.41    1.851   22.63   60.0    2.3121    0.0282    0.13   60.64    3.20   35.47    0.5800   -1.30000   36.76000    1.840
    12  820.05    1.855   22.51   60.0    2.3121    0.0282    0.14   60.12    3.27   35.47    0.5800   -1.30000   36.76000    1.840
    13  819.71    1.859   22.40   61.0    2.3121    0.0282    0.14   59.58    3.33   35.47    0.5800   -1.30000   36.76000    1.850
    14  819.26    1.863   22.27   61.0    2.3121    0.0282    0.15   59.02    3.37   35.48    0.5800   -1.30000   36.76000    1.850
    15  818.80    1.868   22.13   62.0    2.3121    0.0282    0.16   58.44    3.40   35.48    0.5800   -1.30000   36.76000    1.860
    16  818.29    1.874   21.99   62.0    2.3121    0.0283    0.17   57.83    3.43   35.48    0.5800   -1.30000   36.76000    1.860
    17  817.77    1.879   21.83   62.0    2.3121    0.0283    0.19   57.20    3.44   35.48    0.5800   -1.30000   36.76000    1.870
    18  817.24    1.885   21.68   62.0    2.3550    0.0288    0.20   56.55    3.44   35.48    0.5900   -1.30000   36.76000    1.870
    19  816.68    1.891   21.52   63.0    2.3550    0.0288    0.21   55.87    3.44   35.48    0.5900   -1.30000   36.76000    1.880
    20  816.16    1.896   21.36   64.0    2.3550    0.0289    0.22   55.16    3.43   35.48    0.5900   -1.30000   36.76000    1.890
