36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:15:28 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20240731
Launch Time (UT)                  : 07:46:43
Burst Pressure (hPa)              : 6.86
Integrated O3 to end of data (DU) : 200.72
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4250698
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z43019
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.900
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  826.70    1.790   16.00   87.0    1.9107    0.0231    0.00  120.00    2.00   32.21    0.5100   -1.30000   36.76000    1.780
     1  825.75    1.799   15.78   87.0    1.9107    0.0231    0.02  110.17    0.79   32.21    0.5100   -1.30000   36.76000    1.790
     2  825.47    1.802   15.81   87.0    1.9108    0.0231    0.02   93.14    0.39   32.22    0.5100   -1.30000   36.76000    1.790
     3  825.05    1.807   15.84   87.0    1.9108    0.0232    0.03   82.35    0.28   32.22    0.5100   -1.30000   36.76000    1.800
     4  824.63    1.811   15.79   87.0    1.9108    0.0232    0.04   89.85    0.30   32.22    0.5100   -1.30000   36.76000    1.800
     5  824.29    1.815   15.69   87.0    1.9108    0.0232    0.04  100.36    0.35   32.23    0.5100   -1.30000   36.76000    1.800
     6  824.02    1.817   15.60   87.0    1.9108    0.0232    0.05  108.12    0.40   32.23    0.5100   -1.30000   36.76000    1.810
     7  823.67    1.821   15.55   87.0    1.9108    0.0232    0.06  113.98    0.44   32.23    0.5100   -1.30000   36.76000    1.810
     8  823.21    1.826   15.54   88.0    1.9108    0.0232    0.06  119.01    0.48   32.23    0.5100   -1.30000   36.76000    1.810
     9  822.75    1.831   15.52   88.0    1.9109    0.0232    0.07  123.65    0.51   32.24    0.5100   -1.30000   36.76000    1.820
    10  822.30    1.835   15.49   88.0    1.9515    0.0237    0.08  127.87    0.55   32.24    0.5200   -1.30000   36.76000    1.820
    11  821.73    1.841   15.43   88.0    1.9515    0.0237    0.09  131.66    0.59   32.24    0.5200   -1.30000   36.76000    1.830
    12  821.06    1.848   15.36   87.0    1.9922    0.0243    0.10  134.99    0.63   32.24    0.5300   -1.30000   36.76000    1.840
    13  820.37    1.855   15.27   87.0    1.9922    0.0243    0.12  137.88    0.67   32.24    0.5300   -1.30000   36.76000    1.840
    14  819.86    1.860   15.18   88.0    1.9923    0.0243    0.13  140.31    0.71   32.25    0.5300   -1.30000   36.76000    1.850
    15  819.47    1.865   15.11   88.0    1.9923    0.0243    0.13  142.32    0.75   32.25    0.5300   -1.30000   36.76000    1.850
    16  819.06    1.869   15.07   89.0    1.9923    0.0243    0.14  143.92    0.79   32.25    0.5300   -1.30000   36.76000    1.860
    17  818.78    1.872   15.03   89.0    1.9923    0.0243    0.15  145.16    0.83   32.25    0.5300   -1.30000   36.76000    1.860
    18  818.55    1.874   15.00   89.0    1.9923    0.0243    0.15  146.05    0.86   32.25    0.5300   -1.30000   36.76000    1.860
    19  818.28    1.877   14.96   89.0    1.9923    0.0243    0.16  146.65    0.89   32.25    0.5300   -1.30000   36.76000    1.870
    20  817.87    1.881   14.92   90.0    2.0330    0.0249    0.17  146.98    0.91   32.26    0.5400   -1.30000   36.76000    1.870
    21  817.19    1.888   14.88   90.0    2.0330    0.0249    0.18  147.04    0.93   32.26    0.5400   -1.30000   36.76000    1.880
    22  816.32    1.897   14.85   90.0    2.0330    0.0249    0.20  146.83    0.94   32.26    0.5400   -1.30000   36.76000    1.890
    23  815.72    1.903   14.81   90.0    2.0330    0.0249    0.21  146.34    0.95   32.26    0.5400   -1.30000   36.76000    1.890
    24  815.39    1.907   14.76   90.0    2.0330    0.0249    0.21  145.55    0.96   32.26    0.5400   -1.30000   36.76000    1.900
    25  815.17    1.909   14.71   90.0    2.0330    0.0249    0.22  144.48    0.97   32.26    0.5400   -1.30000   36.76000    1.900
    26  814.92    1.912   14.69   91.0    2.0330    0.0249    0.22  143.13    0.97   32.26    0.5400   -1.30000   36.76000    1.900
    27  814.55    1.916   14.67   92.0    2.0330    0.0250    0.23  141.57    0.97   32.26    0.5400   -1.30000   36.76000    1.900
    28  814.09    1.920   14.65   92.0    2.0330    0.0250    0.24  139.85    0.98   32.26    0.5400   -1.30000   36.76000    1.910
    29  813.62    1.925   14.61   92.0    2.0737    0.0255    0.25  138.06    0.98   32.26    0.5500   -1.30000   36.76000    1.910
    30  813.12    1.931   14.55   92.0    2.0737    0.0255    0.26  136.28    0.99   32.26    0.5500   -1.30000   36.76000    1.920
    31  812.69    1.935   14.48   92.0    2.0737    0.0255    0.27  134.59    1.00   32.26    0.5500   -1.30000   36.76000    1.920
    32  812.25    1.940   14.40   92.0    2.0736    0.0255    0.28  133.07    1.01   32.25    0.5500   -1.30000   36.76000    1.930
    33  811.84    1.944   14.33   92.0    2.0736    0.0255    0.28  131.80    1.02   32.25    0.5500   -1.30000   36.76000    1.930
    34  811.45    1.948   14.28   92.0    2.0736    0.0256    0.29  130.85    1.04   32.25    0.5500   -1.30000   36.76000    1.940
    35  811.10    1.952   14.25   92.0    2.0736    0.0256    0.30  130.25    1.05   32.25    0.5500   -1.30000   36.76000    1.940
    36  810.65    1.956   14.21   92.0    2.0736    0.0256    0.31  130.03    1.07   32.25    0.5500   -1.30000   36.76000    1.950
    37  810.21    1.961   14.18   92.0    2.1143    0.0261    0.32  130.20    1.10   32.25    0.5600   -1.30000   36.76000    1.950
