36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Tue Jan 21 15:16:06 2025
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20241002
Launch Time (UT)                  : 08:55:31
Burst Pressure (hPa)              : 7.13
Integrated O3 to end of data (DU) : 232.84
Radiosonde                        : Vaisala RS41
Radiosonde Serial Number          : V4251119
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.300
Ozonesonde Instrument             : 1Z43013
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.000
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.040
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
sec    hPa      km        C       %      mPa       ppmv     DU     deg      m/s       C      uA       deg        deg       km     
     0  824.40    1.790   22.00   58.0    3.0227    0.0367    0.00  130.00    5.00   34.56    0.8000   -1.30000   36.76000    1.780
     1  823.74    1.797   22.25   60.0    3.0228    0.0367    0.02   89.84    3.27   34.57    0.8000   -1.30000   36.76000    1.780
     2  823.42    1.800   22.03   60.0    3.0229    0.0367    0.03   68.74    3.43   34.58    0.8000   -1.30000   36.76000    1.790
     3  823.07    1.804   21.80   60.0    3.0229    0.0367    0.04   63.23    3.73   34.58    0.8000   -1.30000   36.76000    1.790
     4  822.66    1.808   21.55   61.0    3.0229    0.0367    0.05   64.16    3.94   34.58    0.8000   -1.30000   36.76000    1.800
     5  822.25    1.812   21.34   61.0    3.0230    0.0368    0.06   66.47    4.12   34.59    0.8000   -1.30000   36.76000    1.800
     6  821.88    1.816   21.23   61.0    3.0628    0.0373    0.07   68.41    4.31   34.59    0.8100   -1.30000   36.76000    1.810
     7  821.54    1.820   21.16   61.0    3.0628    0.0373    0.08   69.76    4.50   34.59    0.8100   -1.30000   36.76000    1.810
     8  821.18    1.824   21.05   61.0    3.0628    0.0373    0.09   70.80    4.68   34.59    0.8100   -1.30000   36.76000    1.810
     9  820.79    1.828   20.95   61.0    3.0628    0.0373    0.11   71.89    4.85   34.59    0.8100   -1.30000   36.76000    1.820
    10  820.48    1.831   20.88   61.0    3.0628    0.0373    0.11   73.01    5.01   34.59    0.8100   -1.30000   36.76000    1.820
    11  820.10    1.835   20.86   61.0    3.0628    0.0373    0.13   74.17    5.16   34.59    0.8100   -1.30000   36.76000    1.820
    12  819.62    1.840   20.80   61.0    3.0628    0.0374    0.14   75.36    5.30   34.59    0.8100   -1.30000   36.76000    1.830
    13  819.17    1.845   20.71   61.0    3.0628    0.0374    0.15   76.56    5.43   34.59    0.8100   -1.30000   36.76000    1.830
    14  818.67    1.850   20.64   62.0    3.1424    0.0384    0.17   77.77    5.55   34.59    0.8300   -1.30000   36.76000    1.840
    15  818.16    1.856   20.59   62.0    3.2219    0.0394    0.18   78.98    5.66   34.59    0.8500   -1.30000   36.76000    1.840
    16  817.65    1.861   20.54   62.0    3.2219    0.0394    0.20   80.17    5.76   34.59    0.8500   -1.30000   36.76000    1.850
    17  817.15    1.866   20.47   62.0    3.2219    0.0394    0.22   81.34    5.86   34.59    0.8500   -1.30000   36.76000    1.860
    18  816.66    1.872   20.41   62.0    3.2218    0.0395    0.23   82.48    5.95   34.58    0.8500   -1.30000   36.76000    1.860
    19  816.13    1.877   20.36   62.0    3.2616    0.0400    0.25   83.57    6.04   34.58    0.8600   -1.30000   36.76000    1.870
    20  815.56    1.883   20.32   62.0    3.3014    0.0405    0.27   84.60    6.12   34.58    0.8700   -1.30000   36.76000    1.870
    21  814.94    1.890   20.27   62.0    3.3014    0.0405    0.28   85.56    6.20   34.58    0.8700   -1.30000   36.76000    1.880
    22  814.30    1.896   20.20   63.0    3.3014    0.0405    0.31   86.44    6.27   34.58    0.8700   -1.30000   36.76000    1.890
    23  813.69    1.903   20.15   63.0    3.3013    0.0406    0.32   87.23    6.34   34.57    0.8700   -1.30000   36.76000    1.890
    24  813.12    1.909   20.10   63.0    3.3013    0.0406    0.34   87.93    6.41   34.57    0.8700   -1.30000   36.76000    1.900
    25  812.66    1.914   20.06   63.0    3.3013    0.0406    0.36   88.51    6.48   34.57    0.8700   -1.30000   36.76000    1.900
    26  812.28    1.918   20.00   63.0    3.3012    0.0406    0.37   88.99    6.54   34.56    0.8700   -1.30000   36.76000    1.910
    27  811.85    1.923   19.94   64.0    3.3012    0.0407    0.38   89.36    6.61   34.56    0.8700   -1.30000   36.76000    1.910
    28  811.33    1.928   19.90   64.0    3.3011    0.0407    0.40   89.62    6.67   34.55    0.8700   -1.30000   36.76000    1.920
    29  810.81    1.934   19.87   64.0    3.3011    0.0407    0.42   89.76    6.73   34.55    0.8700   -1.30000   36.76000    1.920
    30  810.27    1.939   19.83   64.0    3.3409    0.0412    0.43   89.81    6.79   34.55    0.8800   -1.30000   36.76000    1.930
    31  809.72    1.945   19.77   64.0    3.3409    0.0413    0.45   89.75    6.85   34.55    0.8800   -1.30000   36.76000    1.930
    32  809.18    1.951   19.72   65.0    3.3409    0.0413    0.47   89.59    6.91   34.55    0.8800   -1.30000   36.76000    1.940
    33  808.63    1.957   19.66   65.0    3.3409    0.0413    0.49   89.33    6.97   34.55    0.8800   -1.30000   36.76000    1.950
    34  808.13    1.962   19.60   66.0    3.3806    0.0418    0.50   88.99    7.02   34.55    0.8900   -1.30000   36.76000    1.950
    35  807.67    1.967   19.54   66.0    3.3806    0.0419    0.52   88.58    7.08   34.55    0.8900   -1.30000   36.76000    1.960
    36  807.19    1.972   19.49   66.0    3.3806    0.0419    0.54   88.09    7.13   34.55    0.8900   -1.30000   36.76000    1.960
    37  806.73    1.977   19.44   66.0    3.4205    0.0424    0.55   87.54    7.19   34.56    0.9000   -1.30000   36.76000    1.970
    38  806.27    1.982   19.39   67.0    3.4205    0.0424    0.57   86.94    7.25   34.56    0.9000   -1.30000   36.76000    1.970
    39  805.86    1.987   19.34   67.0    3.4205    0.0424    0.58   86.32    7.30   34.56    0.9000   -1.30000   36.76000    1.980
    40  805.45    1.991   19.30   67.0    3.4207    0.0425    0.59   85.69    7.36   34.58    0.9000   -1.30000   36.76000    1.980
    41  805.01    1.996   19.26   67.0    3.4207    0.0425    0.61   85.04    7.41   34.58    0.9000   -1.30000   36.76000    1.980
    42  804.53    2.001   19.22   67.0    3.4604    0.0430    0.62   84.40    7.46   34.58    0.9100   -1.30000   36.76000    1.990
    43  803.98    2.007   19.17   67.0    3.4604    0.0430    0.64   83.76    7.51   34.58    0.9100   -1.30000   36.76000    2.000
    44  803.36    2.013   19.13   68.0    3.4605    0.0431    0.66   83.13    7.56   34.59    0.9100   -1.30000   36.76000    2.000
    45  802.77    2.020   19.09   68.0    3.4606    0.0431    0.68   82.53    7.60   34.59    0.9100   -1.30000   36.76000    2.010
